region,province,city,position,district,candidate_name,party,votes,rank,raw_position
CORDILLERA ADMINISTRATIVE REGION,KALINGA,RIZAL,COUNCILOR,LONE,"CLAVER, FRANCIS",AKSYON,4778,7,"MEMBER, SANGGUNIANG BAYAN KALINGA - RIZAL - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,RIZAL,COUNCILOR,LONE,"DAMIAN, PONG",IND,4325,8,"MEMBER, SANGGUNIANG BAYAN KALINGA - RIZAL - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TANUDAN,COUNCILOR,LONE,"ALICOG, VICTOR",IND,2728,1,"MEMBER, SANGGUNIANG BAYAN KALINGA - TANUDAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TANUDAN,COUNCILOR,LONE,"BAGYON, JAMES",IND,2946,2,"MEMBER, SANGGUNIANG BAYAN KALINGA - TANUDAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TANUDAN,COUNCILOR,LONE,"BALLAY, CLAYTON",IND,4032,3,"MEMBER, SANGGUNIANG BAYAN KALINGA - TANUDAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TANUDAN,COUNCILOR,LONE,"BALLOG, REX ALLAN",IND,2379,4,"MEMBER, SANGGUNIANG BAYAN KALINGA - TANUDAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TANUDAN,COUNCILOR,LONE,"BALOCNIT, ROSA",IND,2517,5,"MEMBER, SANGGUNIANG BAYAN KALINGA - TANUDAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TANUDAN,COUNCILOR,LONE,"BANGGUIYAC, CYRIL",IND,3198,6,"MEMBER, SANGGUNIANG BAYAN KALINGA - TANUDAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TANUDAN,COUNCILOR,LONE,"BAWALAN, YUNARD",IND,2875,7,"MEMBER, SANGGUNIANG BAYAN KALINGA - TANUDAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TANUDAN,COUNCILOR,LONE,"BAYANG, WARNING",IND,2007,8,"MEMBER, SANGGUNIANG BAYAN KALINGA - TANUDAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TINGLAYAN,COUNCILOR,LONE,"ABOLI, BARTHOLOME",NP,4365,1,"MEMBER, SANGGUNIANG BAYAN KALINGA - TINGLAYAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TINGLAYAN,COUNCILOR,LONE,"ADA-OL, MARTINA",IND,4362,2,"MEMBER, SANGGUNIANG BAYAN KALINGA - TINGLAYAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TINGLAYAN,COUNCILOR,LONE,"AGOD, WILFREDO",IND,606,3,"MEMBER, SANGGUNIANG BAYAN KALINGA - TINGLAYAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TINGLAYAN,COUNCILOR,LONE,"AO-AS, ANTONIO",IND,5551,4,"MEMBER, SANGGUNIANG BAYAN KALINGA - TINGLAYAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TINGLAYAN,COUNCILOR,LONE,"ATUMPA, MIGUEL",NP,5079,5,"MEMBER, SANGGUNIANG BAYAN KALINGA - TINGLAYAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TINGLAYAN,COUNCILOR,LONE,"AWIS, MATHEW",IND,3866,6,"MEMBER, SANGGUNIANG BAYAN KALINGA - TINGLAYAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TINGLAYAN,COUNCILOR,LONE,"BACULI, ROGER",NP,4343,7,"MEMBER, SANGGUNIANG BAYAN KALINGA - TINGLAYAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,KALINGA,TINGLAYAN,COUNCILOR,LONE,"GAYYAMAN, JHEMS TAYLOR",IND,5596,8,"MEMBER, SANGGUNIANG BAYAN KALINGA - TINGLAYAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,COUNCILOR,LONE,"ABIASAN, FARES",IND,817,1,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BARLIG - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,COUNCILOR,LONE,"AGGAC, ROOSEVELT",IND,843,2,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BARLIG - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,COUNCILOR,LONE,"AGPAWAN, MARLYN",IND,371,3,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BARLIG - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,COUNCILOR,LONE,"AGYAO, ROLLY",IND,1376,4,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BARLIG - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,COUNCILOR,LONE,"AWE, RODRIGO",NP,1368,5,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BARLIG - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,COUNCILOR,LONE,"AWINGAN, CONARD",IND,1186,6,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BARLIG - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,COUNCILOR,LONE,"AYOGA, ABNER",NP,1052,7,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BARLIG - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BARLIG,COUNCILOR,LONE,"BATAN, GILLES",NP,812,8,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BARLIG - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,COUNCILOR,LONE,"ABAD, IRENE",IND,1970,1,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BAUKO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,COUNCILOR,LONE,"ADOLFO, JOSEPH",IND,1113,2,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BAUKO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,COUNCILOR,LONE,"AYODOC, MATEO",IND,522,3,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BAUKO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,COUNCILOR,LONE,"BERNARDEZ, JONATHAN",IND,4503,4,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BAUKO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,COUNCILOR,LONE,"BILAYON, ANNABEL",IND,5420,5,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BAUKO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,COUNCILOR,LONE,"CAPUYAN, EDNA",IND,6035,6,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BAUKO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,COUNCILOR,LONE,"CODOD, JACKSON",IND,5548,7,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BAUKO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BAUKO,COUNCILOR,LONE,"DAGANOS, MARIO",IND,4068,8,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BAUKO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,COUNCILOR,LONE,"AMBUCAY, JOHNNY",IND,2258,1,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BESAO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,COUNCILOR,LONE,"ANTIYAG, JOHN",PDPLBN,1213,2,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BESAO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,COUNCILOR,LONE,"ANTONIO, RISING",IND,1153,3,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BESAO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,COUNCILOR,LONE,"BADONGEN, JAMES",IND,1085,4,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BESAO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,COUNCILOR,LONE,"BALLANG, BENNY",IND,1566,5,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BESAO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,COUNCILOR,LONE,"BANGA-AN, ABRAHAM",IND,1328,6,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BESAO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,COUNCILOR,LONE,"BEYDEN, ALFREDO",IND,1417,7,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BESAO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BESAO,COUNCILOR,LONE,"BING-IL, DENNIS",IND,855,8,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BESAO - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,COUNCILOR,LONE,"AFADCHAY, CARLITO",IND,353,1,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BONTOC - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,COUNCILOR,LONE,"AWICHEN, ALFREDO",IND,2697,2,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BONTOC - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,COUNCILOR,LONE,"BACALA, GLENN",IND,5485,3,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BONTOC - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,COUNCILOR,LONE,"BANDONILL, BRYNNER",NP,2329,4,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BONTOC - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,COUNCILOR,LONE,"BELLANG, BRYAN BYRD",IND,3992,5,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BONTOC - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,COUNCILOR,LONE,"CALUZA, ENVER",IND,1652,6,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BONTOC - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,COUNCILOR,LONE,"CHERWAKEN, JIMMY",IND,4117,7,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BONTOC - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,BONTOC,COUNCILOR,LONE,"CHUMACOG, JULIAN",IND,4873,8,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - BONTOC - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,COUNCILOR,LONE,"BALASO, MARCELINO JR.",RP,1291,1,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - NATONIN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,COUNCILOR,LONE,"BIANGALEN, JOSE",IND,2974,2,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - NATONIN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,COUNCILOR,LONE,"BOSNGON, PERSIBAL",IND,1345,3,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - NATONIN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,COUNCILOR,LONE,"BULAWE, RAFAEL",IND,3328,4,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - NATONIN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,COUNCILOR,LONE,"CHUMILANG, JERRY",IND,2875,5,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - NATONIN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,COUNCILOR,LONE,"CUTIG, FRED",IND,2278,6,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - NATONIN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,COUNCILOR,LONE,"DIAWAN, JACKSON",IND,1087,7,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - NATONIN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,NATONIN,COUNCILOR,LONE,"EDCHAMAG, SEBASTIAN",IND,1838,8,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - NATONIN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,COUNCILOR,LONE,"AMBATALI, MARCELO",NP,3940,1,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - PARACELIS - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,COUNCILOR,LONE,"ASSUD, ALFREDO JR.",IND,4624,2,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - PARACELIS - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,COUNCILOR,LONE,"BACWADANG, CONSTANCIO",IND,2594,3,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - PARACELIS - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,COUNCILOR,LONE,"BANASAN, VENTURA",IND,788,4,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - PARACELIS - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,COUNCILOR,LONE,"BANGGOLAY, JOHN",IND,5290,5,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - PARACELIS - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,COUNCILOR,LONE,"BANNAWE, VICTORINO",PDPLBN,3177,6,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - PARACELIS - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,COUNCILOR,LONE,"BAQUIRAN, MARIO SR.",IND,1351,7,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - PARACELIS - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,PARACELIS,COUNCILOR,LONE,"BASUNGIT, LITO",PDPLBN,7663,8,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - PARACELIS - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,COUNCILOR,LONE,"ALTAKI, CRISPIN",IND,2876,1,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SABANGAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,COUNCILOR,LONE,"BACOG, ROMAN",IND,3084,2,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SABANGAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,COUNCILOR,LONE,"BANGAO, PEDRO",IND,1940,3,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SABANGAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,COUNCILOR,LONE,"BAS-ILEN, ROGER",NP,2581,4,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SABANGAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,COUNCILOR,LONE,"BEGNAEN, TOMAS",IND,2241,5,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SABANGAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,COUNCILOR,LONE,"BOGUILIS, HENRICO",IND,2917,6,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SABANGAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,COUNCILOR,LONE,"BOY-OG, EUSTAQUIO",IND,2404,7,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SABANGAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SABANGAN,COUNCILOR,LONE,"GALLEO, AMBROSIO",IND,2264,8,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SABANGAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,COUNCILOR,LONE,"ACKUT, GERALDO",IND,1730,1,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SADANGA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,COUNCILOR,LONE,"AGA-EY, RONALD",IND,968,2,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SADANGA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,COUNCILOR,LONE,"AGCARAO, CEASAR",IND,587,3,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SADANGA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,COUNCILOR,LONE,"AGMEYENG, MOISES",PDPLBN,1102,4,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SADANGA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,COUNCILOR,LONE,"AGPAD, ARTHUR",IND,159,5,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SADANGA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,COUNCILOR,LONE,"APOPOT, NORMAN",IND,531,6,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SADANGA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,COUNCILOR,LONE,"ATIWEN, RUBEN",PDPLBN,1357,7,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SADANGA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SADANGA,COUNCILOR,LONE,"AYAO-AO, ALBERT",IND,1524,8,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SADANGA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,COUNCILOR,LONE,"ACLAYAN, MOKYAT",IND,2546,1,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SAGADA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,COUNCILOR,LONE,"ANDAWI, VINCENT",IND,1559,2,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SAGADA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,COUNCILOR,LONE,"BANGSAIL, TIMOTHY JR.",IND,1600,3,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SAGADA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,COUNCILOR,LONE,"BAWING, FIDEL",IND,790,4,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SAGADA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,COUNCILOR,LONE,"BELEO, DAVID JR.",IND,2041,5,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SAGADA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,COUNCILOR,LONE,"BOMOWEY, CAMULO",RP,1256,6,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SAGADA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,COUNCILOR,LONE,"CAPUYAN, BENJAMIN",IND,2310,7,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SAGADA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,SAGADA,COUNCILOR,LONE,"DAGACAN, ROVALDINE",IND,1339,8,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - SAGADA - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,COUNCILOR,LONE,"ABADOD, JAMES",IND,3764,1,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - TADIAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,COUNCILOR,LONE,"ADEBAN, REY",IND,4806,2,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - TADIAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,COUNCILOR,LONE,"ASTUDILLO, NESTOR",IND,2276,3,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - TADIAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,COUNCILOR,LONE,"ATIPEN, LAURENCE",LAKAS,3833,4,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - TADIAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,COUNCILOR,LONE,"BALANGOY, ADOLF",IND,3837,5,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - TADIAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,COUNCILOR,LONE,"BALAOAS, JOHNSON",IND,2943,6,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - TADIAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,COUNCILOR,LONE,"CAWALO, EDMUND",IND,4409,7,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - TADIAN - LONE DIST"
CORDILLERA ADMINISTRATIVE REGION,MOUNTAIN PROVINCE,TADIAN,COUNCILOR,LONE,"CAWILLI, JOSEPH",IND,2959,8,"MEMBER, SANGGUNIANG BAYAN MOUNTAIN PROVINCE - TADIAN - LONE DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF LAS PIÑAS,COUNCILOR,FIRST,"AGUILAR, PEEWEE",NP,59001,1,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF LAS PIÑAS - FIRST DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF LAS PIÑAS,COUNCILOR,SECOND,"ACEBEDO, MIGUEL",PM,10817,1,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF LAS PIÑAS - SECOND DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF LAS PIÑAS,COUNCILOR,SECOND,"AGUILAR, LORD",NP,56867,2,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF LAS PIÑAS - SECOND DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF LAS PIÑAS,COUNCILOR,FIRST,"BALANAG, REY",NP,33676,2,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF LAS PIÑAS - FIRST DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF LAS PIÑAS,COUNCILOR,FIRST,"BUSTAMANTE, JESS",IND,59287,3,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF LAS PIÑAS - FIRST DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF LAS PIÑAS,COUNCILOR,SECOND,"ASTROLOGO, JOY MAE",PM,7859,3,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF LAS PIÑAS - SECOND DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF LAS PIÑAS,COUNCILOR,SECOND,"BUSTAMANTE, LOUIE",NP,65236,4,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF LAS PIÑAS - SECOND DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF LAS PIÑAS,COUNCILOR,FIRST,"CASTILLO, MICHAEL",IND,16535,4,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF LAS PIÑAS - FIRST DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF MAKATI,COUNCILOR,FIRST,"ARENAS, MARTIN",MKTZNU,92856,1,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF MAKATI - FIRST DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF MAKATI,COUNCILOR,SECOND,"ABATAY, BENNY",PPM,20141,1,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF MAKATI - SECOND DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF MAKATI,COUNCILOR,SECOND,"ALMARIO, ALDEN",MKTZNU,121861,2,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF MAKATI - SECOND DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF MAKATI,COUNCILOR,FIRST,"BATALLA, BATTLE",IND,26975,2,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF MAKATI - FIRST DIST"
NATIONAL CAPITAL REGION,NCR - FOURTH DISTRICT,CITY OF MAKATI,COUNCILOR,SECOND,"ARAYON, DOCDORIS",MKTZNU,107027,3,"MEMBER, SANGGUNIANG PANLUNGSOD NCR - CITY OF MAKATI - SECOND DIST"
