region,province,city,position,district,candidate_name,party,votes,rank,raw_position
REGION IV-A,QUEZON,CANDELARIA,COUNCILOR,LONE,"DE GALA, DARREN DG",NPC,31053,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - CANDELARIA - LONE DIST"
REGION IV-A,QUEZON,CANDELARIA,COUNCILOR,LONE,"DE LOS REYES, PANONG",AKSYON,20622,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - CANDELARIA - LONE DIST"
REGION IV-A,QUEZON,CATANAUAN,COUNCILOR,LONE,"ABIAN, JOEDEL",NPC,6782,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - CATANAUAN - LONE DIST"
REGION IV-A,QUEZON,CATANAUAN,COUNCILOR,LONE,"ALMONEDA, AGNES",NPC,6414,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - CATANAUAN - LONE DIST"
REGION IV-A,QUEZON,CATANAUAN,COUNCILOR,LONE,"ASISTIN, SUSAN",PDPLBN,7932,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - CATANAUAN - LONE DIST"
REGION IV-A,QUEZON,CATANAUAN,COUNCILOR,LONE,"AVILA, TONY",AKSYON,13117,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - CATANAUAN - LONE DIST"
REGION IV-A,QUEZON,CATANAUAN,COUNCILOR,LONE,"BATICULON, DANTON",NPC,6676,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - CATANAUAN - LONE DIST"
REGION IV-A,QUEZON,CATANAUAN,COUNCILOR,LONE,"BELLEZA, NIÑO",NUP,9601,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - CATANAUAN - LONE DIST"
REGION IV-A,QUEZON,CATANAUAN,COUNCILOR,LONE,"CABANGON, BERT",PDPLBN,5684,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - CATANAUAN - LONE DIST"
REGION IV-A,QUEZON,CATANAUAN,COUNCILOR,LONE,"CAPILI, IVY",NPC,6112,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - CATANAUAN - LONE DIST"
REGION IV-A,QUEZON,CITY OF LUCENA,COUNCILOR,LONE,"ALCALA, AYAN",PDPLBN,92599,1,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF LUCENA - LONE DIST"
REGION IV-A,QUEZON,CITY OF LUCENA,COUNCILOR,LONE,"ALEJANDRINO, ATTY. BOYET",NPC,50054,2,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF LUCENA - LONE DIST"
REGION IV-A,QUEZON,CITY OF LUCENA,COUNCILOR,LONE,"AMAN, EDWIN",IND,3802,3,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF LUCENA - LONE DIST"
REGION IV-A,QUEZON,CITY OF LUCENA,COUNCILOR,LONE,"BALDONADO, AYIE",IND,14813,4,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF LUCENA - LONE DIST"
REGION IV-A,QUEZON,CITY OF LUCENA,COUNCILOR,LONE,"BIBIT, BUTCH",IND,4816,5,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF LUCENA - LONE DIST"
REGION IV-A,QUEZON,CITY OF LUCENA,COUNCILOR,LONE,"BRIZUELA, BASTE",PROMDI,77242,6,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF LUCENA - LONE DIST"
REGION IV-A,QUEZON,CITY OF LUCENA,COUNCILOR,LONE,"BUENAFLOR, JUN",PDPLBN,20015,7,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF LUCENA - LONE DIST"
REGION IV-A,QUEZON,CITY OF LUCENA,COUNCILOR,LONE,"BUÑAG, JHA JHA",IND,40623,8,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF LUCENA - LONE DIST"
REGION IV-A,QUEZON,CITY OF TAYABAS,COUNCILOR,LONE,"ABADILLA, REX",PRP,12513,1,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF TAYABAS - LONE DIST"
REGION IV-A,QUEZON,CITY OF TAYABAS,COUNCILOR,LONE,"ABESAMIS, NICK",NPC,23625,2,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF TAYABAS - LONE DIST"
REGION IV-A,QUEZON,CITY OF TAYABAS,COUNCILOR,LONE,"ABRIGO, FARLEY",NPC,22639,3,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF TAYABAS - LONE DIST"
REGION IV-A,QUEZON,CITY OF TAYABAS,COUNCILOR,LONE,"BARROT, RAMEL",NP,13324,4,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF TAYABAS - LONE DIST"
REGION IV-A,QUEZON,CITY OF TAYABAS,COUNCILOR,LONE,"CABARRUBIAS, CARMELO",NP,20457,5,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF TAYABAS - LONE DIST"
REGION IV-A,QUEZON,CITY OF TAYABAS,COUNCILOR,LONE,"CABRIGA, BUTCH",AKSYON,6628,6,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF TAYABAS - LONE DIST"
REGION IV-A,QUEZON,CITY OF TAYABAS,COUNCILOR,LONE,"CALIWARA, MAICO",PRP,7494,7,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF TAYABAS - LONE DIST"
REGION IV-A,QUEZON,CITY OF TAYABAS,COUNCILOR,LONE,"CASEÑAS, PAPA DICK",PRP,8640,8,"MEMBER, SANGGUNIANG PANLUNGSOD QUEZON - CITY OF TAYABAS - LONE DIST"
REGION IV-A,QUEZON,DOLORES,COUNCILOR,LONE,"ABRIGO, ARCHIE",NP,8869,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - DOLORES - LONE DIST"
REGION IV-A,QUEZON,DOLORES,COUNCILOR,LONE,"ACUÑA, BETH",NPC,7161,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - DOLORES - LONE DIST"
REGION IV-A,QUEZON,DOLORES,COUNCILOR,LONE,"AGBAYA, DAOY",NPC,6272,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - DOLORES - LONE DIST"
REGION IV-A,QUEZON,DOLORES,COUNCILOR,LONE,"ALIDIO, REDMAR",NPC,6289,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - DOLORES - LONE DIST"
REGION IV-A,QUEZON,DOLORES,COUNCILOR,LONE,"AMAT, FILEMON",NP,5104,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - DOLORES - LONE DIST"
REGION IV-A,QUEZON,DOLORES,COUNCILOR,LONE,"ANGELES, RJ",NP,6817,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - DOLORES - LONE DIST"
REGION IV-A,QUEZON,DOLORES,COUNCILOR,LONE,"BAGSIT, ARTH",NPC,7130,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - DOLORES - LONE DIST"
REGION IV-A,QUEZON,DOLORES,COUNCILOR,LONE,"BARSOMO, ORLY",NP,7328,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - DOLORES - LONE DIST"
REGION IV-A,QUEZON,GENERAL LUNA,COUNCILOR,LONE,"ABARQUEZ, MANNY",LAKAS,6163,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL LUNA - LONE DIST"
REGION IV-A,QUEZON,GENERAL LUNA,COUNCILOR,LONE,"AMAN, AYA",IND,219,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL LUNA - LONE DIST"
REGION IV-A,QUEZON,GENERAL LUNA,COUNCILOR,LONE,"ATIENZA, ROLAN",LAKAS,6937,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL LUNA - LONE DIST"
REGION IV-A,QUEZON,GENERAL LUNA,COUNCILOR,LONE,"BATULA, GADO",IND,456,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL LUNA - LONE DIST"
REGION IV-A,QUEZON,GENERAL LUNA,COUNCILOR,LONE,"DAMIAN, ONASIS",IND,546,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL LUNA - LONE DIST"
REGION IV-A,QUEZON,GENERAL LUNA,COUNCILOR,LONE,"EMPLEO, JOMEL",NPC,4437,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL LUNA - LONE DIST"
REGION IV-A,QUEZON,GENERAL LUNA,COUNCILOR,LONE,"EVANGELISTA, ELVIE",IND,312,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL LUNA - LONE DIST"
REGION IV-A,QUEZON,GENERAL LUNA,COUNCILOR,LONE,"FIGUERRA, EDDIE",NPC,3530,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL LUNA - LONE DIST"
REGION IV-A,QUEZON,GENERAL NAKAR,COUNCILOR,LONE,"ACORDA, ODEL",IND,4275,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL NAKAR - LONE DIST"
REGION IV-A,QUEZON,GENERAL NAKAR,COUNCILOR,LONE,"AMERICA, SUSAN",NP,4938,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL NAKAR - LONE DIST"
REGION IV-A,QUEZON,GENERAL NAKAR,COUNCILOR,LONE,"ASTEJADA, ABEGAIL",NP,7044,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL NAKAR - LONE DIST"
REGION IV-A,QUEZON,GENERAL NAKAR,COUNCILOR,LONE,"ASTOVEZA, ARON",NP,8847,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL NAKAR - LONE DIST"
REGION IV-A,QUEZON,GENERAL NAKAR,COUNCILOR,LONE,"ASTOVEZA, MARLON",KBL,2164,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL NAKAR - LONE DIST"
REGION IV-A,QUEZON,GENERAL NAKAR,COUNCILOR,LONE,"AVELLANEDA, JUN-JUN",NPC,7118,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL NAKAR - LONE DIST"
REGION IV-A,QUEZON,GENERAL NAKAR,COUNCILOR,LONE,"AVELLANEDA, MAICA",NPC,7676,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL NAKAR - LONE DIST"
REGION IV-A,QUEZON,GENERAL NAKAR,COUNCILOR,LONE,"BASE-CURIOSO, IRENE",IND,2985,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - GENERAL NAKAR - LONE DIST"
REGION IV-A,QUEZON,GUINAYANGAN,COUNCILOR,LONE,"ABELLADA, MATI",NPC,10863,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUINAYANGAN - LONE DIST"
REGION IV-A,QUEZON,GUINAYANGAN,COUNCILOR,LONE,"ACOB, GILBERT",IND,5731,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUINAYANGAN - LONE DIST"
REGION IV-A,QUEZON,GUINAYANGAN,COUNCILOR,LONE,"BUTARDO, GLENN",NPC,11263,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUINAYANGAN - LONE DIST"
REGION IV-A,QUEZON,GUINAYANGAN,COUNCILOR,LONE,"CABRAL, METCHEL",NPC,9465,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUINAYANGAN - LONE DIST"
REGION IV-A,QUEZON,GUINAYANGAN,COUNCILOR,LONE,"CADACIO, GREG",NPC,10504,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUINAYANGAN - LONE DIST"
REGION IV-A,QUEZON,GUINAYANGAN,COUNCILOR,LONE,"CAMBRONERO, EUGENE",NPC,8476,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUINAYANGAN - LONE DIST"
REGION IV-A,QUEZON,GUINAYANGAN,COUNCILOR,LONE,"CERILLA, NINGNING",AKSYON,6978,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUINAYANGAN - LONE DIST"
REGION IV-A,QUEZON,GUINAYANGAN,COUNCILOR,LONE,"ESPAÑOL, ABE",NPC,8554,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUINAYANGAN - LONE DIST"
REGION IV-A,QUEZON,GUMACA,COUNCILOR,LONE,"ABEQUIBEL, ABNER",LAKAS,10241,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUMACA - LONE DIST"
REGION IV-A,QUEZON,GUMACA,COUNCILOR,LONE,"AMIER, GILBERT",LAKAS,12274,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUMACA - LONE DIST"
REGION IV-A,QUEZON,GUMACA,COUNCILOR,LONE,"ARCAYA, JULIUS",LP,7354,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUMACA - LONE DIST"
REGION IV-A,QUEZON,GUMACA,COUNCILOR,LONE,"ATIENZA, ARMANDO",NPC,10164,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUMACA - LONE DIST"
REGION IV-A,QUEZON,GUMACA,COUNCILOR,LONE,"CANELA, DOTTY",IND,7225,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUMACA - LONE DIST"
REGION IV-A,QUEZON,GUMACA,COUNCILOR,LONE,"CARALIAN, ELCHOR",NPC,15491,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUMACA - LONE DIST"
REGION IV-A,QUEZON,GUMACA,COUNCILOR,LONE,"DACILLO, NOEL",NPC,11544,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUMACA - LONE DIST"
REGION IV-A,QUEZON,GUMACA,COUNCILOR,LONE,"LIBRANDA, EDSEL",PRP,5287,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - GUMACA - LONE DIST"
REGION IV-A,QUEZON,INFANTA,COUNCILOR,LONE,"AMERICA, MANNIE",NPC,14067,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - INFANTA - LONE DIST"
REGION IV-A,QUEZON,INFANTA,COUNCILOR,LONE,"ASOTIGUE, INAH RAMOS",IND,543,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - INFANTA - LONE DIST"
REGION IV-A,QUEZON,INFANTA,COUNCILOR,LONE,"AVELLANO, ROLLY",NP,12220,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - INFANTA - LONE DIST"
REGION IV-A,QUEZON,INFANTA,COUNCILOR,LONE,"AVELLANO, SHERWIN",NPC,15520,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - INFANTA - LONE DIST"
REGION IV-A,QUEZON,INFANTA,COUNCILOR,LONE,"AYUSTE, NOLI",NPC,6810,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - INFANTA - LONE DIST"
REGION IV-A,QUEZON,INFANTA,COUNCILOR,LONE,"BALILI, JANET",LAKAS,8347,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - INFANTA - LONE DIST"
REGION IV-A,QUEZON,INFANTA,COUNCILOR,LONE,"CAÑON, ERICA ANDREA",NPC,8843,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - INFANTA - LONE DIST"
REGION IV-A,QUEZON,INFANTA,COUNCILOR,LONE,"CUENTO, ANLO",NP,13421,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - INFANTA - LONE DIST"
REGION IV-A,QUEZON,JOMALIG,COUNCILOR,LONE,"ALMADRONES, GERARDO",LAKAS,1120,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - JOMALIG - LONE DIST"
REGION IV-A,QUEZON,JOMALIG,COUNCILOR,LONE,"BALINO, PRIMITIVO",NPC,2037,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - JOMALIG - LONE DIST"
REGION IV-A,QUEZON,JOMALIG,COUNCILOR,LONE,"BASTO, XYTUZ",NPC,1508,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - JOMALIG - LONE DIST"
REGION IV-A,QUEZON,JOMALIG,COUNCILOR,LONE,"BELARDO, REYMAR",IND,300,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - JOMALIG - LONE DIST"
REGION IV-A,QUEZON,JOMALIG,COUNCILOR,LONE,"BELDA, UGIK",NPC,1669,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - JOMALIG - LONE DIST"
REGION IV-A,QUEZON,JOMALIG,COUNCILOR,LONE,"BUENAAGUA, RECTO",NPC,1560,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - JOMALIG - LONE DIST"
REGION IV-A,QUEZON,JOMALIG,COUNCILOR,LONE,"CANDELARIA, ROBERT",LAKAS,1902,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - JOMALIG - LONE DIST"
REGION IV-A,QUEZON,JOMALIG,COUNCILOR,LONE,"COMPENDIO, EDERLINA",NPC,2264,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - JOMALIG - LONE DIST"
REGION IV-A,QUEZON,LOPEZ,COUNCILOR,LONE,"ANDRADE, MICHAEL",LAKAS,3695,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - LOPEZ - LONE DIST"
REGION IV-A,QUEZON,LOPEZ,COUNCILOR,LONE,"ARIT, OKIDOK",LAKAS,14690,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - LOPEZ - LONE DIST"
REGION IV-A,QUEZON,LOPEZ,COUNCILOR,LONE,"CAÑAFRANCA, TATABEN",IND,4861,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - LOPEZ - LONE DIST"
REGION IV-A,QUEZON,LOPEZ,COUNCILOR,LONE,"CERILLA, BUTCH",LAKAS,10079,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - LOPEZ - LONE DIST"
REGION IV-A,QUEZON,LOPEZ,COUNCILOR,LONE,"CHAN, DONNA",LAKAS,5550,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - LOPEZ - LONE DIST"
REGION IV-A,QUEZON,LOPEZ,COUNCILOR,LONE,"FERRERAS, ROSS",LAKAS,4126,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - LOPEZ - LONE DIST"
REGION IV-A,QUEZON,LOPEZ,COUNCILOR,LONE,"FLAVIER, KAPMIKE",LAKAS,6707,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - LOPEZ - LONE DIST"
REGION IV-A,QUEZON,LOPEZ,COUNCILOR,LONE,"MASAGANDA, KAP. EMBET",NPC,18298,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - LOPEZ - LONE DIST"
REGION IV-A,QUEZON,LUCBAN,COUNCILOR,LONE,"ABUYAN, CHOC",PRP,7275,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - LUCBAN - LONE DIST"
REGION IV-A,QUEZON,LUCBAN,COUNCILOR,LONE,"ALAMO, EDUARDO",NP,11498,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - LUCBAN - LONE DIST"
REGION IV-A,QUEZON,LUCBAN,COUNCILOR,LONE,"AMORA, ATHAN",NP,3251,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - LUCBAN - LONE DIST"
REGION IV-A,QUEZON,LUCBAN,COUNCILOR,LONE,"ARAÑA, AGNES",IND,2687,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - LUCBAN - LONE DIST"
REGION IV-A,QUEZON,LUCBAN,COUNCILOR,LONE,"BELEN, RICO",IND,4370,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - LUCBAN - LONE DIST"
REGION IV-A,QUEZON,LUCBAN,COUNCILOR,LONE,"BUCTIL, ENRIQUE",NPC,7656,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - LUCBAN - LONE DIST"
REGION IV-A,QUEZON,LUCBAN,COUNCILOR,LONE,"CABAWATAN, ERNESTO",NPC,6565,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - LUCBAN - LONE DIST"
REGION IV-A,QUEZON,LUCBAN,COUNCILOR,LONE,"CADIZ, HOWARD",NPC,5506,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - LUCBAN - LONE DIST"
REGION IV-A,QUEZON,MACALELON,COUNCILOR,LONE,"ANCA, JOSE",IND,1013,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - MACALELON - LONE DIST"
REGION IV-A,QUEZON,MACALELON,COUNCILOR,LONE,"ATIENZA, TEODORA",IND,1695,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - MACALELON - LONE DIST"
REGION IV-A,QUEZON,MACALELON,COUNCILOR,LONE,"AVILA, ATO",PDPLBN,5068,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - MACALELON - LONE DIST"
REGION IV-A,QUEZON,MACALELON,COUNCILOR,LONE,"AVILA, SONNY",NPC,7250,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - MACALELON - LONE DIST"
REGION IV-A,QUEZON,MACALELON,COUNCILOR,LONE,"AYANGCO, EPITACIO",NPC,5515,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - MACALELON - LONE DIST"
REGION IV-A,QUEZON,MACALELON,COUNCILOR,LONE,"BAEL, BERNARD JVALEX",IND,4275,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - MACALELON - LONE DIST"
REGION IV-A,QUEZON,MACALELON,COUNCILOR,LONE,"DREZ, DEN-DEN",PDPLBN,5179,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - MACALELON - LONE DIST"
REGION IV-A,QUEZON,MACALELON,COUNCILOR,LONE,"FALCULAN, NITZ",LAKAS,4668,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - MACALELON - LONE DIST"
REGION IV-A,QUEZON,MAUBAN,COUNCILOR,LONE,"ACABO, WILSON",IND,388,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - MAUBAN - LONE DIST"
REGION IV-A,QUEZON,MAUBAN,COUNCILOR,LONE,"ALMACEN, RAQUEL",NP,15496,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - MAUBAN - LONE DIST"
REGION IV-A,QUEZON,MAUBAN,COUNCILOR,LONE,"ALPAJORA, AMIEL",IND,858,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - MAUBAN - LONE DIST"
REGION IV-A,QUEZON,MAUBAN,COUNCILOR,LONE,"AMAN, GINA",IND,665,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - MAUBAN - LONE DIST"
REGION IV-A,QUEZON,MAUBAN,COUNCILOR,LONE,"ASTOVEZA, GADDIE",NPC,15317,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - MAUBAN - LONE DIST"
REGION IV-A,QUEZON,MAUBAN,COUNCILOR,LONE,"BELTRAN, NENG-NENG",NPC,13877,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - MAUBAN - LONE DIST"
REGION IV-A,QUEZON,MAUBAN,COUNCILOR,LONE,"CALUCIN, DANNY",IND,2280,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - MAUBAN - LONE DIST"
REGION IV-A,QUEZON,MAUBAN,COUNCILOR,LONE,"CALUCIN, KAP NATAN",NP,18921,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - MAUBAN - LONE DIST"
REGION IV-A,QUEZON,MULANAY,COUNCILOR,LONE,"AGUIRRE-ADAO, TINAN",PDPLBN,16118,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - MULANAY - LONE DIST"
REGION IV-A,QUEZON,MULANAY,COUNCILOR,LONE,"BARONIA, ANDY",PDPLBN,12241,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - MULANAY - LONE DIST"
REGION IV-A,QUEZON,MULANAY,COUNCILOR,LONE,"CABANGON, MICHAEL ANGELO",IND,2493,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - MULANAY - LONE DIST"
REGION IV-A,QUEZON,MULANAY,COUNCILOR,LONE,"DE LUNA, EMMANUEL",PDPLBN,12559,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - MULANAY - LONE DIST"
REGION IV-A,QUEZON,MULANAY,COUNCILOR,LONE,"DELA CRUZ, TANA",LAKAS,8466,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - MULANAY - LONE DIST"
REGION IV-A,QUEZON,MULANAY,COUNCILOR,LONE,"DIAZ, MARCEL",PDPLBN,11053,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - MULANAY - LONE DIST"
REGION IV-A,QUEZON,MULANAY,COUNCILOR,LONE,"JAQUECA, RODERICK",IND,2222,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - MULANAY - LONE DIST"
REGION IV-A,QUEZON,MULANAY,COUNCILOR,LONE,"LARRACAS-VITTO, MERCY",IND,5868,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - MULANAY - LONE DIST"
REGION IV-A,QUEZON,PADRE BURGOS,COUNCILOR,LONE,"ALEGRE, PETER RUEL",KBL,1716,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - PADRE BURGOS - LONE DIST"
REGION IV-A,QUEZON,PADRE BURGOS,COUNCILOR,LONE,"ALEMANIA, APPLE",IND,3678,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - PADRE BURGOS - LONE DIST"
REGION IV-A,QUEZON,PADRE BURGOS,COUNCILOR,LONE,"ALTEZ, FRANCIS",IND,9303,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - PADRE BURGOS - LONE DIST"
REGION IV-A,QUEZON,PADRE BURGOS,COUNCILOR,LONE,"AMADO, ENRIQUE",NPC,4163,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - PADRE BURGOS - LONE DIST"
REGION IV-A,QUEZON,PADRE BURGOS,COUNCILOR,LONE,"ARELLANO, WENG",NPC,6381,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - PADRE BURGOS - LONE DIST"
REGION IV-A,QUEZON,PADRE BURGOS,COUNCILOR,LONE,"CARAY, PJ",IND,1446,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - PADRE BURGOS - LONE DIST"
REGION IV-A,QUEZON,PADRE BURGOS,COUNCILOR,LONE,"DUMANGGAS, ENCIONG",NPC,5560,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - PADRE BURGOS - LONE DIST"
REGION IV-A,QUEZON,PADRE BURGOS,COUNCILOR,LONE,"DUMANGGAS, FABIES",AKSYON,2376,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - PADRE BURGOS - LONE DIST"
REGION IV-A,QUEZON,PAGBILAO,COUNCILOR,LONE,"ALMODIEL, ROSARIO",IND,6351,1,"MEMBER, SANGGUNIANG BAYAN QUEZON - PAGBILAO - LONE DIST"
REGION IV-A,QUEZON,PAGBILAO,COUNCILOR,LONE,"AYATON, DITA",NP,16016,2,"MEMBER, SANGGUNIANG BAYAN QUEZON - PAGBILAO - LONE DIST"
REGION IV-A,QUEZON,PAGBILAO,COUNCILOR,LONE,"CALABIA, ALDRIEN",NP,16811,3,"MEMBER, SANGGUNIANG BAYAN QUEZON - PAGBILAO - LONE DIST"
REGION IV-A,QUEZON,PAGBILAO,COUNCILOR,LONE,"CALIZO, VIRGILIO SR.",PDPLBN,5174,4,"MEMBER, SANGGUNIANG BAYAN QUEZON - PAGBILAO - LONE DIST"
REGION IV-A,QUEZON,PAGBILAO,COUNCILOR,LONE,"CATALLA, PAOLO",NP,13949,5,"MEMBER, SANGGUNIANG BAYAN QUEZON - PAGBILAO - LONE DIST"
REGION IV-A,QUEZON,PAGBILAO,COUNCILOR,LONE,"CATAUSAN, 4C",IND,4939,6,"MEMBER, SANGGUNIANG BAYAN QUEZON - PAGBILAO - LONE DIST"
REGION IV-A,QUEZON,PAGBILAO,COUNCILOR,LONE,"DAPLA, CELEDONIO",NP,16363,7,"MEMBER, SANGGUNIANG BAYAN QUEZON - PAGBILAO - LONE DIST"
REGION IV-A,QUEZON,PAGBILAO,COUNCILOR,LONE,"FUENTES, RANIE",NPC,12807,8,"MEMBER, SANGGUNIANG BAYAN QUEZON - PAGBILAO - LONE DIST"
