region,province,city,position,district,candidate_name,party,votes,raw_position
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MAKATI,COUNCILOR,FIRST DIST,"EUSEBIO, FERDIE TANGGOL",UNA,66729,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MAKATI - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MAKATI,COUNCILOR,FIRST DIST,"PADILLA, ARMANDO",MKTZNU,64531,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MAKATI - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MAKATI,COUNCILOR,FIRST DIST,"IMPERIAL, ATTY. DINO",UNA,64326,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MAKATI - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MUNTINLUPA,COUNCILOR,FIRST DIST,"DIAZ, ALEXSON",1MUNTI,119086,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MUNTINLUPA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MUNTINLUPA,COUNCILOR,FIRST DIST,"CORRO, RAUL",1MUNTI,117219,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MUNTINLUPA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MUNTINLUPA,COUNCILOR,FIRST DIST,"ARCIAGA, ATTY. RACHEL",1MUNTI,115378,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MUNTINLUPA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MUNTINLUPA,COUNCILOR,FIRST DIST,"BONCAYAO, PATY KATY",1MUNTI,111329,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MUNTINLUPA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MUNTINLUPA,COUNCILOR,FIRST DIST,"PRESNEDI, JEDI",1MUNTI,95235,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MUNTINLUPA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MUNTINLUPA,COUNCILOR,FIRST DIST,"ARCILLA, WALTER",1MUNTI,89305,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MUNTINLUPA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MUNTINLUPA,COUNCILOR,FIRST DIST,"NIEFES, TING",1MUNTI,89000,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MUNTINLUPA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF MUNTINLUPA,COUNCILOR,FIRST DIST,"CAMILON, AMANDA",1MUNTI,81406,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MUNTINLUPA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF PARAÑAQUE,COUNCILOR,SECOND DIST,"GOLEZ, RICO",LAKAS,120222,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PARAÑAQUE - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF PARAÑAQUE,COUNCILOR,SECOND DIST,"DE ASIS, TESS",PFP,112828,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PARAÑAQUE - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF PARAÑAQUE,COUNCILOR,SECOND DIST,"FAVIS, COACH BINKY",IND,104712,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PARAÑAQUE - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF PARAÑAQUE,COUNCILOR,SECOND DIST,"FRIAS, ATTY. JET",LAKAS,103389,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PARAÑAQUE - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF PARAÑAQUE,COUNCILOR,SECOND DIST,"SOTTO, WAHOO DABARKADS",NPC,93739,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PARAÑAQUE - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF PARAÑAQUE,COUNCILOR,SECOND DIST,"ESPLANA, JUVANTIN",LAKAS,90177,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PARAÑAQUE - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF PARAÑAQUE,COUNCILOR,SECOND DIST,"BENZON, BONGSHIELLA",LAKAS,76250,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PARAÑAQUE - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF PARAÑAQUE,COUNCILOR,SECOND DIST,"YLLANA, RYAN BIGATIN",LAKAS,74658,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PARAÑAQUE - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF TAGUIG,COUNCILOR,SECOND DIST,"BERMAS, GIGI",NP,153345,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF TAGUIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF TAGUIG,COUNCILOR,SECOND DIST,"SUPAN, NICKY",NP,152644,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF TAGUIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF TAGUIG,COUNCILOR,SECOND DIST,"DIZON, IVIE",NP,147600,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF TAGUIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF TAGUIG,COUNCILOR,FIRST DIST,"ICAY, ABOGADO DARWIN",NP,146059,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF TAGUIG - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF TAGUIG,COUNCILOR,SECOND DIST,"CASTRO, DANNY",NP,144531,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF TAGUIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF TAGUIG,COUNCILOR,FIRST DIST,"CRUZ, ALLAN PAUL",NP,140415,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF TAGUIG - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF TAGUIG,COUNCILOR,SECOND DIST,"SERNA, JOMIL",NP,138933,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF TAGUIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,CITY OF TAGUIG,COUNCILOR,SECOND DIST,"PENOLIO, ALEX",NP,137447,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF TAGUIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PASAY CITY,COUNCILOR,SECOND DIST,"MAGAT, KHEN",PFP,70796,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - PASAY CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PASAY CITY,COUNCILOR,FIRST DIST,"CUNETA, TONYA TONYO",LAKAS,67139,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - PASAY CITY - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PASAY CITY,COUNCILOR,SECOND DIST,"DEL ROSARIO, BOYET YUYU",TAPAT,65913,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - PASAY CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PASAY CITY,COUNCILOR,SECOND DIST,"ARCEO, ALLO-MOTI",PFP,65084,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - PASAY CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PASAY CITY,COUNCILOR,SECOND DIST,"VENDIVEL, IAN",PFP,63008,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - PASAY CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PASAY CITY,COUNCILOR,FIRST DIST,"PESEBRE, MARLON",LAKAS,62953,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - PASAY CITY - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PASAY CITY,COUNCILOR,SECOND DIST,"PANALIGAN, ALLAN",PFP,62728,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - PASAY CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PASAY CITY,COUNCILOR,FIRST DIST,"SANTOS, GRACE",LAKAS,60707,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - PASAY CITY - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PATEROS,COUNCILOR,FIRST DIST,"DELA CRUZ, ALLAN",PFP,7428,"MEMBER, SANGGUNIANG BAYAN of NCR - PATEROS - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PATEROS,COUNCILOR,FIRST DIST,"PONCE, DON",PFP,6516,"MEMBER, SANGGUNIANG BAYAN of NCR - PATEROS - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PATEROS,COUNCILOR,FIRST DIST,"MABANGLO, JAY",NUP,6108,"MEMBER, SANGGUNIANG BAYAN of NCR - PATEROS - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PATEROS,COUNCILOR,SECOND DIST,"CORTEZ, KAP ATOY",NP,6081,"MEMBER, SANGGUNIANG BAYAN of NCR - PATEROS - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PATEROS,COUNCILOR,FIRST DIST,"ACOSTA, EDWIN",NP,6032,"MEMBER, SANGGUNIANG BAYAN of NCR - PATEROS - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PATEROS,COUNCILOR,SECOND DIST,"ALCANTARA, OMAR",NP,5724,"MEMBER, SANGGUNIANG BAYAN of NCR - PATEROS - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PATEROS,COUNCILOR,SECOND DIST,"MANGOBA, ALDEN",NP,5625,"MEMBER, SANGGUNIANG BAYAN of NCR - PATEROS - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - FOURTH DISTRICT,PATEROS,COUNCILOR,FIRST DIST,"VILLEGAS, MIL",NP,5582,"MEMBER, SANGGUNIANG BAYAN of NCR - PATEROS - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - MANILA,CITY OF MANILA,COUNCILOR,FIRST DIST,"DOMAGOSO, JOAQUIN",AKSYON,114593,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANILA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - MANILA,CITY OF MANILA,COUNCILOR,FIFTH DIST,"BORROMEO, CHE",AKSYON,110023,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANILA - FIFTH DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - MANILA,CITY OF MANILA,COUNCILOR,FIRST DIST,"FAJARDO, TAGA JESUS",AKSYON,108710,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANILA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - MANILA,CITY OF MANILA,COUNCILOR,FIFTH DIST,"HIZON, ATTY JAYBEE",AKSYON,108022,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANILA - FIFTH DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - MANILA,CITY OF MANILA,COUNCILOR,FIFTH DIST,"ESPIRITU, BOBBY",AKSYON,105441,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANILA - FIFTH DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - MANILA,CITY OF MANILA,COUNCILOR,FIRST DIST,"NIEVA, BANZAI",AKSYON,105063,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANILA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - MANILA,CITY OF MANILA,COUNCILOR,FIFTH DIST,"YUPANGCO, MON",AKSYON,103475,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANILA - FIFTH DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - MANILA,CITY OF MANILA,COUNCILOR,FIRST DIST,"ALFONSO, IRMA",AKSYON,88902,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANILA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MANDALUYONG,COUNCILOR,FIRST DIST,"ABALOS, CHARISSE",PFP,78830,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANDALUYONG - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MANDALUYONG,COUNCILOR,FIRST DIST,"YAP, ELTON",PFP,71520,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANDALUYONG - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MANDALUYONG,COUNCILOR,FIRST DIST,"DE GUZMAN, DANNY",PFP,65250,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANDALUYONG - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MANDALUYONG,COUNCILOR,FIRST DIST,"MANALO, MARIZ",PFP,58994,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANDALUYONG - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MANDALUYONG,COUNCILOR,FIRST DIST,"ANTONIO, GRACE",PFP,58802,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANDALUYONG - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MANDALUYONG,COUNCILOR,FIRST DIST,"ALIM, JUNIS",PFP,50992,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANDALUYONG - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MANDALUYONG,COUNCILOR,SECOND DIST,"ABALOS, BENJIE",PFP,45959,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANDALUYONG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MANDALUYONG,COUNCILOR,SECOND DIST,"STA. MARIA, DOC ALEX",PFP,42626,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MANDALUYONG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MARIKINA,COUNCILOR,SECOND DIST,"FELICIANO, JAREN",NUP,83382,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MARIKINA - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MARIKINA,COUNCILOR,SECOND DIST,"NUÑEZ, ANGEL",NUP,74334,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MARIKINA - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MARIKINA,COUNCILOR,SECOND DIST,"ANCHETA, KAP. ZIF",LAKAS,67753,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MARIKINA - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MARIKINA,COUNCILOR,SECOND DIST,"ACUÑA, KAMBAL RONNIE",LAKAS,64328,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MARIKINA - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MARIKINA,COUNCILOR,SECOND DIST,"DAYAO, MARIFE",NUP,64101,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MARIKINA - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MARIKINA,COUNCILOR,SECOND DIST,"TOLENTINO, COACH ELVIS",NUP,63440,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MARIKINA - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MARIKINA,COUNCILOR,FIRST DIST,"DE GUZMAN, KATE",NUP,62268,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MARIKINA - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF MARIKINA,COUNCILOR,SECOND DIST,"MAGTUBO, BONG",LAKAS,59854,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF MARIKINA - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF PASIG,COUNCILOR,SECOND DIST,"DE LEON, ANGELU-TGIS",IND,174041,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PASIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF PASIG,COUNCILOR,SECOND DIST,"MARTIRES, MARO",IND,139582,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PASIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF PASIG,COUNCILOR,SECOND DIST,"AGUSTIN, BUBOY",NPC,129313,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PASIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF PASIG,COUNCILOR,SECOND DIST,"INOCENCIO, WARREN",IND,127112,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PASIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF PASIG,COUNCILOR,SECOND DIST,"RAYMUNDO, BOYIE",NPC,122122,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PASIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF PASIG,COUNCILOR,FIRST DIST,"TANTOCO, SIMON ROMULO",NPC,105593,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PASIG - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF PASIG,COUNCILOR,FIRST DIST,"RUSTIA, KIKO",NPC,101607,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PASIG - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF PASIG,COUNCILOR,SECOND DIST,"ENRIQUEZ, USEC-RYAN",PDPLBN,97707,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF PASIG - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF SAN JUAN,COUNCILOR,SECOND DIST,"TAÑADA-YAM, FRANCO",PFP,24659,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF SAN JUAN - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF SAN JUAN,COUNCILOR,SECOND DIST,"PERALTA, KIT",PFP,24461,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF SAN JUAN - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF SAN JUAN,COUNCILOR,SECOND DIST,"DE GUZMAN, BEA",PFP,23754,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF SAN JUAN - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF SAN JUAN,COUNCILOR,SECOND DIST,"BERNARDO, TOTOY",PFP,22932,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF SAN JUAN - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF SAN JUAN,COUNCILOR,SECOND DIST,"MATHAY, MACKY",PFP,22694,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF SAN JUAN - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF SAN JUAN,COUNCILOR,FIRST DIST,"LLANOS DEE, RYAN DEECO",PFP,19627,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF SAN JUAN - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF SAN JUAN,COUNCILOR,SECOND DIST,"ALLADO, DON",PFP,18760,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF SAN JUAN - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,CITY OF SAN JUAN,COUNCILOR,FIRST DIST,"YAP, JAMES",PFP,18394,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF SAN JUAN - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,QUEZON CITY,COUNCILOR,SECOND DIST,"BELMONTE, MIKEY",SBP,198502,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - QUEZON CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,QUEZON CITY,COUNCILOR,SECOND DIST,"MEDINA, CANDY",SBP,190790,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - QUEZON CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,QUEZON CITY,COUNCILOR,SECOND DIST,"LIBAN, ATTY. BONG",SBP,184273,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - QUEZON CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,QUEZON CITY,COUNCILOR,SECOND DIST,"MEDALLA, ALY",SBP,179818,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - QUEZON CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,QUEZON CITY,COUNCILOR,SECOND DIST,"VALMOCINA, DAVE",SBP,172663,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - QUEZON CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,QUEZON CITY,COUNCILOR,FIFTH DIST,"VISAYA, JOSEPH JOE",SBP,157534,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - QUEZON CITY - FIFTH DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,QUEZON CITY,COUNCILOR,SECOND DIST,"LUDOVICA, TATAY RANNIE",SBP,151307,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - QUEZON CITY - SECOND DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - SECOND DISTRICT,QUEZON CITY,COUNCILOR,FIFTH DIST,"MELENDEZ, AIKO",SBP,144700,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - QUEZON CITY - FIFTH DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF CALOOCAN,COUNCILOR,FIRST DIST,"MALAPITAN, ENTENG",NP,177817,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF CALOOCAN - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF CALOOCAN,COUNCILOR,FIRST DIST,"ADALEM, TOPET",NP,159198,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF CALOOCAN - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF CALOOCAN,COUNCILOR,FIRST DIST,"BACOLOD, LEAH",NP,157984,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF CALOOCAN - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF CALOOCAN,COUNCILOR,FIRST DIST,"HERNANDEZ, VINCE",NP,135614,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF CALOOCAN - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF CALOOCAN,COUNCILOR,FIRST DIST,"CARALDE, ALEX",NP,135213,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF CALOOCAN - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF CALOOCAN,COUNCILOR,FIRST DIST,"NUBLA, KAYE",AKSYON,129845,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF CALOOCAN - FIRST DIST"
NATIONAL CAPITAL REGION,NATIONAL CAPITAL REGION - THIRD DISTRICT,CITY OF CALOOCAN,COUNCILOR,FIRST DIST,"BARRETTO, MARJORIE",NP,112624,"MEMBER, SANGGUNIANG PANLUNGSOD of NCR - CITY OF CALOOCAN - FIRST DIST"
