Last Name,First Name,Middle Name,Title,Full Name,Position,Party,Year,Province,City,Region,Sex
DOCENA,BAUTISTA,B.,,"DOCENA, BAUTISTA B.",COUNCILOR,NPC,2001,EASTERN SAMAR,ORAS,,M
MANAGKIL,CANDELARIA,M.,,"MANAGKIL, CANDELARIA M.",COUNCILOR,NPC,2001,EASTERN SAMAR,ORAS,,F
TOMENIO,ALICIA,N.,,"TOMENIO, ALICIA N.",COUNCILOR,NPC,2001,EASTERN SAMAR,ORAS,,F
CO,DAVID,A.,,"CO, DAVID A.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,ORAS,,M
MAESTRE,EDGAR,L.,,"MAESTRE, EDGAR L.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,ORAS,,M
LOMUNTAD,PACITA,V.,,"LOMUNTAD, PACITA V.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,ORAS,,F
MAGNO,AGERICO,C.,,"MAGNO, AGERICO C.",MAYOR,NPC,2001,EASTERN SAMAR,QUINAPONDAN,,M
AÑANO,DOMINGO JR.,A.,,"AÑANO, DOMINGO JR. A.",VICE MAYOR,NPC,2001,EASTERN SAMAR,QUINAPONDAN,,M
ABUDA,FELIPE,R.,,"ABUDA, FELIPE R.",COUNCILOR,NPC,2001,EASTERN SAMAR,QUINAPONDAN,,M
OBILLO,ROMEO SR.,C.,,"OBILLO, ROMEO SR. C.",COUNCILOR,NPC,2001,EASTERN SAMAR,QUINAPONDAN,,M
GERMONES,CLAUDIO,M.,,"GERMONES, CLAUDIO M.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,QUINAPONDAN,,M
CALINDAS,RAULITO SR.,C.,,"CALINDAS, RAULITO SR. C.",COUNCILOR,NPC,2001,EASTERN SAMAR,QUINAPONDAN,,M
BALBUENA,EUSTAQUIO JR.,G.,,"BALBUENA, EUSTAQUIO JR. G.",COUNCILOR,NPC,2001,EASTERN SAMAR,QUINAPONDAN,,M
GUDEZ,CONRADO,A.,,"GUDEZ, CONRADO A.",COUNCILOR,LDP,2001,EASTERN SAMAR,QUINAPONDAN,,M
BIONG,MARCELO SR.,L.,,"BIONG, MARCELO SR. L.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,QUINAPONDAN,,M
BALBUENA,SIXTO JR.,C.,,"BALBUENA, SIXTO JR. C.",COUNCILOR,NPC,2001,EASTERN SAMAR,QUINAPONDAN,,M
GAGANTE,MELCHOR,Q.,,"GAGANTE, MELCHOR Q.",MAYOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SALCEDO,,M
PADIT,REYNALDO SR.,M.,,"PADIT, REYNALDO SR. M.",VICE MAYOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SALCEDO,,M
PALCONITE,ANACLETO JR.,M.,,"PALCONITE, ANACLETO JR. M.",COUNCILOR,NPC,2001,EASTERN SAMAR,SALCEDO,,M
REGIS,ESTEBAN JR.,A.,,"REGIS, ESTEBAN JR. A.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SALCEDO,,M
PADULLO,DONATO JR.,A.,,"PADULLO, DONATO JR. A.",COUNCILOR,NPC,2001,EASTERN SAMAR,SALCEDO,,M
BOCO,MARIO,Y.,,"BOCO, MARIO Y.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SALCEDO,,M
LACBAYEN,RUPERTO,M.,,"LACBAYEN, RUPERTO M.",COUNCILOR,NPC,2001,EASTERN SAMAR,SALCEDO,,M
DURAN,MARDONIA,L.,,"DURAN, MARDONIA L.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SALCEDO,,F
ONGCOY,CLUMBANO,L.,,"ONGCOY, CLUMBANO L.",COUNCILOR,NPC,2001,EASTERN SAMAR,SALCEDO,,M
ABRIS,IRENEO JR.,O.,,"ABRIS, IRENEO JR. O.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SALCEDO,,M
REBAMONTAN,LUCINO,M.,,"REBAMONTAN, LUCINO M.",MAYOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN JULIAN,,M
ROBIENE,SOLOMON,D.,,"ROBIENE, SOLOMON D.",VICE MAYOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN JULIAN,,M
MISONES,FROILAN,L.,,"MISONES, FROILAN L.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN JULIAN,,M
QUINTO,TEODORO,T.,,"QUINTO, TEODORO T.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN JULIAN,,M
SAMANTILLA,FELIPE,N.,,"SAMANTILLA, FELIPE N.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN JULIAN,,M
SUGALAN,IÑIGO,B.,,"SUGALAN, IÑIGO B.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN JULIAN,,M
ERROBA,GEORGE,N.,,"ERROBA, GEORGE N.",COUNCILOR,NPC,2001,EASTERN SAMAR,SAN JULIAN,,M
VALDINAR,TIRSO,O.,,"VALDINAR, TIRSO O.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN JULIAN,,M
BADANDO,SALVADOR,P.,,"BADANDO, SALVADOR P.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN JULIAN,,M
DOLIGON,ALLAN,C.,,"DOLIGON, ALLAN C.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN JULIAN,,M
NICART,CONRADO JR.,B.,,"NICART, CONRADO JR. B.",MAYOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN POLICARPIO,,M
BIANES,NESTOR,O.,,"BIANES, NESTOR O.",VICE MAYOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN POLICARPIO,,M
LOPEZ,HAROLD,P.,,"LOPEZ, HAROLD P.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN POLICARPIO,,M
TEJERO,DIOMEDES,M.,,"TEJERO, DIOMEDES M.",COUNCILOR,NPC,2001,EASTERN SAMAR,SAN POLICARPIO,,M
MOSCOSA,RACHEL,N.,,"MOSCOSA, RACHEL N.",COUNCILOR,NPC,2001,EASTERN SAMAR,SAN POLICARPIO,,F
DOCENA,JUAN,O.,,"DOCENA, JUAN O.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN POLICARPIO,,M
BIANES,JOSEPH,A.,,"BIANES, JOSEPH A.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN POLICARPIO,,M
YU,ANGEL,M.,,"YU, ANGEL M.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SAN POLICARPIO,,M
BALDOS,CARLOS,V.,,"BALDOS, CARLOS V.",COUNCILOR,LDP,2001,EASTERN SAMAR,SAN POLICARPIO,,M
BIANES,ROMULO,G.,,"BIANES, ROMULO G.",COUNCILOR,NPC,2001,EASTERN SAMAR,SAN POLICARPIO,,M
ZACATE,JAVIER,E.,,"ZACATE, JAVIER E.",MAYOR,NPC,2001,EASTERN SAMAR,SULAT,,M
BALAGAPO,IGMEDIA,A.,,"BALAGAPO, IGMEDIA A.",VICE MAYOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,SULAT,,F
EVARDONE,FRISCO,P.,,"EVARDONE, FRISCO P.",COUNCILOR,NPC,2001,EASTERN SAMAR,SULAT,,M
LOBEDERIO,VILMA,O.,,"LOBEDERIO, VILMA O.",COUNCILOR,LDP,2001,EASTERN SAMAR,SULAT,,F
PALILEO,GERARDO,P.,,"PALILEO, GERARDO P.",COUNCILOR,NPC,2001,EASTERN SAMAR,SULAT,,M
TIU,NITA,B.,,"TIU, NITA B.",COUNCILOR,LDP,2001,EASTERN SAMAR,SULAT,,F
SACENDONCILLO,MA. ROSELLE,A.,,"SACENDONCILLO, MA. ROSELLE A.",COUNCILOR,LDP,2001,EASTERN SAMAR,SULAT,,F
TIU,JOSE,A.,,"TIU, JOSE A.",COUNCILOR,LDP,2001,EASTERN SAMAR,SULAT,,M
LIMBO,ROLANDO SR.,A.,,"LIMBO, ROLANDO SR. A.",COUNCILOR,LDP,2001,EASTERN SAMAR,SULAT,,M
PALINES,ALMA,A.,,"PALINES, ALMA A.",COUNCILOR,NPC,2001,EASTERN SAMAR,SULAT,,F
ADALIM,FRANCISCO,C.,,"ADALIM, FRANCISCO C.",MAYOR,NPC,2001,EASTERN SAMAR,TAFT,,M
ADEL,CORNELIO,D.,,"ADEL, CORNELIO D.",VICE MAYOR,NPC,2001,EASTERN SAMAR,TAFT,,M
BALMES,LUISITO,M.,,"BALMES, LUISITO M.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,TAFT,,M
BALBABOCO,LUZANO JR.,B.,,"BALBABOCO, LUZANO JR. B.",COUNCILOR,NPC,2001,EASTERN SAMAR,TAFT,,M
TY,SHERWIN,S.,,"TY, SHERWIN S.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,TAFT,,M
ADIGUE,VALERIO JR.,B.,,"ADIGUE, VALERIO JR. B.",COUNCILOR,LAKAS NUCD-UMDP,2001,EASTERN SAMAR,TAFT,,M
TUNAYAN,JANE,A.,,"TUNAYAN, JANE A.",COUNCILOR,INDEPENDENT,2001,EASTERN SAMAR,TAFT,,F
CEBREROS,LOPE,A.,,"CEBREROS, LOPE A.",COUNCILOR,NPC,2001,EASTERN SAMAR,TAFT,,M
BALSACAO,VIRGINIA,A.,,"BALSACAO, VIRGINIA A.",COUNCILOR,NPC,2001,EASTERN SAMAR,TAFT,,F
QUINTO,ROSARIO,A.,,"QUINTO, ROSARIO A.",COUNCILOR,NPC,2001,EASTERN SAMAR,TAFT,,F
TRAYA,OFELIA,K.,,"TRAYA, OFELIA K.",MAYOR,LDP,2001,LEYTE,ABUYOG,,F
RUDAS,VICENTE,G.,,"RUDAS, VICENTE G.",VICE MAYOR,LDP,2001,LEYTE,ABUYOG,,M
DELOY,PLACIDO,A.,,"DELOY, PLACIDO A.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,ABUYOG,,M
TAN,FLORENTINO,R.,,"TAN, FLORENTINO R.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,ABUYOG,,M
RUDAS,CLEMENTINO,DV.,,"RUDAS, CLEMENTINO DV.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,ABUYOG,,M
GACIS,EMMANUEL,L.,,"GACIS, EMMANUEL L.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,ABUYOG,,M
DE PAZ,FERDINAND,B.,,"DE PAZ, FERDINAND B.",COUNCILOR,LDP,2001,LEYTE,ABUYOG,,M
SAÑO,EDMUNDO,P.,,"SAÑO, EDMUNDO P.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,ABUYOG,,M
LANDIA,FRANCISCO,B.,,"LANDIA, FRANCISCO B.",COUNCILOR,LDP,2001,LEYTE,ABUYOG,,M
PISCOS,CARMELITA,P.,,"PISCOS, CARMELITA P.",COUNCILOR,LDP,2001,LEYTE,ABUYOG,,F
YU,LORETO,T.,,"YU, LORETO T.",MAYOR,NPC,2001,LEYTE,ALANGALANG,,M
YAP,WENIFREDA,B.,,"YAP, WENIFREDA B.",VICE MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,ALANGALANG,,F
VELARDE,JAIME ELEMAR,G.,,"VELARDE, JAIME ELEMAR G.",COUNCILOR,NPC,2001,LEYTE,ALANGALANG,,M
BULANTE,RAMON,B.,,"BULANTE, RAMON B.",COUNCILOR,NPC,2001,LEYTE,ALANGALANG,,M
APURILLO,EILEEN,A.,,"APURILLO, EILEEN A.",COUNCILOR,INDEPENDENT,2001,LEYTE,ALANGALANG,,F
BALDESCO,ELPIDIO,B.,,"BALDESCO, ELPIDIO B.",COUNCILOR,NPC,2001,LEYTE,ALANGALANG,,M
YU,VIRGINIA,E.,,"YU, VIRGINIA E.",COUNCILOR,NPC,2001,LEYTE,ALANGALANG,,F
CABALONA,RODOLFO,A.,,"CABALONA, RODOLFO A.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,ALANGALANG,,M
BARRANTES,REMEDIOS,A.,,"BARRANTES, REMEDIOS A.",COUNCILOR,NPC,2001,LEYTE,ALANGALANG,,F
SYDIONGCO,JET,C.,,"SYDIONGCO, JET C.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,ALANGALANG,,M
DE LA VICTORIA,SIXTO,B.,,"DE LA VICTORIA, SIXTO B.",MAYOR,NPC,2001,LEYTE,ALBUERA,,M
BARTE,MARIO,T.,,"BARTE, MARIO T.",VICE MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,ALBUERA,,M
CAYANONG,RODANIMOD,C.,,"CAYANONG, RODANIMOD C.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,ALBUERA,,M
BARTE,GERONIMO,Y.,,"BARTE, GERONIMO Y.",COUNCILOR,NPC,2001,LEYTE,ALBUERA,,M
MANDRAS,EUFROSINO,B.,,"MANDRAS, EUFROSINO B.",COUNCILOR,NPC,2001,LEYTE,ALBUERA,,M
MENESES,DARRYL,C.,,"MENESES, DARRYL C.",COUNCILOR,NPC,2001,LEYTE,ALBUERA,,M
ROSAL,DOMINADOR,B.,,"ROSAL, DOMINADOR B.",COUNCILOR,NPC,2001,LEYTE,ALBUERA,,M
BARTE,ATANACIO,M.,,"BARTE, ATANACIO M.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,ALBUERA,,M
CALABIA,ROMEO,M.,,"CALABIA, ROMEO M.",COUNCILOR,INDEPENDENT,2001,LEYTE,ALBUERA,,M
METING,LUCIANO,C.,,"METING, LUCIANO C.",COUNCILOR,NPC,2001,LEYTE,ALBUERA,,M
FABI,ERNESTO,G.,,"FABI, ERNESTO G.",MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,BABATNGON,,M
SABALLA,EUGENIO,T.,,"SABALLA, EUGENIO T.",VICE MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,BABATNGON,,M
DELIS,RAFAEL,I.,,"DELIS, RAFAEL I.",COUNCILOR,NPC,2001,LEYTE,BABATNGON,,M
ROBLE,JESSICA,DC.,,"ROBLE, JESSICA DC.",COUNCILOR,NPC,2001,LEYTE,BABATNGON,,F
MONTAÑO,RUBEN,C.,,"MONTAÑO, RUBEN C.",COUNCILOR,INDEPENDENT,2001,LEYTE,BABATNGON,,M
CABURUBIAS,NOLAN,D.,,"CABURUBIAS, NOLAN D.",COUNCILOR,NPC,2001,LEYTE,BABATNGON,,M
ZARANZA,RODOLFO,L.,,"ZARANZA, RODOLFO L.",COUNCILOR,INDEPENDENT,2001,LEYTE,BABATNGON,,M
DIMPAS,FEDERICO JR.,O.,,"DIMPAS, FEDERICO JR. O.",COUNCILOR,NPC,2001,LEYTE,BABATNGON,,M
DELA CRUZ,PORFERIO,D.,,"DELA CRUZ, PORFERIO D.",COUNCILOR,INDEPENDENT,2001,LEYTE,BABATNGON,,M
LACABA,CEFERINO JR.,R.,,"LACABA, CEFERINO JR. R.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BABATNGON,,M
VILLASIN,JULIANA,A.,,"VILLASIN, JULIANA A.",MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,BARUGO,,F
AVESTRUZ,ALDEN,M.,,"AVESTRUZ, ALDEN M.",VICE MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,BARUGO,,M
DE GUZMAN,OSCAR,V.,,"DE GUZMAN, OSCAR V.",COUNCILOR,INDEPENDENT,2001,LEYTE,BARUGO,,M
ARPON,RODOLFO,E.,,"ARPON, RODOLFO E.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BARUGO,,M
ALCOBER,SILVESTRE,A.,,"ALCOBER, SILVESTRE A.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BARUGO,,M
CANDAZA,REYNALDO,D.,,"CANDAZA, REYNALDO D.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BARUGO,,M
ARUTA,ALBINO,B.,,"ARUTA, ALBINO B.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BARUGO,,M
CASTROVERDE,MARVIN,G.,,"CASTROVERDE, MARVIN G.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BARUGO,,M
CABANACAN,VICTOR,B.,,"CABANACAN, VICTOR B.",COUNCILOR,NPC,2001,LEYTE,BARUGO,,M
TIU,JOSEPHINE,C.,,"TIU, JOSEPHINE C.",COUNCILOR,INDEPENDENT,2001,LEYTE,BARUGO,,F
KUIZON,LUIS,E.,,"KUIZON, LUIS E.",MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,BATO,,M
KINANAHAN,FRANCISCO,P.,,"KINANAHAN, FRANCISCO P.",VICE MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,BATO,,M
AVILA,CRESENCIANO,R.,,"AVILA, CRESENCIANO R.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BATO,,M
RANCES,RODERICK,B.,,"RANCES, RODERICK B.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BATO,,M
ROSAL,BERNARDO,K.,,"ROSAL, BERNARDO K.",COUNCILOR,LDP,2001,LEYTE,BATO,,M
SIDO,ROBERTO JR.,K.,,"SIDO, ROBERTO JR. K.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BATO,,M
BUZON,GILBERT,P.,,"BUZON, GILBERT P.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BATO,,M
KUIZON,MANUEL,S.,,"KUIZON, MANUEL S.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BATO,,M
SALAZAR,MANUEL,B.,,"SALAZAR, MANUEL B.",COUNCILOR,LDP,2001,LEYTE,BATO,,M
ESTORBA,VERGELIO DONATO,J.,,"ESTORBA, VERGELIO DONATO J.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BATO,,M
CARI,JOSE CARLOS,L.,,"CARI, JOSE CARLOS L.",MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,BAYBAY,,M
CAYUNDA,FLORANTE,M.,,"CAYUNDA, FLORANTE M.",VICE MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,BAYBAY,,M
PERNITEZ,DEOGRACIAS,E.,,"PERNITEZ, DEOGRACIAS E.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BAYBAY,,M
GO,JOSE,C.,,"GO, JOSE C.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BAYBAY,,M
VELOSO,VICENTE VICTOR,G.,,"VELOSO, VICENTE VICTOR G.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BAYBAY,,M
CHAN,MANUEL,A.,,"CHAN, MANUEL A.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BAYBAY,,M
GUINOCOR,EDUARDO JR.,S.,,"GUINOCOR, EDUARDO JR. S.",COUNCILOR,LDP,2001,LEYTE,BAYBAY,,M
OMPOY,EDGARDO,R.,,"OMPOY, EDGARDO R.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BAYBAY,,M
RETANA,REX,A.,,"RETANA, REX A.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BAYBAY,,M
MODINA,JUANITO,B.,,"MODINA, JUANITO B.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BAYBAY,,M
RENOMERON,JUANITO,E.,,"RENOMERON, JUANITO E.",MAYOR,NPC,2001,LEYTE,BURAUEN,,M
TAN,VICENTE SR.,R.,,"TAN, VICENTE SR. R.",VICE MAYOR,NPC,2001,LEYTE,BURAUEN,,M
REFUERZO,HOLLAND,R.,,"REFUERZO, HOLLAND R.",COUNCILOR,REPORMA-LM,2001,LEYTE,BURAUEN,,M
MAGSAMBOL,REX II,R.,,"MAGSAMBOL, REX II R.",COUNCILOR,INDEPENDENT,2001,LEYTE,BURAUEN,,M
DEL PILAR,HARRY,G.,,"DEL PILAR, HARRY G.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,BURAUEN,,M
TAN,ANTONIO,G.,,"TAN, ANTONIO G.",COUNCILOR,INDEPENDENT,2001,LEYTE,BURAUEN,,M
SERDONCILLO,ROGER,P.,,"SERDONCILLO, ROGER P.",COUNCILOR,NPC,2001,LEYTE,BURAUEN,,M
MALQUISTO,GUILBERTO,D.,,"MALQUISTO, GUILBERTO D.",COUNCILOR,REPORMA-LM,2001,LEYTE,BURAUEN,,M
GERILLA,SOLOMON,A.,,"GERILLA, SOLOMON A.",COUNCILOR,REPORMA-LM,2001,LEYTE,BURAUEN,,M
CONDE,DIONESIO,E.,,"CONDE, DIONESIO E.",COUNCILOR,NPC,2001,LEYTE,BURAUEN,,M
PO,HAZEL,R.,,"PO, HAZEL R.",MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,CALUBIAN,,F
EAMIGUEL,FEDERICO,G.,,"EAMIGUEL, FEDERICO G.",VICE MAYOR,NPC,2001,LEYTE,CALUBIAN,,M
CASAS,VIVENCIA,V.,,"CASAS, VIVENCIA V.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CALUBIAN,,F
PALCONIT,LUCITA,A.,,"PALCONIT, LUCITA A.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CALUBIAN,,F
OMEGA,TERESITA,R.,,"OMEGA, TERESITA R.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CALUBIAN,,F
MATUTES,ARISTON JR.,S.,,"MATUTES, ARISTON JR. S.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CALUBIAN,,M
PATES,LEONARDO JR.,M.,,"PATES, LEONARDO JR. M.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CALUBIAN,,M
ROSKA,MA. GILDA,M.,,"ROSKA, MA. GILDA M.",COUNCILOR,NPC,2001,LEYTE,CALUBIAN,,F
PATES,LEONARDO SR.,DP.,,"PATES, LEONARDO SR. DP.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CALUBIAN,,M
GO,ELPIDIO,M.,,"GO, ELPIDIO M.",COUNCILOR,LDP,2001,LEYTE,CALUBIAN,,M
PORCIUNCULA,MARIETTA,H.,,"PORCIUNCULA, MARIETTA H.",MAYOR,NPC,2001,LEYTE,CAPOOCAN,,F
ORIEL,SALVADOR,N.,,"ORIEL, SALVADOR N.",VICE MAYOR,PDP-LABAN,2001,LEYTE,CAPOOCAN,,M
TAJO,VICENTE III,C.,,"TAJO, VICENTE III C.",COUNCILOR,NPC,2001,LEYTE,CAPOOCAN,,M
EGANO,ELISA,B.,,"EGANO, ELISA B.",COUNCILOR,PDP-LABAN,2001,LEYTE,CAPOOCAN,,F
VALLAR,PABLITO SR.,M.,,"VALLAR, PABLITO SR. M.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CAPOOCAN,,M
MADRIAGA,ANGELES,P.,,"MADRIAGA, ANGELES P.",COUNCILOR,PDP-LABAN,2001,LEYTE,CAPOOCAN,,M
PEÑARANDA,ROBERTA,DC.,,"PEÑARANDA, ROBERTA DC.",COUNCILOR,NPC,2001,LEYTE,CAPOOCAN,,F
BORREL,PIO ANTONIO,M.,,"BORREL, PIO ANTONIO M.",COUNCILOR,NPC,2001,LEYTE,CAPOOCAN,,M
PILAPIL,REMEGIO,S.,,"PILAPIL, REMEGIO S.",COUNCILOR,NPC,2001,LEYTE,CAPOOCAN,,M
MISAGAL,ALAN,P.,,"MISAGAL, ALAN P.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CAPOOCAN,,M
LAURON,REMIGIO,A.,,"LAURON, REMIGIO A.",MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,CARIGARA,,M
TONOLETE,EDGAR,J.,,"TONOLETE, EDGAR J.",VICE MAYOR,NPC,2001,LEYTE,CARIGARA,,M
AGUILAR,MYLA,L.,,"AGUILAR, MYLA L.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CARIGARA,,F
LLOREN,GIL,DG.,,"LLOREN, GIL DG.",COUNCILOR,NPC,2001,LEYTE,CARIGARA,,M
PAMI,GERARDO,T.,,"PAMI, GERARDO T.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CARIGARA,,M
JACELA,MELODIA,U.,,"JACELA, MELODIA U.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CARIGARA,,F
CABALLES,REGIDOR,DV.,,"CABALLES, REGIDOR DV.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CARIGARA,,M
LARRAGA,ALEJANDRITO SR.,C.,,"LARRAGA, ALEJANDRITO SR. C.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CARIGARA,,M
ADIZAS,SILVINO MARIA III,T.,,"ADIZAS, SILVINO MARIA III T.",COUNCILOR,INDEPENDENT,2001,LEYTE,CARIGARA,,M
NARIDO,JESUS JR.,C.,,"NARIDO, JESUS JR. C.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,CARIGARA,,M
ORTEGA,ADOLFO,A.,,"ORTEGA, ADOLFO A.",MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,DAGAMI,,M
BERINO,GAVINO DARIO III,O.,,"BERINO, GAVINO DARIO III O.",VICE MAYOR,LAKAS NUCD-UMDP,2001,LEYTE,DAGAMI,,M
BUD-OY,HERMOGENES,A.,,"BUD-OY, HERMOGENES A.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,DAGAMI,,M
CABIOC,SOFRONIO,C.,,"CABIOC, SOFRONIO C.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,DAGAMI,,M
DUMDUMA,EDWIN,C.,,"DUMDUMA, EDWIN C.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,DAGAMI,,M
CABIDOG,ORLANDO,O.,,"CABIDOG, ORLANDO O.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,DAGAMI,,M
GERONA,REYNALDO,U.,,"GERONA, REYNALDO U.",COUNCILOR,NPC,2001,LEYTE,DAGAMI,,M
PIQUE,ROMEO,C.,,"PIQUE, ROMEO C.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,DAGAMI,,M
PASAGUI,ALBERTO,B.,,"PASAGUI, ALBERTO B.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,DAGAMI,,M
SUDARIO,LOUIS,C.,,"SUDARIO, LOUIS C.",COUNCILOR,INDEPENDENT,2001,LEYTE,DAGAMI,,M
QUE,MANUEL,S.,,"QUE, MANUEL S.",MAYOR,NPC,2001,LEYTE,DULAG,,M
LABADIA,MONTANO,O.,,"LABADIA, MONTANO O.",VICE MAYOR,INDEPENDENT,2001,LEYTE,DULAG,,M
AGULIO,RICARDO,C.,,"AGULIO, RICARDO C.",COUNCILOR,NPC,2001,LEYTE,DULAG,,M
DE VEYRA,JULIA,K.,,"DE VEYRA, JULIA K.",COUNCILOR,NPC,2001,LEYTE,DULAG,,F
ALICANDO,EUGENIO JR.,G.,,"ALICANDO, EUGENIO JR. G.",COUNCILOR,LAKAS NUCD-UMDP,2001,LEYTE,DULAG,,M
BOBO,DIOSCORO,B.,,"BOBO, DIOSCORO B.",COUNCILOR,NPC,2001,LEYTE,DULAG,,M
