Last Name,First Name,Middle Name,Title,Full Name,Position,Party,Year,Province,City,Region,Sex
DELFIN,MARCIANO,E.,,"DELFIN, MARCIANO E.",COUNCILOR,LDP,2001,QUIRINO,SAGUDAY,,M
BRILLIANTES,ORLANDO,A.,,"BRILLIANTES, ORLANDO A.",COUNCILOR,INDEPENDENT,2001,QUIRINO,SAGUDAY,,M
CARBONEL,SERVELITO,C.,,"CARBONEL, SERVELITO C.",COUNCILOR,LDP,2001,QUIRINO,SAGUDAY,,M
NICOLAS,FLORGELIO,B.,,"NICOLAS, FLORGELIO B.",COUNCILOR,LDP,2001,QUIRINO,SAGUDAY,,M
AGRAVANTE,GLORY,T.,,"AGRAVANTE, GLORY T.",COUNCILOR,LDP,2001,QUIRINO,SAGUDAY,,F
GALINATO,PIERRE,T.,,"GALINATO, PIERRE T.",COUNCILOR,LDP,2001,QUIRINO,SAGUDAY,,M
SANTIAGO,LIBERATO JR.,P.,,"SANTIAGO, LIBERATO JR. P.",MAYOR,NPC,2001,BATAAN,ABUCAY,,M
TAGLE,RUBEN,C.,,"TAGLE, RUBEN C.",VICE MAYOR,NPC,2001,BATAAN,ABUCAY,,M
DE GUZMAN,ELEUTERIO,L.,,"DE GUZMAN, ELEUTERIO L.",COUNCILOR,NPC,2001,BATAAN,ABUCAY,,M
VALENCIA,RODOLFO,T.,,"VALENCIA, RODOLFO T.",COUNCILOR,NPC,2001,BATAAN,ABUCAY,,M
DULAY,ROMEO,T.,,"DULAY, ROMEO T.",COUNCILOR,NPC,2001,BATAAN,ABUCAY,,M
ROXAS,PAQUITO,S.,,"ROXAS, PAQUITO S.",COUNCILOR,NPC,2001,BATAAN,ABUCAY,,M
BALUYOT,MARIO,V.,,"BALUYOT, MARIO V.",COUNCILOR,INDEPENDENT,2001,BATAAN,ABUCAY,,M
SACDALAN,HONORIO,R.,,"SACDALAN, HONORIO R.",COUNCILOR,NPC,2001,BATAAN,ABUCAY,,M
RODRIGUEZ,AUGUSTO,T.,,"RODRIGUEZ, AUGUSTO T.",COUNCILOR,NPC,2001,BATAAN,ABUCAY,,M
BAUTISTA,ALBERTO,R.,,"BAUTISTA, ALBERTO R.",COUNCILOR,NPC,2001,BATAAN,ABUCAY,,M
RICARDO,NORBERTO,M.,,"RICARDO, NORBERTO M.",MAYOR,LAKAS NUCD-UMDP,2001,BATAAN,BAGAC,,M
BANTUGAN,JOSE,R.,,"BANTUGAN, JOSE R.",VICE MAYOR,LAKAS NUCD-UMDP,2001,BATAAN,BAGAC,,M
DE LEON,CHRISTIAN,B.,,"DE LEON, CHRISTIAN B.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,BAGAC,,M
MACAIBAY,DANTE,N.,,"MACAIBAY, DANTE N.",COUNCILOR,NPC,2001,BATAAN,BAGAC,,M
NOJADERA,MARIO,D.,,"NOJADERA, MARIO D.",COUNCILOR,NPC,2001,BATAAN,BAGAC,,M
FAJARDO,AMANDO JR.,L.,,"FAJARDO, AMANDO JR. L.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,BAGAC,,M
MARARAC,TERESITA,N.,,"MARARAC, TERESITA N.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,BAGAC,,F
BACILES,VIRGILIO,L.,,"BACILES, VIRGILIO L.",COUNCILOR,NPC,2001,BATAAN,BAGAC,,M
PAGUIO,AMORLITO,D.,,"PAGUIO, AMORLITO D.",COUNCILOR,NPC,2001,BATAAN,BAGAC,,M
DILIG,TOMAS,M.,,"DILIG, TOMAS M.",COUNCILOR,NPC,2001,BATAAN,BAGAC,,M
GARCIA,ALBERT,S.,,"GARCIA, ALBERT S.",MAYOR,LDP,2001,BATAAN,BALANGA CITY,,M
VENZON,NOLI,A.,,"VENZON, NOLI A.",VICE MAYOR,LDP,2001,BATAAN,BALANGA CITY,,M
FERNANDEZ,NICOLAS JR.,B.,,"FERNANDEZ, NICOLAS JR. B.",COUNCILOR,LDP,2001,BATAAN,BALANGA CITY,,M
BELTRAN,EMMANUEL,A.,,"BELTRAN, EMMANUEL A.",COUNCILOR,LDP,2001,BATAAN,BALANGA CITY,,M
TAPAN,EDUARDO,P.,,"TAPAN, EDUARDO P.",COUNCILOR,LDP,2001,BATAAN,BALANGA CITY,,M
VASQUEZ,MA. LIZA,A.,,"VASQUEZ, MA. LIZA A.",COUNCILOR,LDP,2001,BATAAN,BALANGA CITY,,F
RUEDA,AMADO JR.,H.,,"RUEDA, AMADO JR. H.",COUNCILOR,LDP,2001,BATAAN,BALANGA CITY,,M
PAGUIO,ROLANDO,C.,,"PAGUIO, ROLANDO C.",COUNCILOR,LDP,2001,BATAAN,BALANGA CITY,,M
MALIBIRAN,EVANGELINE,V.,,"MALIBIRAN, EVANGELINE V.",COUNCILOR,LDP,2001,BATAAN,BALANGA CITY,,F
TUAZON,EDUARDO,T.,,"TUAZON, EDUARDO T.",COUNCILOR,LDP,2001,BATAAN,BALANGA CITY,,M
PASCUAL,LUDOVICO PETER PAUL,B.,,"PASCUAL, LUDOVICO PETER PAUL B.",COUNCILOR,INDEPENDENT,2001,BATAAN,BALANGA CITY,,M
BANZON,JOVY,Z.,,"BANZON, JOVY Z.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,BALANGA CITY,,F
PAYUMO,JOSE ALEJANDRE III,P.,,"PAYUMO, JOSE ALEJANDRE III P.",MAYOR,LP,2001,BATAAN,DINALUPIHAN,,M
INZA CRUZ,MANUEL,L.,,"INZA CRUZ, MANUEL L.",VICE MAYOR,LP,2001,BATAAN,DINALUPIHAN,,M
BADILLO,ADELAIDA,M.,,"BADILLO, ADELAIDA M.",COUNCILOR,LP,2001,BATAAN,DINALUPIHAN,,F
WINGCO,RENERIO,A.,,"WINGCO, RENERIO A.",COUNCILOR,LP,2001,BATAAN,DINALUPIHAN,,M
SORIANO,NOLI,A.,,"SORIANO, NOLI A.",COUNCILOR,LP,2001,BATAAN,DINALUPIHAN,,M
CRUZ,LEONARDO,E.,,"CRUZ, LEONARDO E.",COUNCILOR,LP,2001,BATAAN,DINALUPIHAN,,M
BAJADA,EMMANUEL,T.,,"BAJADA, EMMANUEL T.",COUNCILOR,LP,2001,BATAAN,DINALUPIHAN,,M
TIMOG,ANGELITO,E.,,"TIMOG, ANGELITO E.",COUNCILOR,LP,2001,BATAAN,DINALUPIHAN,,M
LOPEZ,JACINTO JR.,H.,,"LOPEZ, JACINTO JR. H.",COUNCILOR,INDEPENDENT,2001,BATAAN,DINALUPIHAN,,M
MULI,REYNALDO JR.,M.,,"MULI, REYNALDO JR. M.",COUNCILOR,INDEPENDENT,2001,BATAAN,DINALUPIHAN,,M
CRUZ,EFREN,J.,,"CRUZ, EFREN J.",MAYOR,LAKAS NUCD-UMDP,2001,BATAAN,HERMOSA,,M
MIRANDA,ORLANDO,S.,,"MIRANDA, ORLANDO S.",VICE MAYOR,NPC,2001,BATAAN,HERMOSA,,M
GAZA,ARISTOTLE,-,,"GAZA, ARISTOTLE -",COUNCILOR,NPC,2001,BATAAN,HERMOSA,,M
CAÑETE,EMELITA,I.,,"CAÑETE, EMELITA I.",COUNCILOR,NPC,2001,BATAAN,HERMOSA,,F
JORGE,ROLANDO JR.,R.,,"JORGE, ROLANDO JR. R.",COUNCILOR,NPC,2001,BATAAN,HERMOSA,,M
PUNO,GIL,R.,,"PUNO, GIL R.",COUNCILOR,NPC,2001,BATAAN,HERMOSA,,M
BASI,DANILO,C.,,"BASI, DANILO C.",COUNCILOR,INDEPENDENT,2001,BATAAN,HERMOSA,,M
YANDOC,JAKE,C.,,"YANDOC, JAKE C.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,HERMOSA,,M
DATU,MILAGROS,A.,,"DATU, MILAGROS A.",COUNCILOR,NPC,2001,BATAAN,HERMOSA,,F
CASTRO,ROMAN JR.,D.,,"CASTRO, ROMAN JR. D.",COUNCILOR,NPC,2001,BATAAN,HERMOSA,,M
DAVID,NELSON,C.,,"DAVID, NELSON C.",MAYOR,LAKAS NUCD-UMDP,2001,BATAAN,LIMAY,,M
AMBROCIO,RAMON,P.,,"AMBROCIO, RAMON P.",VICE MAYOR,LAKAS NUCD-UMDP,2001,BATAAN,LIMAY,,M
CALMA,VICTORIANO,O.,,"CALMA, VICTORIANO O.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,LIMAY,,M
TAYAG,REMEGIO JR.,S.,,"TAYAG, REMEGIO JR. S.",COUNCILOR,NPC,2001,BATAAN,LIMAY,,M
FERNANDO,MELCHOR,L.,,"FERNANDO, MELCHOR L.",COUNCILOR,NPC,2001,BATAAN,LIMAY,,M
ESCALER,RODELIO,D.,,"ESCALER, RODELIO D.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,LIMAY,,M
GOMEZ,RODOLFO,C.,,"GOMEZ, RODOLFO C.",COUNCILOR,NPC,2001,BATAAN,LIMAY,,M
CARREON,EMILIANO,P.,,"CARREON, EMILIANO P.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,LIMAY,,M
VILLACRUZ,ALBERTO,A.,,"VILLACRUZ, ALBERTO A.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,LIMAY,,M
TANJUAN,ANGUEDO,F.,,"TANJUAN, ANGUEDO F.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,LIMAY,,M
PELIGLORIO,ANGEL JR.,B.,,"PELIGLORIO, ANGEL JR. B.",MAYOR,NPC,2001,BATAAN,MARIVELES,,M
ISIP,VICTORIANO,C.,,"ISIP, VICTORIANO C.",VICE MAYOR,NPC,2001,BATAAN,MARIVELES,,M
CANSINO,DANTE,A.,,"CANSINO, DANTE A.",COUNCILOR,NPC,2001,BATAAN,MARIVELES,,M
PEREYRA,JOSEPH,T.,,"PEREYRA, JOSEPH T.",COUNCILOR,NPC,2001,BATAAN,MARIVELES,,M
YAMBAO,JOSE,E.,,"YAMBAO, JOSE E.",COUNCILOR,NPC,2001,BATAAN,MARIVELES,,M
SANCHEZ,RAFAEL,Z.,,"SANCHEZ, RAFAEL Z.",COUNCILOR,NPC,2001,BATAAN,MARIVELES,,M
LILOC,EDUARDO,C.,,"LILOC, EDUARDO C.",COUNCILOR,NPC,2001,BATAAN,MARIVELES,,M
DEL ROSARIO,HERNADO,C.,,"DEL ROSARIO, HERNADO C.",COUNCILOR,NPC,2001,BATAAN,MARIVELES,,M
VENTURINA,NORBERTO,M.,,"VENTURINA, NORBERTO M.",COUNCILOR,NPC,2001,BATAAN,MARIVELES,,M
GARCIA,GENE,M.,,"GARCIA, GENE M.",COUNCILOR,NPC,2001,BATAAN,MARIVELES,,M
LINAO,NORBERTO JR.,G.,,"LINAO, NORBERTO JR. G.",MAYOR,NPC,2001,BATAAN,MORONG,,M
BUGAY,PABLITO,J.,,"BUGAY, PABLITO J.",VICE MAYOR,LAKAS NUCD-UMDP,2001,BATAAN,MORONG,,M
MARQUEZ,MAGTANGOL,V.,,"MARQUEZ, MAGTANGOL V.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,MORONG,,M
DOMINGO,JOSE RAMON,M.,,"DOMINGO, JOSE RAMON M.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,MORONG,,M
ANOVA,DIONISIO,S.,,"ANOVA, DIONISIO S.",COUNCILOR,NPC,2001,BATAAN,MORONG,,M
MANALO,MARIO,D.,,"MANALO, MARIO D.",COUNCILOR,NPC,2001,BATAAN,MORONG,,M
MANGALINDAN,PEPITO,I.,,"MANGALINDAN, PEPITO I.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,MORONG,,M
IBIAS,MANOLO,E.,,"IBIAS, MANOLO E.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,MORONG,,M
CARIDO,EDWIN,D.,,"CARIDO, EDWIN D.",COUNCILOR,NPC,2001,BATAAN,MORONG,,M
CASTRO,JESUS,V.,,"CASTRO, JESUS V.",COUNCILOR,NPC,2001,BATAAN,MORONG,,M
PASCUAL,EFREN JR.,E.,,"PASCUAL, EFREN JR. E.",MAYOR,NPC,2001,BATAAN,ORANI,,M
ROMAN,EDWARD,C.,,"ROMAN, EDWARD C.",VICE MAYOR,NPC,2001,BATAAN,ORANI,,M
BUGAY,RANATO,R.,,"BUGAY, RANATO R.",COUNCILOR,NPC,2001,BATAAN,ORANI,,M
IBE,REYNALDO JR.,T.,,"IBE, REYNALDO JR. T.",COUNCILOR,NPC,2001,BATAAN,ORANI,,M
PAREDES,MIGUEL,S.,,"PAREDES, MIGUEL S.",COUNCILOR,NPC,2001,BATAAN,ORANI,,M
BENAMIR,ROLANDO,S.,,"BENAMIR, ROLANDO S.",COUNCILOR,NPC,2001,BATAAN,ORANI,,M
PELAGI0,LEONARDO,D.,,"PELAGI0, LEONARDO D.",COUNCILOR,NPC,2001,BATAAN,ORANI,,M
CABAIS,DANILO,D.,,"CABAIS, DANILO D.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,ORANI,,M
DELA PEÑA,JOHN,A.,,"DELA PEÑA, JOHN A.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,ORANI,,M
QUIMBAO,EFREN,V.,,"QUIMBAO, EFREN V.",COUNCILOR,NPC,2001,BATAAN,ORANI,,M
RAYMUNDO,ANTONIO JR.,L.,,"RAYMUNDO, ANTONIO JR. L.",MAYOR,LAKAS NUCD-UMDP,2001,BATAAN,ORION,,M
BANZON,ROLANDO,S.,,"BANZON, ROLANDO S.",VICE MAYOR,NPC,2001,BATAAN,ORION,,M
CATALAN,VIRGILIO,S.,,"CATALAN, VIRGILIO S.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,ORION,,M
ISIDRO,VIRGILIO,B.,,"ISIDRO, VIRGILIO B.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,ORION,,M
SEECKTS,EDWARD,T.,,"SEECKTS, EDWARD T.",COUNCILOR,NPC,2001,BATAAN,ORION,,M
WAJE,REYNALDO,S.,,"WAJE, REYNALDO S.",COUNCILOR,NPC,2001,BATAAN,ORION,,M
AUSTRIA,LUZ,D.,,"AUSTRIA, LUZ D.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,ORION,,F
CRUZ,MIGUEL,L.,,"CRUZ, MIGUEL L.",COUNCILOR,NPC,2001,BATAAN,ORION,,M
NAVARRO,CELEDONIA,B.,,"NAVARRO, CELEDONIA B.",COUNCILOR,NPC,2001,BATAAN,ORION,,F
DE LEON,ISAGANI,B.,,"DE LEON, ISAGANI B.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,ORION,,M
SANTOS,ESTRELIA,D.,,"SANTOS, ESTRELIA D.",MAYOR,NPC,2001,BATAAN,PILAR,,F
PAGUIO,BIENVENIDO,B.,,"PAGUIO, BIENVENIDO B.",VICE MAYOR,NPC,2001,BATAAN,PILAR,,M
PAGUIO,MANUEL,P.,,"PAGUIO, MANUEL P.",COUNCILOR,NPC,2001,BATAAN,PILAR,,M
DELA ROSA,EDUARDO,D.,,"DELA ROSA, EDUARDO D.",COUNCILOR,NPC,2001,BATAAN,PILAR,,M
DIWA,JOSE,I.,,"DIWA, JOSE I.",COUNCILOR,NPC,2001,BATAAN,PILAR,,M
NOHAY,PABLO,E.,,"NOHAY, PABLO E.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,PILAR,,M
PAGUIO,RODELIO,A.,,"PAGUIO, RODELIO A.",COUNCILOR,NPC,2001,BATAAN,PILAR,,M
SANCHEZ,CELSO,R.,,"SANCHEZ, CELSO R.",COUNCILOR,NPC,2001,BATAAN,PILAR,,M
ROQUE,CESAR,P.,,"ROQUE, CESAR P.",COUNCILOR,NPC,2001,BATAAN,PILAR,,M
NUESTRO,EVELYN,D.,,"NUESTRO, EVELYN D.",COUNCILOR,NPC,2001,BATAAN,PILAR,,F
ALBELDA,TEODORICO,S.,,"ALBELDA, TEODORICO S.",MAYOR,LAKAS NUCD-UMDP,2001,BATAAN,SAMAL,,M
FORBES,ROLANDO,F.,,"FORBES, ROLANDO F.",VICE MAYOR,NPC,2001,BATAAN,SAMAL,,M
BATHAN,MANOLITO,B.,,"BATHAN, MANOLITO B.",COUNCILOR,INDEPENDENT,2001,BATAAN,SAMAL,,M
ABELLA,CLEMENCIO JR.,S.,,"ABELLA, CLEMENCIO JR. S.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,SAMAL,,M
POBLETE,RAMON,B.,,"POBLETE, RAMON B.",COUNCILOR,NPC,2001,BATAAN,SAMAL,,M
CALARA,GLORIA,V.,,"CALARA, GLORIA V.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,SAMAL,,F
GUINTO,RAFAEL,D.,,"GUINTO, RAFAEL D.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,SAMAL,,M
LANGAS,RAYMUNDO,A.,,"LANGAS, RAYMUNDO A.",COUNCILOR,LAKAS NUCD-UMDP,2001,BATAAN,SAMAL,,M
ESPINO,FELIX JR.,A.,,"ESPINO, FELIX JR. A.",COUNCILOR,NPC,2001,BATAAN,SAMAL,,M
MENDOZA,FLORENCIO,E.,,"MENDOZA, FLORENCIO E.",COUNCILOR,NPC,2001,BATAAN,SAMAL,,M
DE LEON,LEONARDO,R.,,"DE LEON, LEONARDO R.",MAYOR,LAKAS NUCD-UMDP,2001,BULACAN,ANGAT,,M
JUNIO,CORNELIO,D.L.,,"JUNIO, CORNELIO D.L.",VICE MAYOR,LAKAS NUCD-UMDP,2001,BULACAN,ANGAT,,M
SANTOS,GILBERTO,C.,,"SANTOS, GILBERTO C.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,ANGAT,,M
SANTIAGO,LAURENTINO,F.,,"SANTIAGO, LAURENTINO F.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,ANGAT,,M
NUÑEZ,ANTONIO,D.F.,,"NUÑEZ, ANTONIO D.F.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,ANGAT,,M
CRUZ,THRISTAN,T.,,"CRUZ, THRISTAN T.",COUNCILOR,LDP,2001,BULACAN,ANGAT,,M
AGUSTIN,ALEJANDRINO,C.,,"AGUSTIN, ALEJANDRINO C.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,ANGAT,,M
BAUTISTA,REYNANTE,S.,,"BAUTISTA, REYNANTE S.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,ANGAT,,M
PASCUAL,BONIFACIO,S.,,"PASCUAL, BONIFACIO S.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,ANGAT,,M
ILLESCAS,ERWINIO,M.,,"ILLESCAS, ERWINIO M.",COUNCILOR,LDP,2001,BULACAN,ANGAT,,M
CASTRO,REYNALDO,M.,,"CASTRO, REYNALDO M.",MAYOR,LAKAS NUCD-UMDP,2001,BULACAN,BALAGTAS,,M
TRINIDAD,WARLITO,G.,,"TRINIDAD, WARLITO G.",VICE MAYOR,LAKAS NUCD-UMDP,2001,BULACAN,BALAGTAS,,M
SANTIAGO,JESSIE,G.,,"SANTIAGO, JESSIE G.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALAGTAS,,M
VERGARA,NONILO,A.,,"VERGARA, NONILO A.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALAGTAS,,M
SANTOS,RODRIGO,S.,,"SANTOS, RODRIGO S.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALAGTAS,,M
DE GUZMAN,ALEJANDRO,P.,,"DE GUZMAN, ALEJANDRO P.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALAGTAS,,M
DIZON,ROGELIO,C.,,"DIZON, ROGELIO C.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALAGTAS,,M
LIBIRAN,ALEX,S.,,"LIBIRAN, ALEX S.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALAGTAS,,M
SANTOS,RICARDO,G.,,"SANTOS, RICARDO G.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALAGTAS,,M
NICOLAS,HERENANDEZ,J.,,"NICOLAS, HERENANDEZ J.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALAGTAS,,M
SALVADOR,ROLANDO,F.,,"SALVADOR, ROLANDO F.",MAYOR,LDP,2001,BULACAN,BALIUAG,,M
DEL ROSARIO,LUIS RODEL,T.,,"DEL ROSARIO, LUIS RODEL T.",VICE MAYOR,REPORMA-LM,2001,BULACAN,BALIUAG,,M
CRUZ,FERDINAND,T.,,"CRUZ, FERDINAND T.",COUNCILOR,REPORMA-LM,2001,BULACAN,BALIUAG,,M
PATAWARAN,ANTONIO,S.,,"PATAWARAN, ANTONIO S.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALIUAG,,M
DELA CRUZ,ENRIQUE JR.,V.,,"DELA CRUZ, ENRIQUE JR. V.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALIUAG,,M
LIGON,GENEROSO,S.,,"LIGON, GENEROSO S.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALIUAG,,M
CLEMENTE,CHRISTOPHER,F.,,"CLEMENTE, CHRISTOPHER F.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BALIUAG,,M
ROBES,LUCIANO,B.,,"ROBES, LUCIANO B.",COUNCILOR,LDP,2001,BULACAN,BALIUAG,,M
PONCE-GONZALES,JACINTO MARIA,S.,,"PONCE-GONZALES, JACINTO MARIA S.",COUNCILOR,LDP,2001,BULACAN,BALIUAG,,M
ROBERTO,VIRGILIO,C.,,"ROBERTO, VIRGILIO C.",COUNCILOR,REPORMA-LM,2001,BULACAN,BALIUAG,,M
VILLANUEVA,EDUARDO JR.,J.,,"VILLANUEVA, EDUARDO JR. J.",MAYOR,LAKAS NUCD-UMDP,2001,BULACAN,BOCAUE,,M
GONZALES,PETER CHRISTOPHER,A.,,"GONZALES, PETER CHRISTOPHER A.",VICE MAYOR,LAKAS NUCD-UMDP,2001,BULACAN,BOCAUE,,M
GERMAN,NORIELITO,E.,,"GERMAN, NORIELITO E.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BOCAUE,,M
CRUZ,EMMANUEL,C.,,"CRUZ, EMMANUEL C.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BOCAUE,,M
STA. ANA,ALDRIN,B.,,"STA. ANA, ALDRIN B.",COUNCILOR,AKSYON,2001,BULACAN,BOCAUE,,M
ARTUZ,ZENAIDA,M.,,"ARTUZ, ZENAIDA M.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BOCAUE,,F
VALDEZ,KENNEDY,A.,,"VALDEZ, KENNEDY A.",COUNCILOR,AKSYON,2001,BULACAN,BOCAUE,,M
SANTIAGO,HENRY,S.,,"SANTIAGO, HENRY S.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BOCAUE,,M
CASTILLO,OSCAR,C.,,"CASTILLO, OSCAR C.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BOCAUE,,M
CELESTINO,SHERWIN,A.,,"CELESTINO, SHERWIN A.",COUNCILOR,PMP,2001,BULACAN,BOCAUE,,M
MENESES,ANACLETO,R.,,"MENESES, ANACLETO R.",MAYOR,LAKAS NUCD-UMDP,2001,BULACAN,BULACAN,,M
LAVA,ROSALIE,V.,,"LAVA, ROSALIE V.",VICE MAYOR,LAKAS NUCD-UMDP,2001,BULACAN,BULACAN,,F
VILLEGAS,MA. ELIZABETH,A.,,"VILLEGAS, MA. ELIZABETH A.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BULACAN,,F
DEL ROSARIO,LEANDRO,L.,,"DEL ROSARIO, LEANDRO L.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BULACAN,,M
LAVA,JOSE VLADIMIT JR.,V.,,"LAVA, JOSE VLADIMIT JR. V.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BULACAN,,M
SALAPONG,EDGARDO,G.,,"SALAPONG, EDGARDO G.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BULACAN,,M
DELA CRUZ,EUGENIO JR.,L.,,"DELA CRUZ, EUGENIO JR. L.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BULACAN,,M
CARPIO,WILFREDO,R.,,"CARPIO, WILFREDO R.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BULACAN,,M
MENDOZA,LEOCADIO,D.C.,,"MENDOZA, LEOCADIO D.C.",COUNCILOR,INDEPENDENT,2001,BULACAN,BULACAN,,M
CRUZ,RODOLFO,G.,,"CRUZ, RODOLFO G.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BULACAN,,M
REYES,CARLITO,D.,,"REYES, CARLITO D.",MAYOR,LP,2001,BULACAN,BUSTOS,,M
LEONCIO,LEONARDO,L.,,"LEONCIO, LEONARDO L.",VICE MAYOR,INDEPENDENT,2001,BULACAN,BUSTOS,,M
NICOLAS,NICOLAS,F.,,"NICOLAS, NICOLAS F.",COUNCILOR,LP,2001,BULACAN,BUSTOS,,M
BERNARDO,JUANITO,S.,,"BERNARDO, JUANITO S.",COUNCILOR,LP,2001,BULACAN,BUSTOS,,M
PEREZ,RODOLFO,H.,,"PEREZ, RODOLFO H.",COUNCILOR,LP,2001,BULACAN,BUSTOS,,M
RAMOS,APOLONIO,F.,,"RAMOS, APOLONIO F.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BUSTOS,,M
RIVERA,LEONIDA,L.,,"RIVERA, LEONIDA L.",COUNCILOR,LP,2001,BULACAN,BUSTOS,,F
MELENCIO,FELIPE,C.,,"MELENCIO, FELIPE C.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BUSTOS,,M
CRUZ,RAVENAL,C.,,"CRUZ, RAVENAL C.",COUNCILOR,LP,2001,BULACAN,BUSTOS,,M
CONCEPCION,AMADO,R.,,"CONCEPCION, AMADO R.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,BUSTOS,,M
PAGDANGANAN,RAMON,M.,,"PAGDANGANAN, RAMON M.",MAYOR,LAKAS NUCD-UMDP,2001,BULACAN,CALUMPIT,,M
CANDELARIA,ZACARIAS,C.,,"CANDELARIA, ZACARIAS C.",VICE MAYOR,LAKAS NUCD-UMDP,2001,BULACAN,CALUMPIT,,M
LIM-RAÑOLA,ALNER,R.,,"LIM-RAÑOLA, ALNER R.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,CALUMPIT,,M
MENDOZA,JONATHAN,S.,,"MENDOZA, JONATHAN S.",COUNCILOR,NPC,2001,BULACAN,CALUMPIT,,M
MADLA,NIXON,E.,,"MADLA, NIXON E.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,CALUMPIT,,M
PAGUIO,GERARDO,B.,,"PAGUIO, GERARDO B.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,CALUMPIT,,M
BUNAG,LARRY,C.,,"BUNAG, LARRY C.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,CALUMPIT,,M
BALINGIT,CORNELIO,A.,,"BALINGIT, CORNELIO A.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,CALUMPIT,,M
FERMIN,MICHAEL,C.,,"FERMIN, MICHAEL C.",COUNCILOR,LAKAS NUCD-UMDP,2001,BULACAN,CALUMPIT,,M
PATAG,DARLO AMADO,S.,,"PATAG, DARLO AMADO S.",COUNCILOR,NPC,2001,BULACAN,CALUMPIT,,M
