region,province,city,district,position,candidate_name,party,votes
REGION I,PANGASINAN,SANTA MARIA,LONE,COUNCILOR,"BALMORES, RODOLFO (NPC)",NPC,6559
REGION I,PANGASINAN,SANTA MARIA,LONE,COUNCILOR,"SEGUI, SUSANA (NPC)",NPC,6451
REGION I,PANGASINAN,SANTO TOMAS,LONE,COUNCILOR,"RAMOS, ELY (NPC)",NPC,4499
REGION I,PANGASINAN,SANTO TOMAS,LONE,COUNCILOR,"ZARASATE, LEONORA (NPC)",NPC,4348
REGION I,PANGASINAN,SANTO TOMAS,LONE,COUNCILOR,"CASTAÑAGA, TOMAS JR. (NPC)",NPC,4345
REGION I,PANGASINAN,SANTO TOMAS,LONE,COUNCILOR,"LARDIZABAL, ADOR (NPC)",NPC,4309
REGION I,PANGASINAN,SANTO TOMAS,LONE,COUNCILOR,"VENGCO, ESTEFANIA (NPC)",NPC,4286
REGION I,PANGASINAN,SANTO TOMAS,LONE,COUNCILOR,"OCULTO, BENJAMIN JR. (NPC)",NPC,4239
REGION I,PANGASINAN,SANTO TOMAS,LONE,COUNCILOR,"ORDOÑO, BENITO (UNA)",UNA,4119
REGION I,PANGASINAN,SANTO TOMAS,LONE,COUNCILOR,"ELECCION, ALFREDO (NPC)",NPC,3995
REGION I,PANGASINAN,SISON,LONE,COUNCILOR,"PADUA, DOMINADOR (LP)",LP,11691
REGION I,PANGASINAN,SISON,LONE,COUNCILOR,"OPILAS, JOSE (NPC)",NPC,10477
REGION I,PANGASINAN,SISON,LONE,COUNCILOR,"JOVENAL, EDGAR (LP)",LP,10456
REGION I,PANGASINAN,SISON,LONE,COUNCILOR,"LIBERATO, EDGARDO (BISKEG)",BISKEG NA PANGASINAN PARTY,8400
REGION I,PANGASINAN,SISON,LONE,COUNCILOR,"TAYAG, DANDAN (NPC)",NPC,8361
REGION I,PANGASINAN,SISON,LONE,COUNCILOR,"AQUINO, BENSON JEROME (LP)",LP,8162
REGION I,PANGASINAN,SISON,LONE,COUNCILOR,"LAGMAY, EVELYN (NPC)",NPC,8023
REGION I,PANGASINAN,SISON,LONE,COUNCILOR,"BILAGOT, REX (LP)",LP,7950
REGION I,PANGASINAN,SUAL,LONE,COUNCILOR,"TOMAGOY, JUANITO SR. (NPC)",NPC,9612
REGION I,PANGASINAN,SUAL,LONE,COUNCILOR,"CABURAO, JUNEL (NPC)",NPC,9531
REGION I,PANGASINAN,SUAL,LONE,COUNCILOR,"OSANA, ALEX (NPC)",NPC,9407
REGION I,PANGASINAN,SUAL,LONE,COUNCILOR,"EDROSOLAN, RAYMUNDO (NPC)",NPC,9191
REGION I,PANGASINAN,SUAL,LONE,COUNCILOR,"TABOY, GODFREY (NPC)",NPC,8543
REGION I,PANGASINAN,SUAL,LONE,COUNCILOR,"PEÑANUEVA, DOODS (NPC)",NPC,7550
REGION I,PANGASINAN,SUAL,LONE,COUNCILOR,"VINLUAN, DANILO (IND)",IND,6549
REGION I,PANGASINAN,SUAL,LONE,COUNCILOR,"MILLAN, MIKELMAX (NPC)",NPC,6480
REGION I,PANGASINAN,TAYUG,LONE,COUNCILOR,"TANDOC, EDSON (IND)",IND,12591
REGION I,PANGASINAN,TAYUG,LONE,COUNCILOR,"FONACIER, ROLAND (NPC)",NPC,11607
REGION I,PANGASINAN,TAYUG,LONE,COUNCILOR,"VIDAL, ROMEO (NPC)",NPC,11334
REGION I,PANGASINAN,TAYUG,LONE,COUNCILOR,"ADLOC, JERRY (NPC)",NPC,11218
REGION I,PANGASINAN,TAYUG,LONE,COUNCILOR,"CALIMLIM, CLARISSA (NPC)",NPC,10633
REGION I,PANGASINAN,TAYUG,LONE,COUNCILOR,"CASIO, MARIA (NPC)",NPC,9564
REGION I,PANGASINAN,TAYUG,LONE,COUNCILOR,"ALLAS, ALGODO (IND)",IND,9005
REGION I,PANGASINAN,TAYUG,LONE,COUNCILOR,"CABIGAS, LIBERATO (NPC)",NPC,8457
REGION I,PANGASINAN,UMINGAN,LONE,COUNCILOR,"TADEO, CHRIS EVERT (NPC)",NPC,21453
REGION I,PANGASINAN,UMINGAN,LONE,COUNCILOR,"FERNANDEZ, SIANN (LP)",LP,17201
REGION I,PANGASINAN,UMINGAN,LONE,COUNCILOR,"NOBLE, DANEKING (NPC)",NPC,16891
REGION I,PANGASINAN,UMINGAN,LONE,COUNCILOR,"TUMBOCON, EDGAR RAFAEL (NPC)",NPC,16832
REGION I,PANGASINAN,UMINGAN,LONE,COUNCILOR,"GALLEGUEZ, CESARIO (NPC)",NPC,15232
REGION I,PANGASINAN,UMINGAN,LONE,COUNCILOR,"NAVALTA, WELLY (NPC)",NPC,15038
REGION I,PANGASINAN,UMINGAN,LONE,COUNCILOR,"PAZ, JAY AR (LP)",LP,13911
REGION I,PANGASINAN,UMINGAN,LONE,COUNCILOR,"ONIA, PILLAR (NPC)",NPC,13494
REGION I,PANGASINAN,URBIZTONDO,LONE,COUNCILOR,"DE GUZMAN, DYNA (AKSYON)",AKSYON,13158
REGION I,PANGASINAN,URBIZTONDO,LONE,COUNCILOR,"ESPINOSA, ZENAIDA (AKSYON)",AKSYON,12671
REGION I,PANGASINAN,URBIZTONDO,LONE,COUNCILOR,"BALOLONG, VOLTER (LP)",LP,12527
REGION I,PANGASINAN,URBIZTONDO,LONE,COUNCILOR,"TAMONDONG, EDWIN (LP)",LP,12270
REGION I,PANGASINAN,URBIZTONDO,LONE,COUNCILOR,"TAMONDONG, DANILO (LP)",LP,12035
REGION I,PANGASINAN,URBIZTONDO,LONE,COUNCILOR,"CALUGAY, PEPITO (LP)",LP,11584
REGION I,PANGASINAN,URBIZTONDO,LONE,COUNCILOR,"FRIAS, VICENTE JR. (AKSYON)",AKSYON,10568
REGION I,PANGASINAN,URBIZTONDO,LONE,COUNCILOR,"PALISOC, BRANDY (AKSYON)",AKSYON,9972
REGION I,PANGASINAN,URDANETA,LONE,COUNCILOR,"PARAYNO, JIMMY (IND)",IND,38227
REGION I,PANGASINAN,URDANETA,LONE,COUNCILOR,"PEREZ-NAGUIAT, TET (BISKEG)",BISKEG NA PANGASINAN PARTY,32465
REGION I,PANGASINAN,URDANETA,LONE,COUNCILOR,"GANDIA, JEN (IND)",IND,32351
REGION I,PANGASINAN,URDANETA,LONE,COUNCILOR,"AGSALUD, JIGS (NPC)",NPC,29013
REGION I,PANGASINAN,URDANETA,LONE,COUNCILOR,"PEREZ, TONING (NPC)",NPC,27306
REGION I,PANGASINAN,URDANETA,LONE,COUNCILOR,"SUMERA, HERO (NPC)",NPC,27108
REGION I,PANGASINAN,URDANETA,LONE,COUNCILOR,"VILLANUEVA, DOMING (NPC)",NPC,26539
REGION I,PANGASINAN,URDANETA,LONE,COUNCILOR,"BASCO, JESUS (NPC)",NPC,25948
REGION I,PANGASINAN,VILLASIS,LONE,COUNCILOR,"SISON, NICHOLI JAN LOUIE (NPC)",NPC,19586
REGION I,PANGASINAN,VILLASIS,LONE,COUNCILOR,"RACADIO, MARIO CESAR (UNA)",UNA,19574
REGION I,PANGASINAN,VILLASIS,LONE,COUNCILOR,"TAN, CHERYLL (LAKAS)",LAKAS CMD,17644
REGION I,PANGASINAN,VILLASIS,LONE,COUNCILOR,"COSTALES, NONG (NPC)",NPC,17166
REGION I,PANGASINAN,VILLASIS,LONE,COUNCILOR,"MORDEN, ATTY. JUDITH (LAKAS)",LAKAS CMD,16498
REGION I,PANGASINAN,VILLASIS,LONE,COUNCILOR,"RAFANAN, DOMINGO (LP)",LP,14578
REGION I,PANGASINAN,VILLASIS,LONE,COUNCILOR,"CACAPIT, RICHIE (NPC)",NPC,11716
REGION I,PANGASINAN,VILLASIS,LONE,COUNCILOR,"SISON, FELIX FERDINAND (NPC)",NPC,11627
REGION IV A,QUEZON,AGDANGAN,LONE,COUNCILOR,"TAPAN, DONALD (IND)",IND,3754
REGION IV A,QUEZON,AGDANGAN,LONE,COUNCILOR,"SALVADOR, CARLO (NUP)",NUP,3353
REGION IV A,QUEZON,AGDANGAN,LONE,COUNCILOR,"ABELLANOSA, CARLO (UNA)",UNA,3220
REGION IV A,QUEZON,AGDANGAN,LONE,COUNCILOR,"SALVATIERRA, MARIO (NUP)",NUP,3201
REGION IV A,QUEZON,AGDANGAN,LONE,COUNCILOR,"SIUDAD, BOYET (NUP)",NUP,3100
REGION IV A,QUEZON,AGDANGAN,LONE,COUNCILOR,"CONCHADA, AWIN (NUP)",NUP,2986
REGION IV A,QUEZON,AGDANGAN,LONE,COUNCILOR,"VILLARUEL, MELY (UNA)",UNA,2653
REGION IV A,QUEZON,AGDANGAN,LONE,COUNCILOR,"MESTIOLA, SIR JUN (LP)",LP,2521
REGION IV A,QUEZON,ALABAT,LONE,COUNCILOR,"HIRANG, JORGE ROITO JR. (IND)",IND,5162
REGION IV A,QUEZON,ALABAT,LONE,COUNCILOR,"LAYOSA, IRENEO JR. (IND)",IND,3653
REGION IV A,QUEZON,ALABAT,LONE,COUNCILOR,"HERVERA, WENCHITA (NPC)",NPC,3319
REGION IV A,QUEZON,ALABAT,LONE,COUNCILOR,"ARQUIZA, KUPING (NPC)",NPC,3273
REGION IV A,QUEZON,ALABAT,LONE,COUNCILOR,"SASIS, PATRICIO JR. (IND)",IND,3161
REGION IV A,QUEZON,ALABAT,LONE,COUNCILOR,"SORIANO, JUANITO (NPC)",NPC,3121
REGION IV A,QUEZON,ALABAT,LONE,COUNCILOR,"ESPAÑOLA, LIDIO (NP)",NP,3007
REGION IV A,QUEZON,ALABAT,LONE,COUNCILOR,"MESA, REDEN (IND)",IND,2859
REGION IV A,QUEZON,ATIMONAN,LONE,COUNCILOR,"SANTANDER, ELMER (LP)",LP,12277
REGION IV A,QUEZON,ATIMONAN,LONE,COUNCILOR,"VELASCO, RIZALDY (IND)",IND,11967
REGION IV A,QUEZON,ATIMONAN,LONE,COUNCILOR,"SANTANDER, NESTOR (NUP)",NUP,11807
REGION IV A,QUEZON,ATIMONAN,LONE,COUNCILOR,"LIM, LALA (NUP)",NUP,11766
REGION IV A,QUEZON,ATIMONAN,LONE,COUNCILOR,"MAGTIBAY, SIR ROLLY (IND)",IND,11531
REGION IV A,QUEZON,ATIMONAN,LONE,COUNCILOR,"TAMAYO, MARIA AURORA (UNA)",UNA,8319
REGION IV A,QUEZON,ATIMONAN,LONE,COUNCILOR,"LAUDE, NESTOR (NPC)",NPC,8089
REGION IV A,QUEZON,ATIMONAN,LONE,COUNCILOR,"PESIGAN, MERLY (NPC)",NPC,7958
REGION IV A,QUEZON,BUENAVISTA,LONE,COUNCILOR,"CAWA, NOEL (UNA)",UNA,6305
REGION IV A,QUEZON,BUENAVISTA,LONE,COUNCILOR,"ANONUEVO, JORGE (UNA)",UNA,6157
REGION IV A,QUEZON,BUENAVISTA,LONE,COUNCILOR,"UY, WILLIAM (UNA)",UNA,6135
REGION IV A,QUEZON,BUENAVISTA,LONE,COUNCILOR,"MARASIGAN, NENETH (NUP)",NUP,5925
REGION IV A,QUEZON,BUENAVISTA,LONE,COUNCILOR,"GENEBLAZO, KAPITAN MIKE (IND)",IND,5826
REGION IV A,QUEZON,BUENAVISTA,LONE,COUNCILOR,"RECTO, ROLANDO (AKBYN)",AKBAYAN,5647
REGION IV A,QUEZON,BUENAVISTA,LONE,COUNCILOR,"RICAMORA, JAICA (LAKAS)",LAKAS CMD,5485
REGION IV A,QUEZON,BUENAVISTA,LONE,COUNCILOR,"DOSTO, BIDDY BD (LAKAS)",LAKAS CMD,5443
REGION IV A,QUEZON,BURDEOS,LONE,COUNCILOR,"CUERDO, ALICE (NPC)",NPC,4116
REGION IV A,QUEZON,BURDEOS,LONE,COUNCILOR,"PORTILLO, ESMENIA (NUP)",NUP,3206
REGION IV A,QUEZON,BURDEOS,LONE,COUNCILOR,"UNGRIANO, DANILO (NUP)",NUP,3092
REGION IV A,QUEZON,BURDEOS,LONE,COUNCILOR,"SUPLIDO, SUPLI (LP)",LP,3048
REGION IV A,QUEZON,BURDEOS,LONE,COUNCILOR,"AYUSO, HAIDE (NPC)",NPC,2998
REGION IV A,QUEZON,BURDEOS,LONE,COUNCILOR,"MORGA, JORGE (LP)",LP,2962
REGION IV A,QUEZON,BURDEOS,LONE,COUNCILOR,"TURGO, AMA (LP)",LP,2857
REGION IV A,QUEZON,BURDEOS,LONE,COUNCILOR,"AZAS-BANTUCAN, CHRISTA MAY (NUP)",NUP,2693
REGION IV A,QUEZON,CALAUAG,LONE,COUNCILOR,"DELA CRUZ, LEAH (NUP)",NUP,17073
REGION IV A,QUEZON,CALAUAG,LONE,COUNCILOR,"JOSON, CONSTANTINO (NUP)",NUP,12147
REGION IV A,QUEZON,CALAUAG,LONE,COUNCILOR,"ROSAS, JUN (NPC)",NPC,12145
REGION IV A,QUEZON,CALAUAG,LONE,COUNCILOR,"PANGANIBAN, NOEL (NUP)",NUP,11484
REGION IV A,QUEZON,CALAUAG,LONE,COUNCILOR,"EDUARTE, OLA (NPC)",NPC,11432
REGION IV A,QUEZON,CALAUAG,LONE,COUNCILOR,"CEMANES, BONG (NPC)",NPC,11239
REGION IV A,QUEZON,CALAUAG,LONE,COUNCILOR,"LIM, BAIT (LP)",LP,10403
REGION IV A,QUEZON,CALAUAG,LONE,COUNCILOR,"VILLARUBIA, LEON (NUP)",NUP,9739
REGION IV A,QUEZON,CANDELARIA,LONE,COUNCILOR,"LIWANAG, YNA (NPC)",NPC,24587
REGION IV A,QUEZON,CANDELARIA,LONE,COUNCILOR,"BELEN, BENNY (NPC)",NPC,21633
REGION IV A,QUEZON,CANDELARIA,LONE,COUNCILOR,"DIZON, LYDELLE (LP)",LP,20858
REGION IV A,QUEZON,CANDELARIA,LONE,COUNCILOR,"DE LUNA, MANNY (LP)",LP,20742
REGION IV A,QUEZON,CANDELARIA,LONE,COUNCILOR,"PADILLO, ROD (NPC)",NPC,20602
REGION IV A,QUEZON,CANDELARIA,LONE,COUNCILOR,"LAYGO, AZEL (NPC)",NPC,20355
REGION IV A,QUEZON,CANDELARIA,LONE,COUNCILOR,"MANIEBO, JULIUS (NPC)",NPC,20267
REGION IV A,QUEZON,CANDELARIA,LONE,COUNCILOR,"DE GALA, DARREN (NPC)",NPC,19456
REGION IV A,QUEZON,CATANAUAN,LONE,COUNCILOR,"DE IMUS, JOHN (UNA)",UNA,15864
REGION IV A,QUEZON,CATANAUAN,LONE,COUNCILOR,"CUSTODIO, BOY (NUP)",NUP,15192
REGION IV A,QUEZON,CATANAUAN,LONE,COUNCILOR,"AVILA, TONY (NUP)",NUP,14782
REGION IV A,QUEZON,CATANAUAN,LONE,COUNCILOR,"PALERMO, MICHAEL (NUP)",NUP,14659
REGION IV A,QUEZON,CATANAUAN,LONE,COUNCILOR,"NATIVIDAD, JOY (UNA)",UNA,13460
REGION IV A,QUEZON,CATANAUAN,LONE,COUNCILOR,"MONTANO, BENJAMIN (UNA)",UNA,12990
REGION IV A,QUEZON,CATANAUAN,LONE,COUNCILOR,"FRONDOZA, CONNIE (NUP)",NUP,12799
REGION IV A,QUEZON,CATANAUAN,LONE,COUNCILOR,"CORDERO, TONY (UNA)",UNA,12456
REGION IV A,QUEZON,DOLORES,LONE,COUNCILOR,"ALILIO, DOC JON (NUP)",NUP,4982
REGION IV A,QUEZON,DOLORES,LONE,COUNCILOR,"MILAN, MANDING (NPC)",NPC,4519
REGION IV A,QUEZON,DOLORES,LONE,COUNCILOR,"PATULOT, BINDAY (NPC)",NPC,4500
REGION IV A,QUEZON,DOLORES,LONE,COUNCILOR,"GENEROSO, ERIK (LP)",LP,4183
REGION IV A,QUEZON,DOLORES,LONE,COUNCILOR,"AGBAYA, DAOY (NPC)",NPC,3971
REGION IV A,QUEZON,DOLORES,LONE,COUNCILOR,"BARSOMO, ORLY (LP)",LP,3933
REGION IV A,QUEZON,DOLORES,LONE,COUNCILOR,"TABO, EDWIN (LP)",LP,3777
REGION IV A,QUEZON,DOLORES,LONE,COUNCILOR,"PIONELA, BONG (NPC)",NPC,3683
REGION IV A,QUEZON,GENERAL LUNA,LONE,COUNCILOR,"BATARIANO, LAICA (NUP)",NUP,6168
REGION IV A,QUEZON,GENERAL LUNA,LONE,COUNCILOR,"FLORIDO, CHARO (NUP)",NUP,5249
REGION IV A,QUEZON,GENERAL LUNA,LONE,COUNCILOR,"ATIENZA, ROLAN (NUP)",NUP,5161
REGION IV A,QUEZON,GENERAL LUNA,LONE,COUNCILOR,"SUAREZ, ABBA (UNA)",UNA,4980
REGION IV A,QUEZON,GENERAL LUNA,LONE,COUNCILOR,"AGONCILLO, EMY (UNA)",UNA,4846
REGION IV A,QUEZON,GENERAL LUNA,LONE,COUNCILOR,"SANGALANG, JOSE STENLEE (UNA)",UNA,4307
REGION IV A,QUEZON,GENERAL LUNA,LONE,COUNCILOR,"ODIAME, TOMAS (NUP)",NUP,4301
REGION IV A,QUEZON,GENERAL LUNA,LONE,COUNCILOR,"SALVO, MIGUEL (IND)",IND,4293
REGION IV A,QUEZON,GENERAL NAKAR,LONE,COUNCILOR,"RILLION, MENYOK (NPC)",NPC,7883
REGION IV A,QUEZON,GENERAL NAKAR,LONE,COUNCILOR,"SABIDURIA, BEDEK (NUP)",NUP,7355
REGION IV A,QUEZON,GENERAL NAKAR,LONE,COUNCILOR,"MARQUEZ, AXZEL (NUP)",NUP,7166
REGION IV A,QUEZON,GENERAL NAKAR,LONE,COUNCILOR,"PORTILLO, BOBBY (NUP)",NUP,7147
REGION IV A,QUEZON,GENERAL NAKAR,LONE,COUNCILOR,"VILLAREAL, FABIAN (NUP)",NUP,6729
REGION IV A,QUEZON,GENERAL NAKAR,LONE,COUNCILOR,"SUAVERDEZ, DIEGO (NUP)",NUP,6692
REGION IV A,QUEZON,GENERAL NAKAR,LONE,COUNCILOR,"AVELLANEDA, HERNANDO JR. (NPC)",NPC,6441
REGION IV A,QUEZON,GENERAL NAKAR,LONE,COUNCILOR,"ASTEJADA, ATO (IND)",IND,6318
REGION IV A,QUEZON,GUINAYANGAN,LONE,COUNCILOR,"ARIETA, DORA (LP)",LP,9657
REGION IV A,QUEZON,GUINAYANGAN,LONE,COUNCILOR,"CABRAL, METCHEL (NPC)",NPC,7739
REGION IV A,QUEZON,GUINAYANGAN,LONE,COUNCILOR,"CAMBRONERO, EUGENE (LP)",LP,7696
REGION IV A,QUEZON,GUINAYANGAN,LONE,COUNCILOR,"ABELLADA, MATI (NPC)",NPC,7357
REGION IV A,QUEZON,GUINAYANGAN,LONE,COUNCILOR,"MARANAN, MANO (LP)",LP,7356
REGION IV A,QUEZON,GUINAYANGAN,LONE,COUNCILOR,"ACOB, GILBERT (NPC)",NPC,7061
REGION IV A,QUEZON,GUINAYANGAN,LONE,COUNCILOR,"DUBLOIS, NORMAN (NPC)",NPC,6926
REGION IV A,QUEZON,GUINAYANGAN,LONE,COUNCILOR,"NICOLAS, BONG (LP)",LP,6810
REGION IV A,QUEZON,GUMACA,LONE,COUNCILOR,"CAPISONDA, NOEL (IND)",IND,17787
REGION IV A,QUEZON,GUMACA,LONE,COUNCILOR,"MENDOZA, MARILOU (NUP)",NUP,15362
REGION IV A,QUEZON,GUMACA,LONE,COUNCILOR,"ATIENZA, ARMANDO (NUP)",NUP,13995
REGION IV A,QUEZON,GUMACA,LONE,COUNCILOR,"CANELA, DOTTY (NUP)",NUP,13924
REGION IV A,QUEZON,GUMACA,LONE,COUNCILOR,"BAÑAL, RICO (NUP)",NUP,13760
REGION IV A,QUEZON,GUMACA,LONE,COUNCILOR,"MAGBUHOS, GINA (NUP)",NUP,13569
REGION IV A,QUEZON,GUMACA,LONE,COUNCILOR,"LIBRANDA, EDSEL (NUP)",NUP,13221
REGION IV A,QUEZON,GUMACA,LONE,COUNCILOR,"CASTILLO, GEORDIL (NUP)",NUP,12575
REGION IV A,QUEZON,INFANTA,LONE,COUNCILOR,"RUANTO, L.A. (PDPLBN)",PDP LABAN,10215
REGION IV A,QUEZON,INFANTA,LONE,COUNCILOR,"MANALO, ANINI (LP)",LP,10024
REGION IV A,QUEZON,INFANTA,LONE,COUNCILOR,"UNGRIANO, NONOY (LP)",LP,9882
REGION IV A,QUEZON,INFANTA,LONE,COUNCILOR,"AMERICA, MANNIE (NPC)",NPC,9497
REGION IV A,QUEZON,INFANTA,LONE,COUNCILOR,"AVELLANO, ROLLY (LP)",LP,9176
REGION IV A,QUEZON,INFANTA,LONE,COUNCILOR,"CRISOSTOMO, CALING (LP)",LP,8850
REGION IV A,QUEZON,INFANTA,LONE,COUNCILOR,"POTES, MARLON (LP)",LP,8816
REGION IV A,QUEZON,INFANTA,LONE,COUNCILOR,"SOL, ZENAIDA (LP)",LP,8733
REGION IV A,QUEZON,JOMALIG,LONE,COUNCILOR,"BALINO, TIBO (NUP)",NUP,1356
REGION IV A,QUEZON,JOMALIG,LONE,COUNCILOR,"PATAL, ZERESH (NUP)",NUP,1324
REGION IV A,QUEZON,JOMALIG,LONE,COUNCILOR,"MANLANGIT, CHARITO (LP)",LP,1241
REGION IV A,QUEZON,JOMALIG,LONE,COUNCILOR,"TORCUATOR, WILFREDO (LP)",LP,1198
REGION IV A,QUEZON,JOMALIG,LONE,COUNCILOR,"COMPENDIO, EDERLINA (IND)",IND,1113
REGION IV A,QUEZON,JOMALIG,LONE,COUNCILOR,"LITONG, CANTOY (NUP)",NUP,998
REGION IV A,QUEZON,JOMALIG,LONE,COUNCILOR,"DY, JIMMY (LP)",LP,976
REGION IV A,QUEZON,JOMALIG,LONE,COUNCILOR,"BALINO, ISAGANI (NUP)",NUP,928
REGION IV A,QUEZON,LOPEZ,LONE,COUNCILOR,"OLANDA, ERWIN (NPC)",NPC,18091
REGION IV A,QUEZON,LOPEZ,LONE,COUNCILOR,"RICO, RICKY (LAKAS)",LAKAS CMD,17790
REGION IV A,QUEZON,LOPEZ,LONE,COUNCILOR,"YULDE, ARKIE MANUEL (PDPLBN)",PDP LABAN,17608
REGION IV A,QUEZON,LOPEZ,LONE,COUNCILOR,"ALANO, CASTOR (NPC)",NPC,17458
REGION IV A,QUEZON,LOPEZ,LONE,COUNCILOR,"VERGARA, ALEX (NPC)",NPC,15408
REGION IV A,QUEZON,LOPEZ,LONE,COUNCILOR,"TABIEN, WILLIARD (NPC)",NPC,15215
REGION IV A,QUEZON,LOPEZ,LONE,COUNCILOR,"TAN, CHERRY (NPC)",NPC,13879
REGION IV A,QUEZON,LOPEZ,LONE,COUNCILOR,"CHAN, EDDIE (PDPLBN)",PDP LABAN,12261
REGION IV A,QUEZON,LUCBAN,LONE,COUNCILOR,"TUPAS, ADOLFO (PDPLBN)",PDP LABAN,11540
REGION IV A,QUEZON,LUCBAN,LONE,COUNCILOR,"FALLER, PETRONILO (PDPLBN)",PDP LABAN,10608
REGION IV A,QUEZON,LUCBAN,LONE,COUNCILOR,"SALVATIERRA, ANDAK (NPC)",NPC,10328
REGION IV A,QUEZON,LUCBAN,LONE,COUNCILOR,"ABCEDE, KAKA (NPC)",NPC,10322
REGION IV A,QUEZON,LUCBAN,LONE,COUNCILOR,"VER, JUN (NPC)",NPC,10188
REGION IV A,QUEZON,LUCBAN,LONE,COUNCILOR,"PERMALINO, ALBERT (PDPLBN)",PDP LABAN,9728
REGION IV A,QUEZON,LUCBAN,LONE,COUNCILOR,"MABALOT, BOY (PDPLBN)",PDP LABAN,9518
REGION IV A,QUEZON,LUCBAN,LONE,COUNCILOR,"ARAÑA, AGNES (PDPLBN)",PDP LABAN,9004
REGION IV A,QUEZON,LUCENA,LONE,COUNCILOR,"ALCALA, ANACLETO III (LP)",LP,63795
REGION IV A,QUEZON,LUCENA,LONE,COUNCILOR,"ABCEDE, SUNSHINE (LP)",LP,58476
REGION IV A,QUEZON,LUCENA,LONE,COUNCILOR,"NOCHE, WILLIAM (LP)",LP,56943
REGION IV A,QUEZON,LUCENA,LONE,COUNCILOR,"ALEJANDRINO, BOYET (LP)",LP,55500
REGION IV A,QUEZON,LUCENA,LONE,COUNCILOR,"TALAGA, RAMIL (UNA)",UNA,54864
REGION IV A,QUEZON,LUCENA,LONE,COUNCILOR,"PEDRO, MANONG NICK (LP)",LP,54169
REGION IV A,QUEZON,LUCENA,LONE,COUNCILOR,"ZABALLERO, DANILO (LP)",LP,53265
REGION IV A,QUEZON,LUCENA,LONE,COUNCILOR,"BRIZUELA, BENITO (LP)",LP,53001
REGION IV A,QUEZON,MACALELON,LONE,COUNCILOR,"VIDAL, CARMEN (LP)",LP,6564
REGION IV A,QUEZON,MACALELON,LONE,COUNCILOR,"TAN, ARMANDO (LP)",LP,6147
REGION IV A,QUEZON,MACALELON,LONE,COUNCILOR,"ANCA, ROMMEL (LP)",LP,6094
REGION IV A,QUEZON,MACALELON,LONE,COUNCILOR,"BARRETTO, PACITA (LP)",LP,5749
REGION IV A,QUEZON,MACALELON,LONE,COUNCILOR,"ITABLE, MARLYN (UNA)",UNA,5637
REGION IV A,QUEZON,MACALELON,LONE,COUNCILOR,"SISON, WILLY (LP)",LP,5569
REGION IV A,QUEZON,MACALELON,LONE,COUNCILOR,"MOLDON, MARLON (LP)",LP,5512
REGION IV A,QUEZON,MACALELON,LONE,COUNCILOR,"DREZ,  FERDINAND (NUP)",NUP,5452
REGION IV A,QUEZON,MAUBAN,LONE,COUNCILOR,"LLAMAS, MARK RAYMOND (NUP)",NUP,17223
REGION IV A,QUEZON,MAUBAN,LONE,COUNCILOR,"TRINIDAD, MARIVEL (NUP)",NUP,15738
REGION IV A,QUEZON,MAUBAN,LONE,COUNCILOR,"PASAMBA, CESAR (NUP)",NUP,14821
REGION IV A,QUEZON,MAUBAN,LONE,COUNCILOR,"ASTOVEZA, EDGARDO (NUP)",NUP,14110
REGION IV A,QUEZON,MAUBAN,LONE,COUNCILOR,"ALMACEN, DANTE (NUP)",NUP,13869
REGION IV A,QUEZON,MAUBAN,LONE,COUNCILOR,"PASTRANA, MISAEL (NUP)",NUP,12907
REGION IV A,QUEZON,MAUBAN,LONE,COUNCILOR,"APORDO, RICO (NUP)",NUP,12835
REGION IV A,QUEZON,MAUBAN,LONE,COUNCILOR,"MANDRIQUE, ROMEO (NUP)",NUP,12222
REGION IV A,QUEZON,MULANAY,LONE,COUNCILOR,"CASTILLEJA, JAY (LP)",LP,12919
REGION IV A,QUEZON,MULANAY,LONE,COUNCILOR,"PINEDA, OTE (LP)",LP,11795
REGION IV A,QUEZON,MULANAY,LONE,COUNCILOR,"SEBUC, EDDIE (LP)",LP,11561
REGION IV A,QUEZON,MULANAY,LONE,COUNCILOR,"RODELAS, ATONIO (LP)",LP,10956
REGION IV A,QUEZON,MULANAY,LONE,COUNCILOR,"ACAR, GINA (NUP)",NUP,10877
REGION IV A,QUEZON,MULANAY,LONE,COUNCILOR,"AGUIRRE-ADAO, TINAN (NUP)",NUP,10858
REGION IV A,QUEZON,MULANAY,LONE,COUNCILOR,"FUERTE, ISIDRO (LP)",LP,10192
REGION IV A,QUEZON,MULANAY,LONE,COUNCILOR,"DIAZ, SERVILLANO (LP)",LP,9978
REGION IV A,QUEZON,PADRE BURGOS,LONE,COUNCILOR,"AMITH, EDONNA (LP)",LP,4919
REGION IV A,QUEZON,PADRE BURGOS,LONE,COUNCILOR,"TATLONGHARI, ANTHONY (LP)",LP,4498
REGION IV A,QUEZON,PADRE BURGOS,LONE,COUNCILOR,"HONTIVEROS, CYRESS (NUP)",NUP,4369
REGION IV A,QUEZON,PADRE BURGOS,LONE,COUNCILOR,"PASIA, HACKETT (LAKAS)",LAKAS CMD,4203
REGION IV A,QUEZON,PADRE BURGOS,LONE,COUNCILOR,"PANGANIBAN, ABA (LP)",LP,3909
REGION IV A,QUEZON,PADRE BURGOS,LONE,COUNCILOR,"DUMANGGAS, ENCIONG (LAKAS)",LAKAS CMD,3639
