Year,Position,Last,Given,Sex
2004,COUNCILOR,GONTIÑAS,JELITO,M
2004,COUNCILOR,TAGOC,MARIE,F
2004,COUNCILOR,LIQUIT,OLIMPIO,M
2004,MAYOR,LIM,MARIA,F
2004,VICE MAYOR,LIM,FELIX,M
2004,COUNCILOR,CASTIL,HERMENEGILDO,M
2004,COUNCILOR,KUIZON,NESTOR,M
2004,COUNCILOR,LOMPOT,NECITAS,F
2004,COUNCILOR,CABUG-OS,EPIFANIA,F
2004,COUNCILOR,VASQUEZ,LELIA,F
2004,COUNCILOR,CADAY,ERALIN,F
2004,COUNCILOR,JAPON,FEDERICO,M
2004,COUNCILOR,AVENDULA,JESUS,M
2004,MAYOR,ASARES,LORRAINE,F
2004,VICE MAYOR,YUBOC,DIEGO,M
2004,COUNCILOR,DAGAMI,ROLANDO,M
2004,COUNCILOR,GAMUTAN,SAMSON,M
2004,COUNCILOR,RAMISO,DIONISIO,M
2004,COUNCILOR,GLORIA,SULPICIO,M
2004,COUNCILOR,ENGAÑO,MALAQUIAS,M
2004,COUNCILOR,MULIG,JUANITO,M
2004,COUNCILOR,TILAON,ULGA,F
2004,COUNCILOR,ALERIA,PEDRO,M
2004,MAYOR,MORTERA,VIRGILIO,M
2004,VICE MAYOR,FLORES,FEDERICO,M
2004,COUNCILOR,MERCADO,ARTURO,M
2004,COUNCILOR,ALVENIZ,APOLONIO,M
2004,COUNCILOR,LEE,JERRY,M
2004,COUNCILOR,OROZCO,EDITH,F
2004,COUNCILOR,OUANO,VALENTIN,M
2004,COUNCILOR,NOMBRADO,LINDY,F
2004,COUNCILOR,LAUDE,FELY,F
2004,COUNCILOR,LABAO,NORMA,F
2004,MAYOR,MEJIA,VIRGINIA,F
2004,VICE MAYOR,CULPA,FIEL,F
2004,COUNCILOR,YU,WILLIAM,M
2004,COUNCILOR,LUBANG,FLORENTINO,M
2004,COUNCILOR,GUIAS,FIDEL,M
2004,COUNCILOR,VIRTUDAZO,JULITA,F
2004,COUNCILOR,CLERIGO,FLORENCIO,M
2004,COUNCILOR,DUDANG,NELIA,F
2004,COUNCILOR,SAJOL,ERMALITA,F
2004,COUNCILOR,BAGTASOS,BARTOLOME,M
2004,MAYOR,TOMOL,MARTIN,M
2004,VICE MAYOR,LABRADOR,MANUEL,M
2004,COUNCILOR,HONOR,RUFINA,F
2004,COUNCILOR,SINAHON,LEVI,M
2004,COUNCILOR,CAPANGPANGAN,INDEPENDENCIO,M
2004,COUNCILOR,HONOR,ROBERTO,M
2004,COUNCILOR,MAKILING,CONSTANCIO,M
2004,COUNCILOR,ANDO,CHARLIE,M
2004,COUNCILOR,GUACA,GENEROSO,M
2004,COUNCILOR,CAPEÑA,ASTAIRE,F
2004,MAYOR,TAN,SHEFFERED,M
2004,VICE MAYOR,RIO,OSCAR,M
2004,COUNCILOR,REGIS,NAPOLEON,M
2004,COUNCILOR,BASILAD,AILEEN,F
2004,COUNCILOR,UY,LEONCIO,M
2004,COUNCILOR,CASIL,ALBERTO,M
2004,COUNCILOR,AUTIDA,JOSE,M
2004,COUNCILOR,OLO,RUFO,M
2004,COUNCILOR,YONG,GIL,M
2004,COUNCILOR,CUALTEROS,MELCHOR,M
2004,MAYOR,ESCAÑO,FELICULA,F
2004,VICE MAYOR,VECINA,CASTRENCE,M
2004,COUNCILOR,TAHUP,NICANOR,M
2004,COUNCILOR,ESCAÑO,GERRY,M
2004,COUNCILOR,SIONA,PACIFICO,M
2004,COUNCILOR,DIZON,ANACLITO,M
2004,COUNCILOR,CALLANO,ILDEFONSO,M
2004,COUNCILOR,AMORA,WILFREDO,M
2004,COUNCILOR,TAMBIS,CIRILO,M
2004,COUNCILOR,MAUNES,MONICO,M
2004,MAYOR,BIEL,LUIS,M
2004,VICE MAYOR,TAN,RODOLFO,M
2004,COUNCILOR,BIEL,LUIS,M
2004,COUNCILOR,YU,SUSAN,F
2004,COUNCILOR,GUEVARA,JACINTO,M
2004,COUNCILOR,NERI,DANILO,M
2004,COUNCILOR,DANS,NIDA,F
2004,COUNCILOR,SALOMON,BARTOLOME,M
2004,COUNCILOR,MON,LOLITA,F
2004,COUNCILOR,EISMA,PEDRITO,M
2004,COUNCILOR,BROWN,RICHARD,M
2004,COUNCILOR,LATIP,ABDULJALAL,M
2004,MAYOR,TABLEZO,ROLANDO,M
2004,VICE MAYOR,LECIAS,SOLOMON,M
2004,COUNCILOR,JAUG,CYPRESS,M
2004,COUNCILOR,MURCIA,JUSTINO,M
2004,COUNCILOR,ANADEO,WILLIAM,M
2004,COUNCILOR,SUMALINOG,ROSENIO,M
2004,COUNCILOR,REGENCIA,PORFERIO,M
2004,COUNCILOR,BAYON,WILLIAM,M
2004,COUNCILOR,MAGALLANES,WILBERTH,M
2004,COUNCILOR,CORDOVA,HERMOGENES,M
2004,MAYOR,ESMALI,GANI,M
2004,VICE MAYOR,SUSON,TEOFILO,M
2004,COUNCILOR,BORRES,DINA,F
2004,COUNCILOR,DACUP,HARIETO,M
2004,COUNCILOR,NERI,HERMICIO,M
2004,COUNCILOR,BACABIS,GERONIMO,M
2004,COUNCILOR,NUÑEZ,DANILO,M
2004,COUNCILOR,SUSON,JOVINA,F
2004,COUNCILOR,BATTAD,RUBEN,M
2004,COUNCILOR,NALUG,JOVER,M
2004,MAYOR,JALOSJOS,DOMINADOR,M
2004,VICE MAYOR,CHAN,PATRI,F
2004,COUNCILOR,ZAMORA,PETE,M
2004,COUNCILOR,BALISADO,HERMOGENES,M
2004,COUNCILOR,CABASAG,RANDY,M
2004,COUNCILOR,AGOLONG,APPLE,F
2004,COUNCILOR,OLARIO,VISITACION,F
2004,COUNCILOR,YORONG,ALEXANDER,M
2004,COUNCILOR,NIELO,ARTEMIO,M
2004,COUNCILOR,JACINTO,EMILIO,M
2004,COUNCILOR,JAMOLOD,EFREN,M
2004,COUNCILOR,CADANO,ARNULFO,M
2004,MAYOR,UY,ROBERTO,M
2004,VICE MAYOR,ANGELES,SENEN,M
2004,COUNCILOR,VELASCO,HORACIO,M
2004,COUNCILOR,CO,PETER,M
2004,COUNCILOR,MEJORADA,ULDARICO,M
2004,COUNCILOR,BARBASO,RAUL,M
2004,COUNCILOR,SOLIVA,ROMULO,M
2004,COUNCILOR,ROMERO,CESAR,M
2004,COUNCILOR,LACAYA,NENITA,F
2004,COUNCILOR,RATIFICAR,ALTON,M
2004,COUNCILOR,NAPIGQUIT,JULUIS,M
2004,COUNCILOR,PINSOY,ROBERTO,M
2004,MAYOR,TE,ERLINDA,F
2004,VICE MAYOR,CABOVERDE,FERDINAND,M
2004,COUNCILOR,LABAD,SAMUEL,M
2004,COUNCILOR,BUHALE,ROBERTO,M
2004,COUNCILOR,MANGAN,URIAS,M
2004,COUNCILOR,GALLEPOSO,MERLINDA,F
2004,COUNCILOR,LAPUT,ULDARICO,M
2004,COUNCILOR,EVARDO,ANTHONY,M
2004,COUNCILOR,CINCO,CECILIO,M
2004,COUNCILOR,ANTAO,EDGAR,M
2004,MAYOR,CARLOTO,PET,F
2004,VICE MAYOR,DALOGDOG,ROSITA,F
2004,COUNCILOR,LUZA,HERMINIO,M
2004,COUNCILOR,JAMANDRON,HERMINIO,M
2004,COUNCILOR,VILLANUEVA,MARCELINO,M
2004,COUNCILOR,TENDERO,GONZALO,M
2004,COUNCILOR,DAGA,ROSENDO,M
2004,COUNCILOR,CABALE,FERLORMINO,M
2004,COUNCILOR,CANDELARIA,MARIANO,M
2004,COUNCILOR,GARZON,ALEJANDRO,M
2004,MAYOR,DALMAN,OLIVEROS,M
2004,VICE MAYOR,MEJORADA,RENE,M
2004,COUNCILOR,AMAHAN,BENJAMIN,M
2004,COUNCILOR,JAKOSALEM,CONSUELO,F
2004,COUNCILOR,DALAM,EDWIN,M
2004,COUNCILOR,FUERZAS,CHARLES,M
2004,COUNCILOR,BIOLANGO,SERGIO,M
2004,COUNCILOR,MERAVELES,GENE,M
2004,COUNCILOR,LABADLABAD,EDUARDO,M
2004,COUNCILOR,AMISTAS,ELENITO,M
2004,MAYOR,CARLOTO,ARNOLD,M
2004,VICE MAYOR,BALILING,EUGENIO,M
2004,COUNCILOR,TAN,DANILO,M
2004,COUNCILOR,ASENTISTA,EFREN,M
2004,COUNCILOR,BALUCAN,JAIME,M
2004,COUNCILOR,LUGSANAY,HERMOGENES,M
2004,COUNCILOR,DUMANGIA,ALBERTO,M
2004,COUNCILOR,PAJO,EULOGIO,M
2004,COUNCILOR,IGOT,HECTOR,M
2004,COUNCILOR,MANAUG,VICENTE,M
2004,MAYOR,EGUIA,PATCHITO,M
2004,VICE MAYOR,WONG,JOSE,M
2004,COUNCILOR,WONG,WILLIE,M
2004,COUNCILOR,VIDALLO,APOLONIO,M
2004,COUNCILOR,TEE,ROGELIO,M
2004,COUNCILOR,KUAN,LUCENA,F
2004,COUNCILOR,AVES,ALBERTO,M
2004,COUNCILOR,LALUYAN,BENJAMIN,M
2004,COUNCILOR,ANDALING,LORETO,M
2004,COUNCILOR,SUMITON,SABINO,M
2004,MAYOR,SULIT,MANUEL,M
2004,VICE MAYOR,ZAMORA,LOWILE,M
2004,COUNCILOR,RAMO,JOELITO,M
2004,COUNCILOR,ZAMORA,ALVIN,M
2004,COUNCILOR,CASIDO,MARFELINA,F
2004,COUNCILOR,ESPARCIA,OLIVA,F
2004,COUNCILOR,ESIC,EFREN,M
2004,COUNCILOR,ARANAS,ESTERLITA,F
2004,COUNCILOR,BULAJAO,NELSON,M
2004,COUNCILOR,SARENAS,JULIUS,M
2004,MAYOR,BALAIS,WILFREDO,M
2004,VICE MAYOR,BRILLANTES,ISABEL,F
2004,COUNCILOR,BUCTUAN,FRANCO,M
2004,COUNCILOR,GALLEPOSO,JOEL,M
2004,COUNCILOR,GO,VIRGILIO,M
2004,COUNCILOR,NALAM,TOMAS,M
2004,COUNCILOR,TANADE,MARITES,F
2004,COUNCILOR,BANGCAYA,SEVERINO,M
2004,COUNCILOR,ROLEDA,ALFIE,M
2004,COUNCILOR,DOMINGO,LILIBETH,F
2004,VICE MAYOR,TORRINO,LUZVIMINDA,F
2004,COUNCILOR,REROMA,ENRIQUE,M
2004,COUNCILOR,GALLO,GERRY,M
2004,COUNCILOR,TENORIO,LOLITO,M
2004,COUNCILOR,UY,VENUS,F
2004,COUNCILOR,LUCHANA,PEDRO,M
2004,COUNCILOR,BOLANDO,PEDRO,M
2004,COUNCILOR,PACARO,GONZALO,M
2004,COUNCILOR,TABOTABO,ERIC,M
2004,MAYOR,CABALLERO,EUGENE,M
2004,VICE MAYOR,CAFE,FELICITO,M
2004,COUNCILOR,ELORTA,PEDRITO,M
2004,COUNCILOR,VILLARIN,GUILBERT,M
2004,COUNCILOR,BERNARDO,GEORGE,M
2004,COUNCILOR,UY,LUCILO,M
2004,COUNCILOR,WINTERS,ENRIQUITA,F
2004,COUNCILOR,BELONO-AC,CASILIANO,M
2004,COUNCILOR,RODA,ROBERT,M
2004,COUNCILOR,LETRAN,FRANCISCO,M
2004,MAYOR,TENORIO,ARTHUR,M
2004,VICE MAYOR,RUCKSTUHL,ELDA,F
2004,COUNCILOR,BOHOL,JENITO,M
2004,COUNCILOR,CO,ROSITA,F
2004,COUNCILOR,LARGO,PAUL,M
2004,COUNCILOR,VERADIO,ERNESTO,M
2004,COUNCILOR,AGUAVIVA,MARILOU,F
2004,COUNCILOR,LIGORO,PERLITA,F
2004,COUNCILOR,MORELOS,JOSE,M
2004,COUNCILOR,ROSAL,ANTONIO,M
2004,MAYOR,SABANDAL,RICARDO,M
2004,VICE MAYOR,BOCAR,NICASIO,M
2004,COUNCILOR,HAMOY,CENESIO,M
2004,COUNCILOR,JAUCULAN,GUALBERTO,M
2004,COUNCILOR,PROTACIO,NESTOR,M
2004,COUNCILOR,SORRONDA,SATURNINO,M
2004,COUNCILOR,GALAN,ROGELIO,M
2004,COUNCILOR,TAGALA,VIRGILIO,M
2004,COUNCILOR,ICAO,ALBERTO,M
2004,COUNCILOR,ROSAL,NICOLAS,M
2004,MAYOR,OLVIS,ANACLETO,M
2004,VICE MAYOR,CABIGON,FERNANDO,M
2004,COUNCILOR,OLVIS,EVAN,M
2004,COUNCILOR,ATAD,LEOPOLDO,M
2004,COUNCILOR,PANER,SILVINO,M
2004,COUNCILOR,OTUD,FELMAR,M
2004,COUNCILOR,ZORILLA,REX,M
2004,COUNCILOR,OLVIS,RICKY,M
2004,COUNCILOR,MAGTUBA,BERNARDO,M
2004,COUNCILOR,ADARO,JUSSAC,M
2004,MAYOR,FERAS,CARLITO,M
2004,VICE MAYOR,AGATEP,DIONISIO,M
2004,COUNCILOR,ALBERTO,LEONOR,F
2004,COUNCILOR,LEGARA,RUMAR,M
2004,COUNCILOR,ELUMBARING,ALFREDO,M
2004,COUNCILOR,RENGQUIJO,ISMAEL,M
2004,COUNCILOR,YBAÑEZ,AUGUSTUS,M
2004,COUNCILOR,CARBONEL,CELESTINE,F
2004,COUNCILOR,CERIALES,EDGAR,M
2004,COUNCILOR,CORDERO,ERWIN,M
2004,MAYOR,CATANE,GABRIEL,M
2004,VICE MAYOR,MANIGSACA,ROSELLER,M
2004,COUNCILOR,LIGAN,JAIME,M
2004,COUNCILOR,MAH,FLORENTINO,M
2004,COUNCILOR,SARANDAL,MARCIAL,M
2004,COUNCILOR,CATANE,JOHN,M
2004,COUNCILOR,BUENO,BIENVENIDO,M
2004,COUNCILOR,DESCALLAR,GUADALUPE,F
2004,COUNCILOR,TAYRUS,JESUS,M
2004,COUNCILOR,CULANAG,LOPE,M
2004,MAYOR,LIM,JESUS,M
2004,VICE MAYOR,BAGUIO,ELIAS,M
2004,COUNCILOR,LITERATUS,GERARDO,M
2004,COUNCILOR,GUMERA,ALFONSO,M
2004,COUNCILOR,BALUCOS,JONATHAN,M
2004,COUNCILOR,SALDIA,ALLAN,M
2004,COUNCILOR,DIALO,SALATIEL,M
2004,COUNCILOR,LIM,VICTORIANO,M
2004,COUNCILOR,SALDIA,EDGAR,M
2004,COUNCILOR,PLOGIMON,DANILO,M
2004,MAYOR,MAGSALAY,AUGUSTINES,M
2004,VICE MAYOR,ANTIQUINA,ROEL,M
2004,COUNCILOR,LANTICSE,LONGENUS,M
2004,COUNCILOR,CLAMOHOY,RUDYLMARK,M
2004,COUNCILOR,BONGCAWIL,PRIMITIVO,M
2004,COUNCILOR,PAALISBO,WILMER,M
2004,COUNCILOR,ANDILAB,EPIE,M
2004,COUNCILOR,PALOMARES,TEOFILO,M
2004,COUNCILOR,AGEAS,PRUDENCIO,M
2004,COUNCILOR,MAGSALAY,RICHARD,M
2004,MAYOR,SIASICO,ABUNDIO,M
2004,VICE MAYOR,MELINDO,EPHRAIM,M
2004,COUNCILOR,ROMERO,OLIVER,M
2004,COUNCILOR,GAYAPA,FELIZARDO,M
2004,COUNCILOR,NALZARO,LIBERATO,M
2004,COUNCILOR,ATAY,OLIVER,M
2004,COUNCILOR,ZAPATOS,ESTRELLA,F
2004,COUNCILOR,LIMBANG,INOCENCIO,M
2004,COUNCILOR,BACULPO,SAMUEL,M
2004,COUNCILOR,DOMINISE,RUDY,M
2004,MAYOR,EDDING,NORBI,M
2004,VICE MAYOR,MAHAMOD,LAUREL,M
2004,COUNCILOR,CARIL,HANNIBAL,M
2004,COUNCILOR,LALIYAH,LALAO,M
2004,COUNCILOR,TANGKAPA,AMBALI,M
2004,COUNCILOR,HUSSIN,GAPHUR,M
2004,COUNCILOR,MANDI,JOMAR,M
2004,COUNCILOR,MUNDING,MANSUR,M
2004,COUNCILOR,AMA,HJA.,F
2004,COUNCILOR,TANGKAPA,ALONTO,M
2004,MAYOR,TOLENTINO,LOLITA,F
2004,VICE MAYOR,QUIÑONES,ARSENIO,M
2004,COUNCILOR,CALUNSAG,ARMANDO,M
2004,COUNCILOR,CAIDIC,EUFRACIO,M
2004,COUNCILOR,AGEAS,WILSON,M
2004,COUNCILOR,RECAMARA,ISAGANI,M
2004,COUNCILOR,ONDONG,MELVIN,M
2004,COUNCILOR,QUIÑONES,REMLANY,F
2004,COUNCILOR,LAGUDAS,GERLINO,M
2004,COUNCILOR,GORDUBE,FORTUNATO,M
2004,MAYOR,LLORENTE,CRESENTE,M
2004,VICE MAYOR,MACIAS,BERT,M
2004,COUNCILOR,MATABALAN,WILMA,F
2004,COUNCILOR,SY,NILO,M
2004,COUNCILOR,YANO,IÑIGO,M
2004,COUNCILOR,JAGONIO,BESS,F
2004,COUNCILOR,ALCORIN,PATSENO,M
2004,COUNCILOR,HINAMPAS,TEODORO,M
2004,COUNCILOR,SIA,RONALD,M
2004,COUNCILOR,YU,JESUS,M
2004,MAYOR,SORIANO,CEASAR,M
2004,VICE MAYOR,MICUBO,ANDRES,M
2004,COUNCILOR,LUCAS,LUNIE,M
2004,COUNCILOR,CARDENAS,ROSALIO,M
2004,COUNCILOR,ARABI,EMIR,M
2004,COUNCILOR,GARCIA,JOSEPH,M
2004,COUNCILOR,LOBRIGAS,JULIUS,M
2004,COUNCILOR,SORIANO,CONSTANTINO,M
2004,COUNCILOR,DANDUH,BOSLON,M
2004,COUNCILOR,TOLENTINO,INOCENCIO,M
2004,MAYOR,CARIÑO,ROMEO,M
2004,VICE MAYOR,WAHID,NOLIDIA,F
2004,COUNCILOR,FELIZARTA,JAIME,M
2004,COUNCILOR,CARIÑO,ANECITA,F
2004,COUNCILOR,AKIB,JERAND,M
2004,COUNCILOR,LIM,RAMON,M
2004,COUNCILOR,SINET,REMEGIO,M
2004,COUNCILOR,MUDJALLA,SALIP,M
2004,COUNCILOR,VILLALOBOS,VENANCIO,M
2004,COUNCILOR,SALASALA,JULKIE,M
2004,MAYOR,CARLOTO,ANGELES,M
2004,VICE MAYOR,MALICAY,ALFREDO,M
2004,COUNCILOR,CABARRUBIAS,LEONARDO,M
2004,COUNCILOR,BOMEDIANO,ENRIQUIETA,F
2004,COUNCILOR,BULAQUEÑA,JOSEPH,M
2004,COUNCILOR,MALAZARTE,ARMANDO,M
2004,COUNCILOR,EISMA,RENATO,M
2004,COUNCILOR,VIDAL,ALEXANDER,M
2004,COUNCILOR,TAYOG,FLORITA,F
2004,COUNCILOR,CLAMOHOY,WALTER,M
2004,MAYOR,CABAHUG,ENRIQUE,M
2004,VICE MAYOR,LAGARE,MATIAS,M
2004,COUNCILOR,VERCEDE,AQUILINA,F
2004,COUNCILOR,PALMA,EMMANUEL,M
2004,COUNCILOR,ANOLING,CORNELIO,M
2004,COUNCILOR,DONGALLO,JERECHO,M
2004,COUNCILOR,TAPORCO,FELICITO,M
2004,COUNCILOR,QUIÑO,FLAVIANA,F
2004,COUNCILOR,BALDESCO,ROMEO,M
2004,COUNCILOR,GODOY,ALLAN,M
2004,MAYOR,GUERRERO,MARY,F
2004,VICE MAYOR,ANLAP,PEDRO,M
2004,COUNCILOR,MATIAS,CELSO,M
2004,COUNCILOR,CABERTE,BALTAZAR,M
2004,COUNCILOR,GODIN,ROMUALDO,M
2004,COUNCILOR,SARNO,ALEJANDRO,M
2004,COUNCILOR,MAALA,AQUILINO,M
2004,COUNCILOR,RODRIGUEZ,NORELYN,F
2004,COUNCILOR,AMOR,SATURNINO,M
2004,COUNCILOR,GADAINGAN,JOSE,M
2004,MAYOR,BAYA,MARIA,F
2004,VICE MAYOR,CARBERO,BENNY,M
2004,COUNCILOR,BONGA,PUTI,M
2004,COUNCILOR,BAYA,EDMUND,M
2004,COUNCILOR,DRIS,CAUTING,M
2004,COUNCILOR,DURAN,ROLLY,M
2004,COUNCILOR,LOMOCSO,OLIMPIO,M
2004,COUNCILOR,POLLESCAS,FE,F
2004,COUNCILOR,TAUG,UDTOG,M
2004,COUNCILOR,BONGA,PINKE,M
2004,MAYOR,ASOY,WILFREDO,M
2004,VICE MAYOR,MAULANA,ABDULBASIT,M
2004,COUNCILOR,ANDI,MUJAHID,M
2004,COUNCILOR,LAMPARAS,FATIMA,F
2004,COUNCILOR,KUMPA,ABDULA,M
2004,COUNCILOR,ASOY,WILFREDO,M
2004,COUNCILOR,CANALIJA,ALLAN,M
2004,COUNCILOR,AMBOL,ABDULBASIT,M
2004,COUNCILOR,DEL SOCORRO,VIRGILIO,M
2004,COUNCILOR,CAGAS,GUILLERMA,F
2004,MAYOR,FAMOR,EUTIQUIO,M
2004,VICE MAYOR,MANN,JOSEPHINE,F
2004,COUNCILOR,MONTEALTO,FILGER,M
2004,COUNCILOR,ALFEREZ,AURELIO,M
2004,COUNCILOR,LIGAN,FRANCISCO,M
2004,COUNCILOR,DELACRUZ,HERNAN,M
2004,COUNCILOR,PAGLINAWAN,SOLEDAD,F
2004,COUNCILOR,YUKOYA,PERLITA,F
2004,COUNCILOR,BACORRO,LOPE,M
2004,COUNCILOR,BUHAWE,LUNEL,M
2004,MAYOR,JAMERO,EDGARDO,M
2004,VICE MAYOR,PACALIOGA,NACIANCENO,M
2004,COUNCILOR,PACULABA,ONOFRE,M
2004,COUNCILOR,DELA TORRE,NITA,F
2004,COUNCILOR,LIM,JEREMIAS,M
2004,COUNCILOR,REAL,DONALD,M
2004,COUNCILOR,GINGCO,DOMINGO,M
2004,COUNCILOR,OCLARET,TEOFILO,M
2004,COUNCILOR,MORPOS,MICHAEL,M
2004,COUNCILOR,RETES,DEXTER,M
2004,MAYOR,ORAIZ,FRANCISCO,M
2004,VICE MAYOR,CAJETA,VICENTE,M
2004,COUNCILOR,CAJETA,PONCIANO,M
2004,COUNCILOR,FAMOR,ROLANDO,M
2004,COUNCILOR,VILLARTA,GILBERT,M
2004,COUNCILOR,PACIOL,GEMMYNADOR,M
2004,COUNCILOR,RAMAS,ELMER,M
2004,COUNCILOR,JERUSALEM,RANEL,M
2004,COUNCILOR,TAGALOGUIN,ARNOLD,M
2004,COUNCILOR,VISMANOS,VICENTE,M
2004,MAYOR,MAG-USARA,JULLENDO,M
2004,VICE MAYOR,CAGOD,CARLITO,M
2004,COUNCILOR,LIBRE,JAIME,M
2004,COUNCILOR,DALION,HELENA,F
2004,COUNCILOR,FLORES,PERLY,M
2004,COUNCILOR,MAHINAY,YOLANDO,M
2004,COUNCILOR,FLORIDA,ROLANDO,M
2004,COUNCILOR,JAICTEN,BENJAMIN,M
2004,COUNCILOR,CELIZ,CONCHITA,F
2004,COUNCILOR,BERSAGA,MANUEL,M
2004,MAYOR,DAMAS,ALLAN,M
2004,VICE MAYOR,DACULA,TATO,M
2004,COUNCILOR,DAKULA,TITA,F
2004,COUNCILOR,SALVA,EUGENIO,M
2004,COUNCILOR,GABAS,ROGELIO,M
2004,COUNCILOR,RAMOS,RUDY,M
2004,COUNCILOR,BIACO,MANUEL,M
2004,COUNCILOR,APAO,LUDY,F
2004,COUNCILOR,ESTRADA,PERSENIO,M
2004,COUNCILOR,DORMITORIO,RANIEL,M
2004,MAYOR,AFDAL-NANDANG,ABUBAKAR,M
2004,VICE MAYOR,RELACION,EDUARDO,M
2004,COUNCILOR,FLORENDO,HOPE,F
2004,COUNCILOR,BULAWIN,LEO,M
2004,COUNCILOR,TAPODOC,MOHALIDEN,M
2004,COUNCILOR,ALAM,SUKARNO,M
2004,COUNCILOR,PASCUA,GABRIEL,M
2004,COUNCILOR,AMBAG,BAHNARIN,M
2004,COUNCILOR,UNGAD,IBRAHIM,M
2004,COUNCILOR,SINDATOC,ZACARIA,M
2004,MAYOR,MIRRAR,DOMINGO,M
2004,VICE MAYOR,AGAD,MARCELINA,F
2004,COUNCILOR,POLINAR,ROGER,M
2004,COUNCILOR,CIMAFRANCA,JEANETTE,F
2004,COUNCILOR,UNSANG,MELO,M
2004,COUNCILOR,LUSAYAN,ELVIN,M
2004,COUNCILOR,LOOC,ALBERTINO,M
2004,COUNCILOR,GALGAN,FLORIANO,M
2004,COUNCILOR,PANO,CARLITO,M
2004,COUNCILOR,DURAN,GIL,M
2004,MAYOR,SULONG,CESAR,M
2004,VICE MAYOR,SULONG,JOEL,M
2004,COUNCILOR,DUHAYLONGSOD,JOEL,M
2004,COUNCILOR,FERNANDEZ,VICENTE,M
2004,COUNCILOR,SULONG,ANDY,M
2004,COUNCILOR,LUSAY,SARAH,F
2004,COUNCILOR,TAN,ROWE,M
2004,COUNCILOR,SIBUYAN,ENEDY,M
2004,COUNCILOR,ISMAEL,NASRUDDIN,M
2004,COUNCILOR,SIGBA,ALEJO,M
2004,MAYOR,FANILAG,PAULINO,M
2004,VICE MAYOR,ESPINA,LORNA,F
2004,COUNCILOR,FUENTES,TEOFILO,M
2004,COUNCILOR,NAVAL,FELPA,F
2004,COUNCILOR,CAPADNGAN,FELIPE,M
2004,COUNCILOR,EDULLANTES,JAIME,M
2004,COUNCILOR,CAYLAN,FELIPE,M
2004,COUNCILOR,APALE,PABLITO,M
2004,COUNCILOR,NOBLEZA,BONIFACIO,M
2004,COUNCILOR,ACLON,TEOTIMO,M
2004,MAYOR,MINOR,GEORGE,M
2004,VICE MAYOR,BERBERIO,HENRY,M
2004,COUNCILOR,GOLEZ,RICKY,M
2004,COUNCILOR,PINTAC,EDWARD,M
2004,COUNCILOR,SAYSON,ROGELIO,M
2004,COUNCILOR,TAN,VIOLETA,F
2004,COUNCILOR,TANO,CATALINO,M
2004,COUNCILOR,BERNARDO,ELSA,F
2004,COUNCILOR,BUCOY,ELIDIO,M
2004,COUNCILOR,PAULO,LOURDES,F
2004,MAYOR,ANGCAP,LEONIDA,F
2004,VICE MAYOR,RAMOS,NORBERTO,M
2004,COUNCILOR,PALONGPALONG,LUIS,M
2004,COUNCILOR,BUGTAY,ROGELIO,M
2004,COUNCILOR,PARAS,ENRIQUE,M
2004,COUNCILOR,MANTOS,PABLO,M
2004,COUNCILOR,SOLIMAN,AGRIPINA,F
2004,COUNCILOR,RAMOS,CHRISTOPHER,M
2004,COUNCILOR,BAOBAO,CASIMERO,M
2004,COUNCILOR,ANDALIB,GAUDIOSO,M
2004,MAYOR,SANIEL,FLAVIO,M
2004,VICE MAYOR,GLEPA,IRENEO,M
2004,COUNCILOR,UY,JONATHAN,M
2004,COUNCILOR,YUNTING,TIMOTEO,M
2004,COUNCILOR,BALIDO,JUDITH,F
2004,COUNCILOR,BAHINTING,ANASTACIO,M
2004,COUNCILOR,SANIEL,EARL,M
2004,COUNCILOR,BERMEJO,LEONILA,F
2004,COUNCILOR,FLORES,JANE,F
2004,COUNCILOR,LUMAPAS,GREGORIO,M
2004,MAYOR,CO,SAMUEL,M
2004,VICE MAYOR,PULMONES,ROMEO,M
2004,COUNCILOR,SANORIA,ALMANDO,M
2004,COUNCILOR,GARCIA,ARNULFO,M
2004,COUNCILOR,BAJAMUNDE,JESUS,M
2004,COUNCILOR,PARAGUYA,MELCHOR,M
2004,COUNCILOR,VILLEGAS,FRANK,M
2004,COUNCILOR,BERSALES,ERIC,M
2004,COUNCILOR,DACAL,CESAR,M
2004,COUNCILOR,AMOR,RUFINO,M
2004,COUNCILOR,ARAO,ESTRELLA,F
2004,MAYOR,YECYEC,JAMES,M
2004,VICE MAYOR,GARBAN,ZOSIMO,M
2004,COUNCILOR,GALBAN,ROEL,M
2004,COUNCILOR,LABOSTRO,REYNALDO,M
2004,COUNCILOR,GARBAN,RICHARD,M
2004,COUNCILOR,LABOSTRO,EFREN,M
2004,COUNCILOR,CABALOG,ISIDRO,M
2004,COUNCILOR,MOJELLO,NOEL,M
2004,COUNCILOR,CASIO,ABELARDO,M
2004,COUNCILOR,BITAL,MAXIMO,M
2004,MAYOR,BULAHAN,PACIFICO,M
2004,VICE MAYOR,BORINAGA,LEONILO,M
2004,COUNCILOR,GONZALES,VERGINITA,F
2004,COUNCILOR,BERAL,DEMETRIO,M
2004,COUNCILOR,SUMAYLO,DIOSDADO,M
2004,COUNCILOR,ARCITE,MARGIE,F
2004,COUNCILOR,BULAHAN,REGIDOR,M
