Year,Position,Last,Given,Sex
2019,COUNCILOR,DENHAM,LYN,F
2019,COUNCILOR,FAJANILBO,JULIE,M
2019,COUNCILOR,TEVES,MYRNA,F
2019,COUNCILOR,SABURAO,FRANCISCO,M
2019,MAYOR,UY,LEONARDO,M
2019,VICE MAYOR,SAYRE,JED,M
2019,COUNCILOR,ILLANA,QUIRINO,M
2019,COUNCILOR,NAMOCOT,ALEX,M
2019,COUNCILOR,CISNEROS,ARMANDO,M
2019,COUNCILOR,GAID,ROBERTO,M
2019,COUNCILOR,BALLANGAN,SHARON,F
2019,COUNCILOR,GALLOGO,LILIAN,F
2019,COUNCILOR,UY,ARNOLD,M
2019,COUNCILOR,JAGONAL,ELMER,M
2019,MAYOR,PEREZ,"ZOSIMO,",M
2019,VICE MAYOR,PEREZ,LILIAN,F
2019,COUNCILOR,MANLAWE,JAY,M
2019,COUNCILOR,GABE,EDDIE,M
2019,COUNCILOR,HATAAS,PATRICIO,M
2019,COUNCILOR,AUGUSTO,ALBERTO,M
2019,COUNCILOR,SAURA,"ADELFO,",M
2019,COUNCILOR,SACABIN,RUED,M
2019,COUNCILOR,CABOLBOL,JUNIOLITO,M
2019,COUNCILOR,BACATAN,DENNIS,M
2019,MAYOR,BUHISAN,REY,M
2019,VICE MAYOR,BUHISAN,CHARLIE,M
2019,COUNCILOR,ABAO,GRACE,F
2019,COUNCILOR,DELOSO,RAVE,M
2019,COUNCILOR,UBA,SANTOS,M
2019,COUNCILOR,BETONIO,MARIO,M
2019,COUNCILOR,MENDOZA,LIJUN,M
2019,COUNCILOR,LADICA,JOSE,M
2019,COUNCILOR,GAMIL,JESSON,M
2019,COUNCILOR,ROXAS,JOHNNYLOU,M
2019,MAYOR,BACULIO,ANTONIO,M
2019,VICE MAYOR,TAN,STEPHEN,M
2019,COUNCILOR,CATIPAY,DANDEN,M
2019,COUNCILOR,MACQUINTO,JAYCEL,F
2019,COUNCILOR,MACACUA,ERIC,M
2019,COUNCILOR,ELY,BERNABE,M
2019,COUNCILOR,TAN,"JESSIE,",M
2019,COUNCILOR,TINOY,PAULINO,M
2019,COUNCILOR,FAELNAR,PETE,M
2019,COUNCILOR,JABLA,LILITH,F
2019,MAYOR,CHAN,DONATO,M
2019,VICE MAYOR,ODCHIGUE,KIM,M
2019,COUNCILOR,ADA,PROCESO,M
2019,COUNCILOR,YAMIT,CHRISTOPHER,M
2019,COUNCILOR,RANQUE,CLEOFE,F
2019,COUNCILOR,MAGALLANES,PAULO,M
2019,COUNCILOR,CORRALES,MELCHOR,M
2019,COUNCILOR,SAGIAHON,"POLICARPO,",M
2019,COUNCILOR,TABAMO,OSCAR,M
2019,COUNCILOR,MABELIN,ALFRAN,M
2019,MAYOR,ROA,DENNIS,M
2019,VICE MAYOR,ROA,JAIME,M
2019,COUNCILOR,ROA,ALLAN,M
2019,COUNCILOR,MACALONG,ERA,F
2019,COUNCILOR,DANDASAN,RAUL,M
2019,COUNCILOR,ACAIN,JOHNLY,M
2019,COUNCILOR,BUHIAN,LEA,F
2019,COUNCILOR,ACERA,FELY,F
2019,COUNCILOR,VELEZ,JUNIE,M
2019,COUNCILOR,MAHINAY,JEFFRY,M
2019,MAYOR,SENO,MAXIMINO,M
2019,VICE MAYOR,NERI,LOUIE,M
2019,COUNCILOR,BAGO,JAYFRANCIS,M
2019,COUNCILOR,MACASARTE,FELIXBERTO,M
2019,COUNCILOR,DAROY,DANILO,M
2019,COUNCILOR,ORTIGOZA,CHIZARINA,F
2019,COUNCILOR,ACTUB,GUILLERMO,M
2019,COUNCILOR,JACALAN,GLEE,M
2019,COUNCILOR,TANGUB,ELIZABETH,F
2019,COUNCILOR,ROBLE,DANTE,M
2019,MAYOR,CAPISTRANO,ANGELO,M
2019,COUNCILOR,ROSTATA,ROY,M
2019,COUNCILOR,GALAMITON,DIANNE,F
2019,COUNCILOR,ZAMBRANO,GLENN,M
2019,COUNCILOR,DEANG,IMELDA,F
2019,COUNCILOR,MANGAY,LORIMER,M
2019,COUNCILOR,CERVANTES,RONALD,M
2019,COUNCILOR,TAGARDA,CANESIO,M
2019,COUNCILOR,ABEJUELA,JACQUELINE,F
2019,MAYOR,MONDIGO,MILDRED,F
2019,VICE MAYOR,LAGBAS,DERRICK,M
2019,COUNCILOR,LAGBAS,IVAN,M
2019,COUNCILOR,ARAGUA,EDISON,M
2019,COUNCILOR,COMETA,MARIA,F
2019,COUNCILOR,NERCUIT,MADONNA,F
2019,COUNCILOR,ANAYRON,MICHELE,M
2019,COUNCILOR,ABCEDE,WILFREDO,M
2019,COUNCILOR,LAGBAS,BENEDICT,M
2019,COUNCILOR,PIOQUINTO,JAIME,M
2019,MAYOR,SABIO,GOMER,M
2019,VICE MAYOR,SABIO,ROBINSON,M
2019,COUNCILOR,ACHAS,ROGER,M
2019,COUNCILOR,ALFANTE,CATHLYN,F
2019,COUNCILOR,CASIÑO,ARTURO,M
2019,COUNCILOR,POMAR,ARMANDO,M
2019,COUNCILOR,EMANO,RANDY,M
2019,COUNCILOR,FACTURA,"IGNACIO,",M
2019,COUNCILOR,VALDEHUESA,FELIPE,M
2019,COUNCILOR,PADUGANAN,AUDIE,M
2019,MAYOR,MASLOG,ROMMEL,M
2019,VICE MAYOR,EPOC,JOSEPH,M
2019,COUNCILOR,TALINES,CIRIACO,M
2019,COUNCILOR,CAGUIL,CRESENCIO,M
2019,COUNCILOR,IFURUNG,CATHERINE,F
2019,COUNCILOR,TARAY,JIMMY,M
2019,COUNCILOR,GONZALES,MAYLENE,F
2019,COUNCILOR,LLAGAS,ANDRES,M
2019,COUNCILOR,AGUILAR,NESTOR,M
2019,COUNCILOR,LLEMIT,RIC,M
2019,MAYOR,UY,JENNIE,F
2019,VICE MAYOR,DAGASUHAN,EDWIN,M
2019,COUNCILOR,CASIÑO,CELSO,M
2019,COUNCILOR,EMANO,JERIC,M
2019,COUNCILOR,BALHON,DIOSDADO,M
2019,COUNCILOR,BANTUG,SHERIZA,F
2019,COUNCILOR,ABEJO,LEONCIO,M
2019,COUNCILOR,BELGADO,NILO,M
2019,COUNCILOR,PERMI,EDGARDO,M
2019,COUNCILOR,JABINIAO,JOVENIL,M
2019,MAYOR,BOLO,LEMA,F
2019,VICE MAYOR,EBDAO,LEVI,M
2019,COUNCILOR,HECHANOVA,RICKY,M
2019,COUNCILOR,ANG,WILFREDO,M
2019,COUNCILOR,CALALAS,ALAN,M
2019,COUNCILOR,CASTILLO,REYNALDO,M
2019,COUNCILOR,BLANCO,JURIC,M
2019,COUNCILOR,PELEGRINO,DANIELO,M
2019,COUNCILOR,SUAREZ-JIMENEZ,HAIDEE,F
2019,COUNCILOR,BANGCASAN,MYREL,F
2019,MAYOR,LIBUANGAN,ANTONIO,M
2019,VICE MAYOR,LIBUANGAN,MARK,M
2019,COUNCILOR,NER,CESAR,M
2019,COUNCILOR,DE LA CRUZ,JAMES,M
2019,COUNCILOR,ABELLANIDA,EMETERIO,M
2019,COUNCILOR,ARAMBALA,ANNA,F
2019,COUNCILOR,LIMLAO,LUCHAYHUA,F
2019,COUNCILOR,JOVITA,CHRISTOPHER,M
2019,COUNCILOR,BORCELAS,ESMERALDO,M
2019,COUNCILOR,BERIDO,JUSTINIANO,M
2019,MAYOR,DAYANGHIRANG,REYNALDO,M
2019,VICE MAYOR,MUÑOZ,HALIMA,F
2019,COUNCILOR,SUAREZ,CARLOS,M
2019,COUNCILOR,OPISAN,NICKY,M
2019,COUNCILOR,MAQUIDATO,GERALDINE,F
2019,COUNCILOR,LABOR,NEIL,M
2019,COUNCILOR,CORPORAL,MERCEDITA,F
2019,COUNCILOR,SALVORO,EDWIN,M
2019,COUNCILOR,MORILLA,EDGARDO,M
2019,COUNCILOR,COSAL,EMILITO,M
2019,MAYOR,RIMANDO,ALVERA,F
2019,VICE MAYOR,RIMANDO,ARTHUR,M
2019,COUNCILOR,SAPILAN,"MARIO,",M
2019,COUNCILOR,RICHA,CESAR,M
2019,COUNCILOR,NERI,MARIA,F
2019,COUNCILOR,ASTILLO,FLORANTE,M
2019,COUNCILOR,SUELTO,CHARLES,M
2019,COUNCILOR,CALZADA,JONATHAN,M
2019,COUNCILOR,PENIDO,JOEL,M
2019,COUNCILOR,ALABA,ROMEO,M
2019,MAYOR,COLINA-VENDIOLA,MARICEL,F
2019,VICE MAYOR,COLINA,CESAR,M
2019,COUNCILOR,YANONG,OSBERHT,M
2019,COUNCILOR,CALUNSAG,GILBERT,M
2019,COUNCILOR,GRAN,JUNNER,M
2019,COUNCILOR,VARONA,ULYSSES,M
2019,COUNCILOR,ALBARICO,ROMEL,M
2019,COUNCILOR,PACETE,MA.,F
2019,COUNCILOR,SALVA,ALBINO,M
2019,COUNCILOR,ALCONTIN,AGNER,M
2019,MAYOR,GONZAGA,RUPERTO,M
2019,VICE MAYOR,GONZAGA,RUPRIO,M
2019,COUNCILOR,APIT,MYRILL,F
2019,COUNCILOR,MEDINA,RAMIL,M
2019,COUNCILOR,LOMANTAS,JURIS,F
2019,COUNCILOR,CUASITO,MANOLITO,M
2019,COUNCILOR,MIRASOL,BOB,M
2019,COUNCILOR,MONLEON,BONIFACIO,M
2019,COUNCILOR,ESTOISTA,ESTRELLA,F
2019,COUNCILOR,TAN,SERVANDO,M
2019,MAYOR,GENTUGAYA,RAMIL,M
2019,VICE MAYOR,GENTUGAYA,JOANNA,F
2019,COUNCILOR,BURGOS,JOCELYN,F
2019,COUNCILOR,TUMAOB,MARLON,M
2019,COUNCILOR,CODILLA,KIMBERLY,F
2019,COUNCILOR,BASAÑES,JOEL,M
2019,COUNCILOR,CENIZA,BRENDO,M
2019,COUNCILOR,MANZANO,RONALD,M
2019,COUNCILOR,CABAG,AVELINO,M
2019,COUNCILOR,SAAVEDRA JR.,ANTONIO,M
2019,MAYOR,JAYECTIN,EUTROPIO,M
2019,VICE MAYOR,RABANOZ,FELIPE,M
2019,COUNCILOR,LUNGTAD,JOEL,M
2019,COUNCILOR,JAYECTIN,EUFEMIA,F
2019,COUNCILOR,BINALANGBANG,ALICE,F
2019,COUNCILOR,ABELITA,ABELARDO,M
2019,COUNCILOR,SANAT,VISITACION,F
2019,COUNCILOR,BASALO,CYREX,M
2019,COUNCILOR,REMEDIOS,SIMPORIANO,M
2019,COUNCILOR,PADERNAL,JOEPET,M
2019,MAYOR,AMATONG,CHELITA,F
2019,VICE MAYOR,BALILI,RODEL,M
2019,COUNCILOR,CABALLERO,CONIE,M
2019,COUNCILOR,ANCLA,CARLO,M
2019,COUNCILOR,MANDIN,JEOVY,F
2019,COUNCILOR,HUMOL,IVI,F
2019,COUNCILOR,ARANGCON,GLENN,M
2019,COUNCILOR,SOTTO,MILA,F
2019,COUNCILOR,SECUYA,FRANCIS,M
2019,COUNCILOR,TAN,DARWIN,M
2019,MAYOR,BALBIN,GERALDFORD,M
2019,VICE MAYOR,PAGALAN,LARIE,M
2019,COUNCILOR,CUALING-BRUA,MAR,F
2019,COUNCILOR,CABUÑAS,NELSON,M
2019,COUNCILOR,BANTAYAN,DAISY,F
2019,COUNCILOR,DIGAYNON,ELFA,F
2019,COUNCILOR,GUILLAR,ALFREDO,M
2019,COUNCILOR,ALDUESO,FRANCISCO,M
2019,COUNCILOR,BALBIN,MERYMARLITH,F
2019,COUNCILOR,RAFOLS,GUMER,M
2019,MAYOR,YUGO,ROBERTO,M
2019,VICE MAYOR,CERVANTES,MADEL,F
2019,COUNCILOR,PANGAY,MES,F
2019,COUNCILOR,SARENAS,JUAN,M
2019,COUNCILOR,DIVINAGRACIA,HAJARAH,F
2019,COUNCILOR,BASADRE,MARIBEL,F
2019,COUNCILOR,DAMIGAN,JOAN,F
2019,COUNCILOR,ELISAN,LUCILLE,F
2019,COUNCILOR,LAWAS,JOHN,M
2019,COUNCILOR,MAQUILAN,RAMIL,M
2019,MAYOR,DAYADAY,EUFRACIO,M
2019,VICE MAYOR,CAMELLO,JOEL,M
2019,COUNCILOR,PANISAL,REYNALDO,M
2019,COUNCILOR,ALMEDA,ALVIN,M
2019,COUNCILOR,MATOBATO,SILVINO,M
2019,COUNCILOR,MONTEROSO,ALAN,M
2019,COUNCILOR,BINASBAS,ROCKY,M
2019,COUNCILOR,BUAL,ROGELIO,M
2019,COUNCILOR,DAWA,TEOFILO,M
2019,MAYOR,ROMANO,LEAH,F
2019,VICE MAYOR,BALDONADO,DONNA,F
2019,COUNCILOR,TABIRAO,RESTIE,M
2019,COUNCILOR,CAMPION,YASMIN,F
2019,COUNCILOR,CAGULADA,ANNA,F
2019,COUNCILOR,DELCO,RICKY,M
2019,COUNCILOR,MOMO,CONCORDIO,M
2019,COUNCILOR,FUNA,ADHEM,M
2019,COUNCILOR,PACRES,SAMUEL,M
2019,COUNCILOR,BAER,NELSON,M
2019,MAYOR,PERANDOS,VIRGINIA,F
2019,VICE MAYOR,BAHAGUE,LEONIDAS,M
2019,COUNCILOR,ADRAN,RAMSI,M
2019,COUNCILOR,ESTREMOS,ROLANDO,M
2019,COUNCILOR,LURA,CRIS,M
2019,COUNCILOR,INSO,LYNSIEL,M
2019,COUNCILOR,CADAYONA,CORNELIO,M
2019,COUNCILOR,SARIN,ALBERTO,M
2019,COUNCILOR,BUEN,ROSELYN,F
2019,COUNCILOR,CAMACHO,ANGELITA,F
2019,MAYOR,RELLON,ALLAN,M
2019,VICE MAYOR,ESTABILLO,EVA,F
2019,COUNCILOR,ANGOY,ESTER,F
2019,COUNCILOR,RELLON,ALDERSON,M
2019,COUNCILOR,ELIOT,RONALD,M
2019,COUNCILOR,PADORAN,JOEL,M
2019,COUNCILOR,BERMUDEZ,MACARIO,M
2019,COUNCILOR,CAASI,JOSE,M
2019,COUNCILOR,SATOR,JAN,M
2019,COUNCILOR,ALBA,REY,M
2019,COUNCILOR,CABRERA,JOSEPH,M
2019,COUNCILOR,ROBLES,RENANTE,M
2019,MAYOR,UY,AL,M
2019,VICE MAYOR,GUINDOLMAN,RICHARD,M
2019,COUNCILOR,REYES,LEMUEL,M
2019,COUNCILOR,JANSOL,EDWIN,M
2019,COUNCILOR,OBENZA,AUSTERIO,M
2019,COUNCILOR,ROBLEDO,MICHAEL,M
2019,COUNCILOR,BANTILLO,RUEL,M
2019,COUNCILOR,COLMENARES,GINAPHINE,F
2019,COUNCILOR,DACER,NOLAND,M
2019,COUNCILOR,VALDEZ,GIE-ARR,M
2019,COUNCILOR,ORTIZ,JAN,M
2019,COUNCILOR,JUMAO-AS,ALDWIN,M
2019,COUNCILOR,TACSANAN,RICARDO,M
2019,COUNCILOR,GONATO,METODIO,M
2019,MAYOR,TIMBOL,MARIA,F
2019,VICE MAYOR,TIMBOL,EDGARDO,M
2019,COUNCILOR,JARA,THACHER,M
2019,COUNCILOR,DORIMAN,JOEVIN,M
2019,COUNCILOR,DOMAT-OL,EDUARDO,M
2019,COUNCILOR,FEBRIA,EDILBERTO,M
2019,COUNCILOR,SOLIS,BALTAZAR,M
2019,COUNCILOR,PINEDA,JONATHAN,M
2019,COUNCILOR,CAMINERO,ROBERT,M
2019,COUNCILOR,BELDUA,ROMEL,M
2019,MAYOR,FEDERISO,JORJAN,F
2019,VICE MAYOR,LAGUMBAY,PEDRO,M
2019,COUNCILOR,LIBRES,ALVIN,M
2019,COUNCILOR,FEDERISO,JOANN,F
2019,COUNCILOR,MAAMBONG,VIRGILIO,M
2019,COUNCILOR,LOPEZ,MAR,M
2019,COUNCILOR,ACASIO,VIRGILIO,M
2019,COUNCILOR,COMIDOY,RODOLFO,M
2019,COUNCILOR,SAYON,CONSARO,M
2019,COUNCILOR,TAMBIS,EDWIN,M
2019,MAYOR,RELAMPAGOS,JOSE,M
2019,VICE MAYOR,GAVINA,JANREY,M
2019,COUNCILOR,GENTILES,JANNO,M
2019,COUNCILOR,DUJALI,GREGORIO,M
2019,COUNCILOR,JUMAMIL,DEVONA,F
2019,COUNCILOR,BLASE,EMETERIO,M
2019,COUNCILOR,CATALAN,FLOPONE,M
2019,COUNCILOR,ENAD,WENDEL,M
2019,COUNCILOR,PAMISARAN,EMMANUEL,M
2019,COUNCILOR,NAMUAG,DIZON,M
2019,COUNCILOR,BANGOY,RENANTE,M
2019,COUNCILOR,RANAIN,WAHID,M
2019,MAYOR,SITOY,ARNEL,M
2019,VICE MAYOR,CUYOS,BALTAZAR,M
2019,COUNCILOR,MAGPAYO,DAISY,F
2019,COUNCILOR,URACA,JAYLEN,F
2019,COUNCILOR,BELILA,FLORIANO,M
2019,COUNCILOR,SITOY,NANCY,F
2019,COUNCILOR,CIRILO,RONY,M
2019,COUNCILOR,BINASBAS,JACINISSA,F
2019,COUNCILOR,LAMSIN,TIMOJINO,M
2019,COUNCILOR,ROSARIO,RAUL,M
2019,MAYOR,EVANGELISTA,ERNESTO,M
2019,VICE MAYOR,ESTELA,GABRIEL,M
2019,COUNCILOR,COCAMAS,CROMWELL,M
2019,COUNCILOR,LANGUIDO,RICHARD,M
2019,COUNCILOR,CASTRODES,LYCHYL,F
2019,COUNCILOR,MANTEQUILLA,JULIE,M
2019,COUNCILOR,LANDASAN,IRENEO,M
2019,COUNCILOR,ROMANO,DARIO,M
2019,COUNCILOR,DIMAYA,RONALD,M
2019,COUNCILOR,LLORENTE,EDUARDO,M
2019,MAYOR,LIBAYAO,JONNIE,M
2019,VICE MAYOR,GIPULLA,FRANCISCO,M
2019,COUNCILOR,PIQUERO,ROLANDO,M
2019,COUNCILOR,LIBAYAO,BASILIO,M
2019,COUNCILOR,NEPA,SALVADOR,M
2019,COUNCILOR,GAILA,SYLVETH,F
2019,COUNCILOR,COLOBONG,GERARDO,M
2019,COUNCILOR,SIBOGAN,JAYPEE,M
2019,COUNCILOR,ACAO,JIMBOY,M
2019,COUNCILOR,OPENIANO,ROGER,M
2019,MAYOR,SARTE,QUIRINA,F
2019,VICE MAYOR,CLATA,EUGENIO,M
2019,COUNCILOR,MABANAG,MINDANITO,M
2019,COUNCILOR,LAO,FE,F
2019,COUNCILOR,MINGUITO,PEDRO,M
2019,COUNCILOR,GRANADA,SUNDAY,M
2019,COUNCILOR,CARTIN,RODOLFO,M
2019,COUNCILOR,GALLARDO,ARMAND,M
2019,COUNCILOR,MACARAMPAT,SARIPADA,M
2019,COUNCILOR,CABALLERO,DOMINIQUE,M
2019,MAYOR,DUTERTE,SARA,F
2019,VICE MAYOR,DUTERTE,SEBASTIAN,M
2019,COUNCILOR,ACOSTA,MARIA,F
2019,COUNCILOR,QUITAIN,J.,M
2019,COUNCILOR,IBUYAN,EDGAR,M
2019,COUNCILOR,MILITAR,BONIFACIO,M
2019,COUNCILOR,ABELLERA,NILO,M
2019,COUNCILOR,BRAGA,PILAR,F
2019,COUNCILOR,LIBRADO,PAMELA,F
2019,COUNCILOR,BONGUYAN,JESSICA,F
2019,COUNCILOR,DAYANGHIRANG,DANILO,M
2019,COUNCILOR,MAHIPUS,DIOSDADO,M
2019,COUNCILOR,BONGUYAN,LOUIE,M
2019,COUNCILOR,ABELLA,RALPH,M
2019,COUNCILOR,CAMPOS,AUGUSTO,M
2019,COUNCILOR,APOSTOL,DANTE,M
2019,COUNCILOR,BAGUILOD,RICHLYN,F
2019,COUNCILOR,DAYAP,JONARD,M
2019,COUNCILOR,UNGAB,ALBERTO,M
2019,COUNCILOR,AL-AG,WILBERTO,M
2019,COUNCILOR,VILLAFUERTE,MARY,F
2019,COUNCILOR,BALURAN,CONRADO,M
2019,COUNCILOR,DALODO-ORTIZ,MYRNA,F
2019,COUNCILOR,PRINCIPE,ANTOINETTE,F
2019,COUNCILOR,ZOZOBRADO,JESUS,M
2019,COUNCILOR,ADVINCULA,BAI,F
2019,MAYOR,CAGAS,JOSEF,M
2019,VICE MAYOR,BAÑA,JOHARI,M
2019,COUNCILOR,CAGAS,GARY,M
2019,COUNCILOR,ABALLE,REYNALDO,M
2019,COUNCILOR,GARCIA,MILLENNIUM,M
2019,COUNCILOR,AYO,REY,M
2019,COUNCILOR,LATASA,XYMBER,M
2019,COUNCILOR,LLANOS,RAMIL,M
2019,COUNCILOR,TONGCOS,FRANCISCO,M
2019,COUNCILOR,DUMOGHO,SALVADOR,M
2019,COUNCILOR,FERNANDEZ,MARC,M
2019,COUNCILOR,CADUNGOG,CONCEPCION,F
2019,MAYOR,CALIDA,FRANCO,M
2019,VICE MAYOR,PADEN,VINCENT,M
2019,COUNCILOR,AZNAR,DANTE,M
2019,COUNCILOR,JUNSAY,LEONILO,M
2019,COUNCILOR,ARINO,ROLLEN,M
2019,COUNCILOR,AMODIA,RUDY,M
2019,COUNCILOR,SURPOSA,FRITZ,M
2019,COUNCILOR,LEGASPI,ANGELES,M
2019,COUNCILOR,GAYUD,SHERYLL,F
2019,COUNCILOR,CASTILLON,KYNETH,M
2019,MAYOR,RAMA,CARL,M
2019,VICE MAYOR,CALMA,JOEL,M
2019,COUNCILOR,SARONA,CIPRIANO,M
2019,COUNCILOR,DICDICAN,VICTORIA,F
2019,COUNCILOR,CORONADO,RUTCHELL,M
2019,COUNCILOR,ELIVERA,MERCEDITA,F
2019,COUNCILOR,ARMILLA,NOEL,M
2019,COUNCILOR,CUSTODIO,ANCELITO,M
2019,COUNCILOR,GAN,EDGAR,M
2019,COUNCILOR,CARRILLO,TEODULFO,M
2019,MAYOR,DAVIN,ARTHUR,M
2019,VICE MAYOR,MEJIA,DONNABEL,F
2019,COUNCILOR,SARANDE,RONIE,M
2019,COUNCILOR,CARAMPATANA,ALLAN,M
2019,COUNCILOR,TORATE,SILVERIO,M
2019,COUNCILOR,LAGANSE,VEVENCIO,M
2019,COUNCILOR,BISMANOS,CONRADO,M
2019,COUNCILOR,LUMANOG,JESS,M
2019,COUNCILOR,REDOBLADO,RAFFIE,M
2019,COUNCILOR,JOSE,FRANCISCO,M
2019,MAYOR,VALENTIN,PETER,M
2019,VICE MAYOR,EMPHASIS,ERVIN,M
2019,COUNCILOR,MANGUBAT,SANIEL,M
2019,COUNCILOR,MEDEZ,HOWELL,M
2019,COUNCILOR,VALENTIN,FRANCISCO,M
2019,COUNCILOR,MONTEJO,GILLEN,F
2019,COUNCILOR,ARINGO,RODOLFO,M
2019,COUNCILOR,MONROID,TERESITA,F
2019,COUNCILOR,SASUMAN,STEPHINE,M
2019,COUNCILOR,ALCOBA,PATROCENIO,M
2019,MAYOR,FERNANDEZ,VINCENT,M
2019,VICE MAYOR,PANERIO,ALFREDO,M
2019,COUNCILOR,COYOCA,WELTER,M
2019,COUNCILOR,MANIAPAO,MELANIE,F
2019,COUNCILOR,LAUSA,DANTE,M
2019,COUNCILOR,JUBAN,FREDERICK,M
2019,COUNCILOR,PASAOL,SAMUEL,M
2019,COUNCILOR,DE CHAVEZ,BONIFACIO,M
2019,COUNCILOR,DULDULAO,GLENN,M
2019,COUNCILOR,FAMOR,DEMOSTHENES,M
2019,MAYOR,CAMINERO,PEDRO,M
2019,VICE MAYOR,GUERRERO,FRANCISCO,M
2019,COUNCILOR,DELOS CIENTOS,CARMELO,M
2019,COUNCILOR,DELA CERNA,TYRONE,M
2019,COUNCILOR,RAZONABLE,PRINCE,M
2019,COUNCILOR,DEPALUBOS,NOEL,M
2019,COUNCILOR,GEPITULAN,DARWIN,M
2019,COUNCILOR,ROILO,JO-ANN,F
2019,COUNCILOR,CAMINERO,JUNDEL,M
2019,COUNCILOR,CARPENTERO,JUWILL,M
2019,MAYOR,LAO,JAIME,M
2019,VICE MAYOR,UNDALOK,JEROME,M
2019,COUNCILOR,SALA,JOSE,M
2019,COUNCILOR,GALLEGO,CHARLOTTE,F
2019,COUNCILOR,DATU,ANSELMO,M
2019,COUNCILOR,CRAVE,NESTOR,M
2019,COUNCILOR,ORPILLA,MICHELLE,F
2019,COUNCILOR,UGDORACION,APOLINAR,M
2019,COUNCILOR,BAJO,MICHEL,F
2019,COUNCILOR,CRUDA,RONALD,M
2019,MAYOR,SAGARINO,JOSE,M
2019,VICE MAYOR,VILLEGAS,WILLIE,M
2019,COUNCILOR,ABABA,VICTORIA,F
2019,COUNCILOR,MACASAET,MICHAEL,M
2019,COUNCILOR,HERNAN,BOYET,M
2019,COUNCILOR,ALBINO,ANTONIO,M
2019,COUNCILOR,IDULSA,DYANE,F
2019,COUNCILOR,MONDEJAR,SEBASTIAN,M
2019,COUNCILOR,DEALA,RESTY,M
2019,COUNCILOR,TINGSON,GIOVANNI,M
2019,MAYOR,MARUYA,MICHAEL,M
2019,VICE MAYOR,CADULANG,LEOPOLDO,M
2019,COUNCILOR,BLANGKET-SUMALINOG,ANNIE,F
2019,COUNCILOR,BETINOL,JOSEPH,M
2019,COUNCILOR,LLANTO,REYNOLD,M
2019,COUNCILOR,BAUTISTA,RENATO,M
2019,COUNCILOR,OMICAS,DANILO,M
2019,COUNCILOR,GILDORE,JORGE,M
2019,COUNCILOR,MARUYA,ELIZABETH,F
2019,COUNCILOR,CAMBALON,PORFERIO,M
2019,MAYOR,JOYCE,JASON,M
2019,VICE MAYOR,JOYCE,JAMES,M
2019,COUNCILOR,JOYCE,JAMES,M
2019,COUNCILOR,JOYCE,HARDEN,M
2019,COUNCILOR,GUILLERMO,MARVIC,M
2019,COUNCILOR,GALIAS,FRANK,M
2019,COUNCILOR,ARAGONCILLO,EVELYN,F
2019,COUNCILOR,MARCAIDA,GLENN,M
2019,COUNCILOR,ATAY,JESSEL,M
2019,COUNCILOR,MIER,REYNANTE,M
2019,MAYOR,BAUTISTA,BRADLY,M
2019,VICE MAYOR,DUMAMA,ESTEFANIE,F
2019,COUNCILOR,BAUTISTA,BENJAMIN,M
2019,COUNCILOR,BALIOTA,CARLO,M
2019,COUNCILOR,GABALDON,ELVIRA,F
2019,COUNCILOR,LICUAN,GIRLY,F
2019,COUNCILOR,COLINA,ALLAN,M
2019,COUNCILOR,MASIWEL,ISABELO,M
2019,COUNCILOR,ALCORDO,TOMAS,M
2019,COUNCILOR,RILLO,JOSIE,M
2019,MAYOR,MARISCAL,RUDY,M
2019,VICE MAYOR,MARISCAL,JOSEPHINE,F
2019,COUNCILOR,MONSAD,JUBANE,M
2019,COUNCILOR,MARISCAL,RUDY,M
2019,COUNCILOR,DUPITAS,CHARLES,M
2019,COUNCILOR,ABE,LEA,F
2019,COUNCILOR,APLACADOR,MARIBEL,F
2019,COUNCILOR,MANGAYAO,RAMILO,M
2019,COUNCILOR,PAPATHEODOROU,MARYLU,F
2019,MAYOR,CAWA,VIRGINIA,F
2019,VICE MAYOR,CAWA,JERRY,M
2019,COUNCILOR,FORONES,ALEXIS,M
2019,COUNCILOR,GANTONGAN,ANTHONY,M
2019,COUNCILOR,MALONG,BIYAL,M
2019,COUNCILOR,DAGCUTAN,JERRY,M
2019,COUNCILOR,DIANTAN,JUNNEL,M
2019,COUNCILOR,OLARTE,JAY,M
2019,COUNCILOR,ESMAEL,RAMSID,M
2019,COUNCILOR,OLARTE,JOMARIE,M
2019,MAYOR,MONDAY,ARTURO,M
2019,VICE MAYOR,OLEA,RAMONA,F
2019,COUNCILOR,LAYUPAN,MODESTO,M
2019,COUNCILOR,JUALO,EDITO,M
2019,COUNCILOR,NAZARENO,ROY,M
2019,COUNCILOR,MANGUIOB,JAYFFREY,M
2019,COUNCILOR,MONDAY,JOSE,M
2019,COUNCILOR,MONDAY,JO-ANN,F
2019,COUNCILOR,PASIC,MAJENCIO,M
2019,COUNCILOR,APOSTOL,ORVILLE,M
2019,MAYOR,TAMBUANG,ADALIA,F
2019,VICE MAYOR,BAGAYAS,JOSE,M
2019,COUNCILOR,TEVES,LIEZEL,F
2019,COUNCILOR,LAMARAN,RABSALON,M
2019,COUNCILOR,IMPUERTO,EVA,F
2019,COUNCILOR,CORDOVA,AMELITO,M
2019,COUNCILOR,MAMUKID,MUMAR,M
2019,COUNCILOR,CONSON,NIÑO,M
