region,province,city,position,district,candidate_name,party,votes,rank,raw_position
REGION I,ILOCOS NORTE,CARASI,COUNCILOR,LONE,"JULIAN, LANDER",NP,706,7,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CARASI - LONE DIST"
REGION I,ILOCOS NORTE,CARASI,COUNCILOR,LONE,"PUMARAS, JUN",NP,704,10,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CARASI - LONE DIST"
REGION I,ILOCOS NORTE,CARASI,COUNCILOR,LONE,"ABRIL, JOHN",NP,666,1,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CARASI - LONE DIST"
REGION I,ILOCOS NORTE,CARASI,COUNCILOR,LONE,"ALUBIN, RAMEL",IND,580,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CARASI - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF BATAC,COUNCILOR,LONE,"QUIDANG, BISMARK ANGELO",NP,23737,16,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF BATAC - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF BATAC,COUNCILOR,LONE,"CHUA, MARKEE",NP,22774,5,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF BATAC - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF BATAC,COUNCILOR,LONE,"PUNGTILAN, KICHEL",NP,20498,15,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF BATAC - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF BATAC,COUNCILOR,LONE,"NALUPTA, VIOLETA EUGENIA",PDR,15500,14,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF BATAC - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF BATAC,COUNCILOR,LONE,"BUNYE, LUCKY RENE",IND,14706,3,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF BATAC - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF BATAC,COUNCILOR,LONE,"DAGUIO, JOJO",NP,13989,8,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF BATAC - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF BATAC,COUNCILOR,LONE,"LAGMAY, CHRISTOPHER",NP,13664,11,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF BATAC - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF BATAC,COUNCILOR,LONE,"GARCIA, JOEL",NP,13540,10,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF BATAC - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF LAOAG,COUNCILOR,LONE,"ALCID, JAMES BRYAN",NP,40230,2,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF LAOAG - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF LAOAG,COUNCILOR,LONE,"LAO, HANDY",NP,37672,16,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF LAOAG - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF LAOAG,COUNCILOR,LONE,"ANG, ENRICO",NP,35308,3,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF LAOAG - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF LAOAG,COUNCILOR,LONE,"FARIÑAS, JEFF",PDPLBN,33494,12,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF LAOAG - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF LAOAG,COUNCILOR,LONE,"BAQUIRAN, JAYBEE",NP,31425,5,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF LAOAG - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF LAOAG,COUNCILOR,LONE,"RESPICIO, JUAN CONRADO II",NP,30424,22,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF LAOAG - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF LAOAG,COUNCILOR,LONE,"FARIÑAS, JOHN MICHAEL",PDPLBN,29856,13,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF LAOAG - LONE DIST"
REGION I,ILOCOS NORTE,CITY OF LAOAG,COUNCILOR,LONE,"PERERA, JASON BADER",PDPLBN,27192,20,"MEMBER, SANGGUNIANG PANLUNGSOD ILOCOS NORTE - CITY OF LAOAG - LONE DIST"
REGION I,ILOCOS NORTE,CURRIMAO,COUNCILOR,LONE,"QUILALA, JUDITH",KBL,4469,14,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CURRIMAO - LONE DIST"
REGION I,ILOCOS NORTE,CURRIMAO,COUNCILOR,LONE,"REYNO, ELMER",KBL,4370,17,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CURRIMAO - LONE DIST"
REGION I,ILOCOS NORTE,CURRIMAO,COUNCILOR,LONE,"SILAO, REUBEN",KBL,4208,19,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CURRIMAO - LONE DIST"
REGION I,ILOCOS NORTE,CURRIMAO,COUNCILOR,LONE,"ALLADO, MARGARITA",NP,3748,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CURRIMAO - LONE DIST"
REGION I,ILOCOS NORTE,CURRIMAO,COUNCILOR,LONE,"AGLIPAY, MACOY",KBL,3641,2,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CURRIMAO - LONE DIST"
REGION I,ILOCOS NORTE,CURRIMAO,COUNCILOR,LONE,"GONZALES, MYAR",NP,3545,8,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CURRIMAO - LONE DIST"
REGION I,ILOCOS NORTE,CURRIMAO,COUNCILOR,LONE,"AGLIPAY, JANET",KBL,3511,1,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CURRIMAO - LONE DIST"
REGION I,ILOCOS NORTE,CURRIMAO,COUNCILOR,LONE,"FERNANDO, JAY LORD",NP,3430,6,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - CURRIMAO - LONE DIST"
REGION I,ILOCOS NORTE,DINGRAS,COUNCILOR,LONE,"MARCOS, RUBEN",NP,17583,7,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DINGRAS - LONE DIST"
REGION I,ILOCOS NORTE,DINGRAS,COUNCILOR,LONE,"PARADO, MELANIO III.",NP,15384,9,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DINGRAS - LONE DIST"
REGION I,ILOCOS NORTE,DINGRAS,COUNCILOR,LONE,"TAYLAN, RUBEN",NP,13779,11,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DINGRAS - LONE DIST"
REGION I,ILOCOS NORTE,DINGRAS,COUNCILOR,LONE,"APOSTOL, JOEY",NP,13138,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DINGRAS - LONE DIST"
REGION I,ILOCOS NORTE,DINGRAS,COUNCILOR,LONE,"TADENA, CHARLES",NP,13109,10,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DINGRAS - LONE DIST"
REGION I,ILOCOS NORTE,DINGRAS,COUNCILOR,LONE,"VERZOSA, ROWENA",NP,13043,12,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DINGRAS - LONE DIST"
REGION I,ILOCOS NORTE,DINGRAS,COUNCILOR,LONE,"BALUTAN, REINA",IND,13008,4,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DINGRAS - LONE DIST"
REGION I,ILOCOS NORTE,DINGRAS,COUNCILOR,LONE,"GARCES, ELSIE",NP,11763,5,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DINGRAS - LONE DIST"
REGION I,ILOCOS NORTE,DUMALNEG,COUNCILOR,LONE,"SAMALIO, GEORGE",IND,1316,12,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DUMALNEG - LONE DIST"
REGION I,ILOCOS NORTE,DUMALNEG,COUNCILOR,LONE,"BACONG, ESTRELIA",IND,1249,5,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DUMALNEG - LONE DIST"
REGION I,ILOCOS NORTE,DUMALNEG,COUNCILOR,LONE,"AGUINALDO, ANITA",IND,1177,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DUMALNEG - LONE DIST"
REGION I,ILOCOS NORTE,DUMALNEG,COUNCILOR,LONE,"GARON, MARIVIC",IND,1101,10,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DUMALNEG - LONE DIST"
REGION I,ILOCOS NORTE,DUMALNEG,COUNCILOR,LONE,"CASCAYAN, SANTOS JR.",IND,1025,8,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DUMALNEG - LONE DIST"
REGION I,ILOCOS NORTE,DUMALNEG,COUNCILOR,LONE,"BITANGA, KRISTINE MAY",LAKAS,1002,6,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DUMALNEG - LONE DIST"
REGION I,ILOCOS NORTE,DUMALNEG,COUNCILOR,LONE,"DOMINGO, ROMMEL",IND,940,9,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DUMALNEG - LONE DIST"
REGION I,ILOCOS NORTE,DUMALNEG,COUNCILOR,LONE,"AGRON, DANALYN",IND,926,2,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - DUMALNEG - LONE DIST"
REGION I,ILOCOS NORTE,MARCOS,COUNCILOR,LONE,"CALAOANGAN, NORMAN",NP,7520,2,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - MARCOS - LONE DIST"
REGION I,ILOCOS NORTE,MARCOS,COUNCILOR,LONE,"DELA CRUZ, JANICE",NP,7219,4,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - MARCOS - LONE DIST"
REGION I,ILOCOS NORTE,MARCOS,COUNCILOR,LONE,"MENDOZA, EDUARD",NP,6764,9,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - MARCOS - LONE DIST"
REGION I,ILOCOS NORTE,MARCOS,COUNCILOR,LONE,"GACULA, JAMES",NP,6210,6,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - MARCOS - LONE DIST"
REGION I,ILOCOS NORTE,MARCOS,COUNCILOR,LONE,"NUVAL, RICHARD",IND,6137,11,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - MARCOS - LONE DIST"
REGION I,ILOCOS NORTE,MARCOS,COUNCILOR,LONE,"TAPAOAN, TELWIN",NP,6008,13,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - MARCOS - LONE DIST"
REGION I,ILOCOS NORTE,MARCOS,COUNCILOR,LONE,"CASCO, JULIUS",NP,5671,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - MARCOS - LONE DIST"
REGION I,ILOCOS NORTE,MARCOS,COUNCILOR,LONE,"NAVARRO, EUGENIO",NP,4510,10,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - MARCOS - LONE DIST"
REGION I,ILOCOS NORTE,NUEVA ERA,COUNCILOR,LONE,"NAIRA, CATHY",NP,4558,5,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - NUEVA ERA - LONE DIST"
REGION I,ILOCOS NORTE,NUEVA ERA,COUNCILOR,LONE,"VALERA, REDEN",NP,4129,7,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - NUEVA ERA - LONE DIST"
REGION I,ILOCOS NORTE,NUEVA ERA,COUNCILOR,LONE,"BUENO, JOYBEL",NP,4093,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - NUEVA ERA - LONE DIST"
REGION I,ILOCOS NORTE,NUEVA ERA,COUNCILOR,LONE,"BALAGSO, FERNANDO",NP,3950,2,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - NUEVA ERA - LONE DIST"
REGION I,ILOCOS NORTE,NUEVA ERA,COUNCILOR,LONE,"AZURIN, ELMER",NP,3934,1,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - NUEVA ERA - LONE DIST"
REGION I,ILOCOS NORTE,NUEVA ERA,COUNCILOR,LONE,"RIQUELMAN, PETRONIO JR.",NP,3879,6,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - NUEVA ERA - LONE DIST"
REGION I,ILOCOS NORTE,NUEVA ERA,COUNCILOR,LONE,"YAGIN, EDWIN",NP,3869,8,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - NUEVA ERA - LONE DIST"
REGION I,ILOCOS NORTE,NUEVA ERA,COUNCILOR,LONE,"CALAYCAY, ARNEL",NP,3789,4,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - NUEVA ERA - LONE DIST"
REGION I,ILOCOS NORTE,PAGUDPUD,COUNCILOR,LONE,"BENEMERITO, REX",LAKAS,8350,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAGUDPUD - LONE DIST"
REGION I,ILOCOS NORTE,PAGUDPUD,COUNCILOR,LONE,"CIMATU, EFREN JR.",LAKAS,7031,7,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAGUDPUD - LONE DIST"
REGION I,ILOCOS NORTE,PAGUDPUD,COUNCILOR,LONE,"LLANES, IMEE",LAKAS,6813,13,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAGUDPUD - LONE DIST"
REGION I,ILOCOS NORTE,PAGUDPUD,COUNCILOR,LONE,"ASUNCION, NESTOR",LAKAS,6180,1,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAGUDPUD - LONE DIST"
REGION I,ILOCOS NORTE,PAGUDPUD,COUNCILOR,LONE,"EDU, NATHANIEL",LAKAS,6137,9,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAGUDPUD - LONE DIST"
REGION I,ILOCOS NORTE,PAGUDPUD,COUNCILOR,LONE,"CARIZAL, MERCY",LAKAS,5513,6,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAGUDPUD - LONE DIST"
REGION I,ILOCOS NORTE,PAGUDPUD,COUNCILOR,LONE,"GARVIDA, REY",KBL,5485,11,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAGUDPUD - LONE DIST"
REGION I,ILOCOS NORTE,PAGUDPUD,COUNCILOR,LONE,"VIERNES, MELVIN",LAKAS,5290,28,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAGUDPUD - LONE DIST"
REGION I,ILOCOS NORTE,PAOAY,COUNCILOR,LONE,"SADORRA, MENCHIE",IND,7328,15,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAOAY - LONE DIST"
REGION I,ILOCOS NORTE,PAOAY,COUNCILOR,LONE,"CLEMENTE, JUNCEE",IND,7225,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAOAY - LONE DIST"
REGION I,ILOCOS NORTE,PAOAY,COUNCILOR,LONE,"LANGAMAN, DANTE",IND,7147,8,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAOAY - LONE DIST"
REGION I,ILOCOS NORTE,PAOAY,COUNCILOR,LONE,"DIAZ, ALFONSO",KBL,6945,4,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAOAY - LONE DIST"
REGION I,ILOCOS NORTE,PAOAY,COUNCILOR,LONE,"ABROJENA, EDWIN",KBL,6181,1,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAOAY - LONE DIST"
REGION I,ILOCOS NORTE,PAOAY,COUNCILOR,LONE,"VALDEZ, EFREN",KBL,6112,18,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAOAY - LONE DIST"
REGION I,ILOCOS NORTE,PAOAY,COUNCILOR,LONE,"PADAYAO, SHERYL",IND,6023,10,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAOAY - LONE DIST"
REGION I,ILOCOS NORTE,PAOAY,COUNCILOR,LONE,"QUEMADO, NOEL",KBL,5263,12,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PAOAY - LONE DIST"
REGION I,ILOCOS NORTE,PASUQUIN,COUNCILOR,LONE,"AGUINALDO, RACHELLE",KBL,12403,5,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PASUQUIN - LONE DIST"
REGION I,ILOCOS NORTE,PASUQUIN,COUNCILOR,LONE,"AGUINALDO, CHINO",NP,12188,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PASUQUIN - LONE DIST"
REGION I,ILOCOS NORTE,PASUQUIN,COUNCILOR,LONE,"AGUINALDO, PEDRO REX",KBL,11385,4,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PASUQUIN - LONE DIST"
REGION I,ILOCOS NORTE,PASUQUIN,COUNCILOR,LONE,"VALDEZ, IAN",PDPLBN,11268,15,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PASUQUIN - LONE DIST"
REGION I,ILOCOS NORTE,PASUQUIN,COUNCILOR,LONE,"AGUINALDO, ARMANDO",KBL,9392,2,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PASUQUIN - LONE DIST"
REGION I,ILOCOS NORTE,PASUQUIN,COUNCILOR,LONE,"IBALI, JENNY",KBL,8919,11,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PASUQUIN - LONE DIST"
REGION I,ILOCOS NORTE,PASUQUIN,COUNCILOR,LONE,"MALAPIT, WILFRED",PDPLBN,8011,12,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PASUQUIN - LONE DIST"
REGION I,ILOCOS NORTE,PASUQUIN,COUNCILOR,LONE,"ACIO, MELCHOR",PDPLBN,7373,1,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PASUQUIN - LONE DIST"
REGION I,ILOCOS NORTE,PIDDIG,COUNCILOR,LONE,"CHUA, LENDELL",NP,8277,9,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PIDDIG - LONE DIST"
REGION I,ILOCOS NORTE,PIDDIG,COUNCILOR,LONE,"SALAZAR, PATRICK",NP,8148,18,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PIDDIG - LONE DIST"
REGION I,ILOCOS NORTE,PIDDIG,COUNCILOR,LONE,"YAPO, DEXTER",NP,8065,20,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PIDDIG - LONE DIST"
REGION I,ILOCOS NORTE,PIDDIG,COUNCILOR,LONE,"BRINGAS, WILBOR",NP,7159,7,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PIDDIG - LONE DIST"
REGION I,ILOCOS NORTE,PIDDIG,COUNCILOR,LONE,"NICOLAS, REY",NP,6766,16,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PIDDIG - LONE DIST"
REGION I,ILOCOS NORTE,PIDDIG,COUNCILOR,LONE,"ALEJANDRO, NENITA",NP,6161,1,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PIDDIG - LONE DIST"
REGION I,ILOCOS NORTE,PIDDIG,COUNCILOR,LONE,"RAROGAL, ELYBERT",NP,6069,17,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PIDDIG - LONE DIST"
REGION I,ILOCOS NORTE,PIDDIG,COUNCILOR,LONE,"AQUINO, SALUSTIANO III.",PPP,4137,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PIDDIG - LONE DIST"
REGION I,ILOCOS NORTE,PINILI,COUNCILOR,LONE,"BUMANGLAG, ALLEN",NP,7340,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PINILI - LONE DIST"
REGION I,ILOCOS NORTE,PINILI,COUNCILOR,LONE,"TUGAS, VALERIANO JR.",IND,6962,13,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PINILI - LONE DIST"
REGION I,ILOCOS NORTE,PINILI,COUNCILOR,LONE,"COLOMA, MEGGY",NP,6779,5,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PINILI - LONE DIST"
REGION I,ILOCOS NORTE,PINILI,COUNCILOR,LONE,"PAGDILAO, ANUNCIACION",NP,6234,9,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PINILI - LONE DIST"
REGION I,ILOCOS NORTE,PINILI,COUNCILOR,LONE,"GABUR, REY",NP,6087,7,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PINILI - LONE DIST"
REGION I,ILOCOS NORTE,PINILI,COUNCILOR,LONE,"LUMBO, ERICSON",NP,5999,8,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PINILI - LONE DIST"
REGION I,ILOCOS NORTE,PINILI,COUNCILOR,LONE,"PAGDILAO, LOUIE JOY",NP,5821,11,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PINILI - LONE DIST"
REGION I,ILOCOS NORTE,PINILI,COUNCILOR,LONE,"CABIE, REIZEL",NP,5452,4,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - PINILI - LONE DIST"
REGION I,ILOCOS NORTE,SAN NICOLAS,COUNCILOR,LONE,"HERNANDO, NAPOLEON",NP,11665,10,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SAN NICOLAS - LONE DIST"
REGION I,ILOCOS NORTE,SAN NICOLAS,COUNCILOR,LONE,"CARAANG, LUCIANO",LDP,11535,4,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SAN NICOLAS - LONE DIST"
REGION I,ILOCOS NORTE,SAN NICOLAS,COUNCILOR,LONE,"GALING, JOY",IND,11448,8,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SAN NICOLAS - LONE DIST"
REGION I,ILOCOS NORTE,SAN NICOLAS,COUNCILOR,LONE,"RUIZ, ERIC",NP,10715,14,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SAN NICOLAS - LONE DIST"
REGION I,ILOCOS NORTE,SAN NICOLAS,COUNCILOR,LONE,"HERNANDEZ, CHONA",LDP,10349,9,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SAN NICOLAS - LONE DIST"
REGION I,ILOCOS NORTE,SAN NICOLAS,COUNCILOR,LONE,"PUMARAS, JESSIE",LDP,10322,13,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SAN NICOLAS - LONE DIST"
REGION I,ILOCOS NORTE,SAN NICOLAS,COUNCILOR,LONE,"DADIZ, NORBERTO JR.",NP,9199,6,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SAN NICOLAS - LONE DIST"
REGION I,ILOCOS NORTE,SAN NICOLAS,COUNCILOR,LONE,"ULEP, JUANITO JR.",LDP,9069,17,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SAN NICOLAS - LONE DIST"
REGION I,ILOCOS NORTE,SARRAT,COUNCILOR,LONE,"ABAD, MARY ANNE",NP,11889,1,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SARRAT - LONE DIST"
REGION I,ILOCOS NORTE,SARRAT,COUNCILOR,LONE,"AGOY, ESTEBAN",NP,10437,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SARRAT - LONE DIST"
REGION I,ILOCOS NORTE,SARRAT,COUNCILOR,LONE,"PACOG, ARNEL",NP,10000,13,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SARRAT - LONE DIST"
REGION I,ILOCOS NORTE,SARRAT,COUNCILOR,LONE,"BALTAZAR, PAULINO",NP,8749,5,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SARRAT - LONE DIST"
REGION I,ILOCOS NORTE,SARRAT,COUNCILOR,LONE,"GAÑO, FERDINAND",IND,7965,10,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SARRAT - LONE DIST"
REGION I,ILOCOS NORTE,SARRAT,COUNCILOR,LONE,"MEDRANO, RALPH CONRAD",NP,7901,12,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SARRAT - LONE DIST"
REGION I,ILOCOS NORTE,SARRAT,COUNCILOR,LONE,"MEDRANO, APOLONIO",NP,7609,11,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SARRAT - LONE DIST"
REGION I,ILOCOS NORTE,SARRAT,COUNCILOR,LONE,"AGNO, ANDRES",BVNP,6475,2,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SARRAT - LONE DIST"
REGION I,ILOCOS NORTE,SOLSONA,COUNCILOR,LONE,"DELA CRUZ, LOURDINES",LAKAS,9302,9,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SOLSONA - LONE DIST"
REGION I,ILOCOS NORTE,SOLSONA,COUNCILOR,LONE,"DE LARA, EDISON",LAKAS,8382,7,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SOLSONA - LONE DIST"
REGION I,ILOCOS NORTE,SOLSONA,COUNCILOR,LONE,"GANAL, ANTHONY ARVIN",IND,8215,11,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SOLSONA - LONE DIST"
REGION I,ILOCOS NORTE,SOLSONA,COUNCILOR,LONE,"PASCUA, MARVIN",LAKAS,8129,16,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SOLSONA - LONE DIST"
REGION I,ILOCOS NORTE,SOLSONA,COUNCILOR,LONE,"AQUINO, BENIGNO",LAKAS,8004,2,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SOLSONA - LONE DIST"
REGION I,ILOCOS NORTE,SOLSONA,COUNCILOR,LONE,"AGULAY, NORBERTO",LAKAS,7838,1,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SOLSONA - LONE DIST"
REGION I,ILOCOS NORTE,SOLSONA,COUNCILOR,LONE,"GANOTISI, GERALD",LAKAS,7392,12,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SOLSONA - LONE DIST"
REGION I,ILOCOS NORTE,SOLSONA,COUNCILOR,LONE,"BALANTAC, ZAMUEL",LAKAS,7188,3,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - SOLSONA - LONE DIST"
REGION I,ILOCOS NORTE,VINTAR,COUNCILOR,LONE,"ONG, RIKRIK",KBL,12476,15,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - VINTAR - LONE DIST"
REGION I,ILOCOS NORTE,VINTAR,COUNCILOR,LONE,"DEGALA, ANTIKEL",PDPLBN,10865,7,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - VINTAR - LONE DIST"
REGION I,ILOCOS NORTE,VINTAR,COUNCILOR,LONE,"FORONDA, MARIE",IND,9382,12,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - VINTAR - LONE DIST"
REGION I,ILOCOS NORTE,VINTAR,COUNCILOR,LONE,"CALUYA, ANTERO",PDPLBN,8250,5,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - VINTAR - LONE DIST"
REGION I,ILOCOS NORTE,VINTAR,COUNCILOR,LONE,"FORONDA, JOSEY FLORIAN",KBL,7549,11,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - VINTAR - LONE DIST"
REGION I,ILOCOS NORTE,VINTAR,COUNCILOR,LONE,"FORONDA, FRED",NP,7311,10,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - VINTAR - LONE DIST"
REGION I,ILOCOS NORTE,VINTAR,COUNCILOR,LONE,"CASTILLO, LINDY",NP,6835,6,"MEMBER, SANGGUNIANG BAYAN ILOCOS NORTE - VINTAR - LONE DIST"
