region,province,city,position,district,candidate_name,party,votes,rank,raw_position
REGION IV-A,BATANGAS,TALISAY,COUNCILOR,LONE,"SALAZAR, BING",AKSYON,8519,17,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TALISAY - LONE DIST"
REGION IV-A,BATANGAS,TAYSAN,COUNCILOR,LONE,"FAVORITO, LUIS",NP,11506,16,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TAYSAN - LONE DIST"
REGION IV-A,BATANGAS,TAYSAN,COUNCILOR,LONE,"PEREZ, NENITA",NP,11196,26,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TAYSAN - LONE DIST"
REGION IV-A,BATANGAS,TAYSAN,COUNCILOR,LONE,"ALMIROL, MARIA",NP,11117,2,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TAYSAN - LONE DIST"
REGION IV-A,BATANGAS,TAYSAN,COUNCILOR,LONE,"DIO, FRANCISCO",NP,9015,14,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TAYSAN - LONE DIST"
REGION IV-A,BATANGAS,TAYSAN,COUNCILOR,LONE,"GARCIA, RANDY",NP,8841,18,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TAYSAN - LONE DIST"
REGION IV-A,BATANGAS,TAYSAN,COUNCILOR,LONE,"MACALALAD, VICTORIANO",NP,8723,20,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TAYSAN - LONE DIST"
REGION IV-A,BATANGAS,TAYSAN,COUNCILOR,LONE,"CASTILLO, DANILO",NP,8706,9,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TAYSAN - LONE DIST"
REGION IV-A,BATANGAS,TAYSAN,COUNCILOR,LONE,"CENA, DARWIN",NP,8006,10,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TAYSAN - LONE DIST"
REGION IV-A,BATANGAS,TINGLOY,COUNCILOR,LONE,"MACARANDANG, RHOMY",IND,4096,14,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TINGLOY - LONE DIST"
REGION IV-A,BATANGAS,TINGLOY,COUNCILOR,LONE,"DATINGALING, DANNY",NP,3719,7,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TINGLOY - LONE DIST"
REGION IV-A,BATANGAS,TINGLOY,COUNCILOR,LONE,"DE CHAVEZ, MARINEL",IND,3599,10,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TINGLOY - LONE DIST"
REGION IV-A,BATANGAS,TINGLOY,COUNCILOR,LONE,"DE TORRES, TESSA",NP,3472,12,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TINGLOY - LONE DIST"
REGION IV-A,BATANGAS,TINGLOY,COUNCILOR,LONE,"ATIENZA, MANDY",NP,3365,3,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TINGLOY - LONE DIST"
REGION IV-A,BATANGAS,TINGLOY,COUNCILOR,LONE,"PREPOSE, RICK-RICK",IND,3359,21,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TINGLOY - LONE DIST"
REGION IV-A,BATANGAS,TINGLOY,COUNCILOR,LONE,"DE ADE, CAMELO",NP,3176,9,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TINGLOY - LONE DIST"
REGION IV-A,BATANGAS,TINGLOY,COUNCILOR,LONE,"MANALO, ANDY",IND,2879,16,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TINGLOY - LONE DIST"
REGION IV-A,BATANGAS,TUY,COUNCILOR,LONE,"PEREZ, MICHAEL",NP,15662,12,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TUY - LONE DIST"
REGION IV-A,BATANGAS,TUY,COUNCILOR,LONE,"BAUTISTA, RAFAEL",NP,14347,3,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TUY - LONE DIST"
REGION IV-A,BATANGAS,TUY,COUNCILOR,LONE,"CATAPANG, RANDOLL",NP,14347,7,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TUY - LONE DIST"
REGION IV-A,BATANGAS,TUY,COUNCILOR,LONE,"RODRIGUEZ, REYMUND",NP,13128,14,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TUY - LONE DIST"
REGION IV-A,BATANGAS,TUY,COUNCILOR,LONE,"ABIAD, ANICETO",NP,12328,1,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TUY - LONE DIST"
REGION IV-A,BATANGAS,TUY,COUNCILOR,LONE,"RIVERA, FELISA",NP,11588,13,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TUY - LONE DIST"
REGION IV-A,BATANGAS,TUY,COUNCILOR,LONE,"AFABLE, EDUARDO JR.",NP,11503,2,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TUY - LONE DIST"
REGION IV-A,BATANGAS,TUY,COUNCILOR,LONE,"PEREZ, ANDY",NP,11463,11,"MEMBER, SANGGUNIANG BAYAN BATANGAS - TUY - LONE DIST"
REGION IV-A,CAVITE,ALFONSO,COUNCILOR,LONE,"FEROLINO, REX",NPC,14973,8,"MEMBER, SANGGUNIANG BAYAN CAVITE - ALFONSO - LONE DIST"
REGION IV-A,CAVITE,ALFONSO,COUNCILOR,LONE,"PEREA, SILVERIO",NUP,11351,14,"MEMBER, SANGGUNIANG BAYAN CAVITE - ALFONSO - LONE DIST"
REGION IV-A,CAVITE,ALFONSO,COUNCILOR,LONE,"PEÑANO, JORGE",NUP,11258,12,"MEMBER, SANGGUNIANG BAYAN CAVITE - ALFONSO - LONE DIST"
REGION IV-A,CAVITE,ALFONSO,COUNCILOR,LONE,"VARIAS, EBETH",NUP,10970,22,"MEMBER, SANGGUNIANG BAYAN CAVITE - ALFONSO - LONE DIST"
REGION IV-A,CAVITE,ALFONSO,COUNCILOR,LONE,"RESURRECCION, JOSELITO",NUP,10531,16,"MEMBER, SANGGUNIANG BAYAN CAVITE - ALFONSO - LONE DIST"
REGION IV-A,CAVITE,ALFONSO,COUNCILOR,LONE,"VIDALLON, BONG",NUP,10111,23,"MEMBER, SANGGUNIANG BAYAN CAVITE - ALFONSO - LONE DIST"
REGION IV-A,CAVITE,ALFONSO,COUNCILOR,LONE,"PEJI, CYNTHIA",NUP,9379,11,"MEMBER, SANGGUNIANG BAYAN CAVITE - ALFONSO - LONE DIST"
REGION IV-A,CAVITE,ALFONSO,COUNCILOR,LONE,"SIGNO, ERWIN",NUP,9020,21,"MEMBER, SANGGUNIANG BAYAN CAVITE - ALFONSO - LONE DIST"
REGION IV-A,CAVITE,AMADEO,COUNCILOR,LONE,"ANACAY, SUSAN",AKSYON,13675,1,"MEMBER, SANGGUNIANG BAYAN CAVITE - AMADEO - LONE DIST"
REGION IV-A,CAVITE,AMADEO,COUNCILOR,LONE,"IYAYA, JOEL",AKSYON,13648,12,"MEMBER, SANGGUNIANG BAYAN CAVITE - AMADEO - LONE DIST"
REGION IV-A,CAVITE,AMADEO,COUNCILOR,LONE,"BAYOT, ADAM LESTER",AKSYON,13113,4,"MEMBER, SANGGUNIANG BAYAN CAVITE - AMADEO - LONE DIST"
REGION IV-A,CAVITE,AMADEO,COUNCILOR,LONE,"BAWALAN, MARLON",AKSYON,12935,2,"MEMBER, SANGGUNIANG BAYAN CAVITE - AMADEO - LONE DIST"
REGION IV-A,CAVITE,AMADEO,COUNCILOR,LONE,"BORJA, REAGAN",AKSYON,12828,6,"MEMBER, SANGGUNIANG BAYAN CAVITE - AMADEO - LONE DIST"
REGION IV-A,CAVITE,AMADEO,COUNCILOR,LONE,"CAUSAREN, RYAN",AKSYON,12423,7,"MEMBER, SANGGUNIANG BAYAN CAVITE - AMADEO - LONE DIST"
REGION IV-A,CAVITE,AMADEO,COUNCILOR,LONE,"BAYOT, DONDIE",AKSYON,12315,5,"MEMBER, SANGGUNIANG BAYAN CAVITE - AMADEO - LONE DIST"
REGION IV-A,CAVITE,AMADEO,COUNCILOR,LONE,"CORTEZ, JADE",AKSYON,10902,8,"MEMBER, SANGGUNIANG BAYAN CAVITE - AMADEO - LONE DIST"
REGION IV-A,CAVITE,CARMONA,COUNCILOR,LONE,"MANABAT, MILA",NPC,27709,11,"MEMBER, SANGGUNIANG BAYAN CAVITE - CARMONA - LONE DIST"
REGION IV-A,CAVITE,CARMONA,COUNCILOR,LONE,"LOYOLA, OYET",NPC,26993,10,"MEMBER, SANGGUNIANG BAYAN CAVITE - CARMONA - LONE DIST"
REGION IV-A,CAVITE,CARMONA,COUNCILOR,LONE,"ACBAY, MAX",NPC,26231,1,"MEMBER, SANGGUNIANG BAYAN CAVITE - CARMONA - LONE DIST"
REGION IV-A,CAVITE,CARMONA,COUNCILOR,LONE,"MANARIN, TATANG",NPC,25708,12,"MEMBER, SANGGUNIANG BAYAN CAVITE - CARMONA - LONE DIST"
REGION IV-A,CAVITE,CARMONA,COUNCILOR,LONE,"TENEDERO, DOMENG",NPC,24632,17,"MEMBER, SANGGUNIANG BAYAN CAVITE - CARMONA - LONE DIST"
REGION IV-A,CAVITE,CARMONA,COUNCILOR,LONE,"ORTIZ, BERNIE",PDR,24203,15,"MEMBER, SANGGUNIANG BAYAN CAVITE - CARMONA - LONE DIST"
REGION IV-A,CAVITE,CARMONA,COUNCILOR,LONE,"REYES, BICKY",NPC,22505,16,"MEMBER, SANGGUNIANG BAYAN CAVITE - CARMONA - LONE DIST"
REGION IV-A,CAVITE,CARMONA,COUNCILOR,LONE,"LONTOK, BOBBY",PDR,22461,9,"MEMBER, SANGGUNIANG BAYAN CAVITE - CARMONA - LONE DIST"
REGION IV-A,CAVITE,CITY OF CAVITE,COUNCILOR,LONE,"LU, MAU",LAKAS,30171,13,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF CAVITE - LONE DIST"
REGION IV-A,CAVITE,CITY OF CAVITE,COUNCILOR,LONE,"AGUAS, NASH",LAKAS,29600,1,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF CAVITE - LONE DIST"
REGION IV-A,CAVITE,CITY OF CAVITE,COUNCILOR,LONE,"TIRONA, EDMUND",LAKAS,28629,25,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF CAVITE - LONE DIST"
REGION IV-A,CAVITE,CITY OF CAVITE,COUNCILOR,LONE,"MONTOYA, KAP RENAN",LAKAS,27633,14,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF CAVITE - LONE DIST"
REGION IV-A,CAVITE,CITY OF CAVITE,COUNCILOR,LONE,"PINZON, MARRIAN",LAKAS,27158,20,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF CAVITE - LONE DIST"
REGION IV-A,CAVITE,CITY OF CAVITE,COUNCILOR,LONE,"NOVERO, JUN",LAKAS,27060,16,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF CAVITE - LONE DIST"
REGION IV-A,CAVITE,CITY OF CAVITE,COUNCILOR,LONE,"NUGUID, DOODS",LAKAS,26647,17,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF CAVITE - LONE DIST"
REGION IV-A,CAVITE,CITY OF CAVITE,COUNCILOR,LONE,"BARRERA, JET",NUP,26511,3,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF CAVITE - LONE DIST"
REGION IV-A,CAVITE,CITY OF DASMARIÑAS,COUNCILOR,LONE,"BARZAGA, KIKO",NUP,212781,4,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF DASMARIÑAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF DASMARIÑAS,COUNCILOR,LONE,"LARA, RUDY",NUP,201280,16,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF DASMARIÑAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF DASMARIÑAS,COUNCILOR,LONE,"CANAYNAY, REY",NUP,191522,5,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF DASMARIÑAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF DASMARIÑAS,COUNCILOR,LONE,"CANTIMBUHAN, ROBIN",NUP,191311,7,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF DASMARIÑAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF DASMARIÑAS,COUNCILOR,LONE,"REYES, MARTIN",NUP,157652,24,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF DASMARIÑAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF DASMARIÑAS,COUNCILOR,LONE,"GONZALES, JEG",NUP,144068,14,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF DASMARIÑAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF DASMARIÑAS,COUNCILOR,LONE,"MAGNO, JORGE",NUP,142810,17,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF DASMARIÑAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF DASMARIÑAS,COUNCILOR,LONE,"TAPAWAN, DOC KEVIN",NUP,142740,27,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF DASMARIÑAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF GENERAL TRIAS,COUNCILOR,LONE,"GREPO, ATTY. JESSEBOY",NUP,92650,7,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF GENERAL TRIAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF GENERAL TRIAS,COUNCILOR,LONE,"GREPO, BM JANGO",NUP,90281,8,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF GENERAL TRIAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF GENERAL TRIAS,COUNCILOR,LONE,"CAMPAÑA-MORAL, CLAIRE",NUP,82651,1,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF GENERAL TRIAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF GENERAL TRIAS,COUNCILOR,LONE,"SALAZAR, KYLE",NUP,81140,15,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF GENERAL TRIAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF GENERAL TRIAS,COUNCILOR,LONE,"COLUMNA, JAY",NUP,80179,4,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF GENERAL TRIAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF GENERAL TRIAS,COUNCILOR,LONE,"CULANDING, MAJOR GANI",NUP,78946,5,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF GENERAL TRIAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF GENERAL TRIAS,COUNCILOR,LONE,"CARAMPOT, JOWIE",NUP,78883,2,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF GENERAL TRIAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF GENERAL TRIAS,COUNCILOR,LONE,"PERDITO, KRISTINE",NUP,77142,14,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF GENERAL TRIAS - LONE DIST"
REGION IV-A,CAVITE,CITY OF IMUS,COUNCILOR,LONE,"JARO, LLOYD",NUP,122993,7,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF IMUS - LONE DIST"
REGION IV-A,CAVITE,CITY OF IMUS,COUNCILOR,LONE,"SAQUILAYAN, YEN",NUP,118199,16,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF IMUS - LONE DIST"
REGION IV-A,CAVITE,CITY OF IMUS,COUNCILOR,LONE,"NATO, LARRY",NUP,114178,11,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF IMUS - LONE DIST"
REGION IV-A,CAVITE,CITY OF IMUS,COUNCILOR,LONE,"MALIKSI, JELYN",LP,111009,10,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF IMUS - LONE DIST"
REGION IV-A,CAVITE,CITY OF IMUS,COUNCILOR,LONE,"LACSON, DENNIS",PDR,101981,8,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF IMUS - LONE DIST"
REGION IV-A,CAVITE,CITY OF IMUS,COUNCILOR,LONE,"REMULLA, DARWIN",NUP,99129,13,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF IMUS - LONE DIST"
REGION IV-A,CAVITE,CITY OF IMUS,COUNCILOR,LONE,"VILLANUEVA, MARK",NUP,94261,17,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF IMUS - LONE DIST"
REGION IV-A,CAVITE,CITY OF IMUS,COUNCILOR,LONE,"ROPETA, TOTIE",NUP,92938,14,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF IMUS - LONE DIST"
REGION IV-A,CAVITE,CITY OF TAGAYTAY,COUNCILOR,LONE,"TOLENTINO, MICKO",UNIDO,30768,9,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TAGAYTAY - LONE DIST"
REGION IV-A,CAVITE,CITY OF TAGAYTAY,COUNCILOR,LONE,"TIBAYAN, JOEL",NUP,22654,7,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TAGAYTAY - LONE DIST"
REGION IV-A,CAVITE,CITY OF TAGAYTAY,COUNCILOR,LONE,"MARASIGAN, YOLLY",NUP,21317,4,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TAGAYTAY - LONE DIST"
REGION IV-A,CAVITE,CITY OF TAGAYTAY,COUNCILOR,LONE,"DESINGAÑO, KAP-JOJIT",NUP,20953,2,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TAGAYTAY - LONE DIST"
REGION IV-A,CAVITE,CITY OF TAGAYTAY,COUNCILOR,LONE,"AUSTRIA, MARCING",NUP,20728,1,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TAGAYTAY - LONE DIST"
REGION IV-A,CAVITE,CITY OF TAGAYTAY,COUNCILOR,LONE,"ESPIRITU, REY",NUP,20581,3,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TAGAYTAY - LONE DIST"
REGION IV-A,CAVITE,CITY OF TAGAYTAY,COUNCILOR,LONE,"TOLEDO, LORNA",NUP,20539,8,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TAGAYTAY - LONE DIST"
REGION IV-A,CAVITE,CITY OF TAGAYTAY,COUNCILOR,LONE,"PELLO, BIANCA",NUP,20322,5,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TAGAYTAY - LONE DIST"
REGION IV-A,CAVITE,CITY OF TRECE MARTIRES,COUNCILOR,LONE,"MOJICA, JOYCE",NUP,62446,17,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TRECE MARTIRES - LONE DIST"
REGION IV-A,CAVITE,CITY OF TRECE MARTIRES,COUNCILOR,LONE,"ANACAN, TRACY",NUP,60004,1,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TRECE MARTIRES - LONE DIST"
REGION IV-A,CAVITE,CITY OF TRECE MARTIRES,COUNCILOR,LONE,"LUBIGAN, KIM PAOLO",NUP,56175,14,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TRECE MARTIRES - LONE DIST"
REGION IV-A,CAVITE,CITY OF TRECE MARTIRES,COUNCILOR,LONE,"HUMARANG, AJ",NUP,54822,11,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TRECE MARTIRES - LONE DIST"
REGION IV-A,CAVITE,CITY OF TRECE MARTIRES,COUNCILOR,LONE,"CUNANAN, JAY-EM",NUP,49875,7,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TRECE MARTIRES - LONE DIST"
REGION IV-A,CAVITE,CITY OF TRECE MARTIRES,COUNCILOR,LONE,"LONTOC, TONY",NUP,48843,13,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TRECE MARTIRES - LONE DIST"
REGION IV-A,CAVITE,CITY OF TRECE MARTIRES,COUNCILOR,LONE,"TRINIDAD, ELMO",NUP,47992,21,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TRECE MARTIRES - LONE DIST"
REGION IV-A,CAVITE,CITY OF TRECE MARTIRES,COUNCILOR,LONE,"VIDALLON, BUDOY",NUP,46744,22,"MEMBER, SANGGUNIANG PANLUNGSOD CAVITE - CITY OF TRECE MARTIRES - LONE DIST"
REGION IV-A,CAVITE,GEN. MARIANO ALVAREZ,COUNCILOR,LONE,"GUTIERREZ, AISA CORTEZ",NPC,36412,9,"MEMBER, SANGGUNIANG BAYAN CAVITE - GEN. MARIANO ALVAREZ - LONE DIST"
REGION IV-A,CAVITE,GEN. MARIANO ALVAREZ,COUNCILOR,LONE,"ABUEG, G-CA",NPC,36141,1,"MEMBER, SANGGUNIANG BAYAN CAVITE - GEN. MARIANO ALVAREZ - LONE DIST"
REGION IV-A,CAVITE,GEN. MARIANO ALVAREZ,COUNCILOR,LONE,"SAMBRANO, ARCHIE",NUP,31133,23,"MEMBER, SANGGUNIANG BAYAN CAVITE - GEN. MARIANO ALVAREZ - LONE DIST"
REGION IV-A,CAVITE,GEN. MARIANO ALVAREZ,COUNCILOR,LONE,"VIRATA, MIKE",NPC,31100,29,"MEMBER, SANGGUNIANG BAYAN CAVITE - GEN. MARIANO ALVAREZ - LONE DIST"
REGION IV-A,CAVITE,GEN. MARIANO ALVAREZ,COUNCILOR,LONE,"MANALANG, INDAY",NUP,30618,15,"MEMBER, SANGGUNIANG BAYAN CAVITE - GEN. MARIANO ALVAREZ - LONE DIST"
REGION IV-A,CAVITE,GEN. MARIANO ALVAREZ,COUNCILOR,LONE,"LARA, RICHARD",NPC,28324,12,"MEMBER, SANGGUNIANG BAYAN CAVITE - GEN. MARIANO ALVAREZ - LONE DIST"
REGION IV-A,CAVITE,GEN. MARIANO ALVAREZ,COUNCILOR,LONE,"AYALA, DENNIS",NUP,27634,3,"MEMBER, SANGGUNIANG BAYAN CAVITE - GEN. MARIANO ALVAREZ - LONE DIST"
REGION IV-A,CAVITE,GEN. MARIANO ALVAREZ,COUNCILOR,LONE,"NUARIN, SKF NATH",NUP,25371,18,"MEMBER, SANGGUNIANG BAYAN CAVITE - GEN. MARIANO ALVAREZ - LONE DIST"
REGION IV-A,CAVITE,GENERAL EMILIO AGUINALDO,COUNCILOR,LONE,"PAITON, JOSEPH",NPC,7383,17,"MEMBER, SANGGUNIANG BAYAN CAVITE - GENERAL EMILIO AGUINALDO - LONE DIST"
REGION IV-A,CAVITE,GENERAL EMILIO AGUINALDO,COUNCILOR,LONE,"BENCITO, BEVAN",NPC,6715,4,"MEMBER, SANGGUNIANG BAYAN CAVITE - GENERAL EMILIO AGUINALDO - LONE DIST"
REGION IV-A,CAVITE,GENERAL EMILIO AGUINALDO,COUNCILOR,LONE,"LOPEZ, JOSEPH",NPC,6628,13,"MEMBER, SANGGUNIANG BAYAN CAVITE - GENERAL EMILIO AGUINALDO - LONE DIST"
REGION IV-A,CAVITE,GENERAL EMILIO AGUINALDO,COUNCILOR,LONE,"QUIACOS, DARWIN",NUP,6540,20,"MEMBER, SANGGUNIANG BAYAN CAVITE - GENERAL EMILIO AGUINALDO - LONE DIST"
REGION IV-A,CAVITE,GENERAL EMILIO AGUINALDO,COUNCILOR,LONE,"SERNAT, NEPTHALIE",NUP,5688,21,"MEMBER, SANGGUNIANG BAYAN CAVITE - GENERAL EMILIO AGUINALDO - LONE DIST"
REGION IV-A,CAVITE,GENERAL EMILIO AGUINALDO,COUNCILOR,LONE,"BENCITO, MANUEL",NPC,5662,5,"MEMBER, SANGGUNIANG BAYAN CAVITE - GENERAL EMILIO AGUINALDO - LONE DIST"
REGION IV-A,CAVITE,GENERAL EMILIO AGUINALDO,COUNCILOR,LONE,"GLORIANI, FLORENCIO",NPC,5586,11,"MEMBER, SANGGUNIANG BAYAN CAVITE - GENERAL EMILIO AGUINALDO - LONE DIST"
REGION IV-A,CAVITE,GENERAL EMILIO AGUINALDO,COUNCILOR,LONE,"BINAUHAN, RICARDO",NUP,5533,8,"MEMBER, SANGGUNIANG BAYAN CAVITE - GENERAL EMILIO AGUINALDO - LONE DIST"
REGION IV-A,CAVITE,INDANG,COUNCILOR,LONE,"VEJERANO, RESTY",NUP,20563,18,"MEMBER, SANGGUNIANG BAYAN CAVITE - INDANG - LONE DIST"
REGION IV-A,CAVITE,INDANG,COUNCILOR,LONE,"PAPA, FERDINAND",NUP,20038,14,"MEMBER, SANGGUNIANG BAYAN CAVITE - INDANG - LONE DIST"
REGION IV-A,CAVITE,INDANG,COUNCILOR,LONE,"TELMO, NILO",NUP,19022,17,"MEMBER, SANGGUNIANG BAYAN CAVITE - INDANG - LONE DIST"
REGION IV-A,CAVITE,INDANG,COUNCILOR,LONE,"KASAYSAYAN, AVE",NUP,18918,10,"MEMBER, SANGGUNIANG BAYAN CAVITE - INDANG - LONE DIST"
REGION IV-A,CAVITE,INDANG,COUNCILOR,LONE,"BERNARTE, RONALD",NUP,16765,3,"MEMBER, SANGGUNIANG BAYAN CAVITE - INDANG - LONE DIST"
REGION IV-A,CAVITE,INDANG,COUNCILOR,LONE,"BORJA, ISSEL",NUP,16384,4,"MEMBER, SANGGUNIANG BAYAN CAVITE - INDANG - LONE DIST"
REGION IV-A,CAVITE,INDANG,COUNCILOR,LONE,"HERRERA, RAMIL",IND,16032,9,"MEMBER, SANGGUNIANG BAYAN CAVITE - INDANG - LONE DIST"
REGION IV-A,CAVITE,INDANG,COUNCILOR,LONE,"MASANGCAY, DANILO",UNA,15930,12,"MEMBER, SANGGUNIANG BAYAN CAVITE - INDANG - LONE DIST"
REGION IV-A,CAVITE,KAWIT,COUNCILOR,LONE,"TUAZON, EMAN",LAKAS,25740,15,"MEMBER, SANGGUNIANG BAYAN CAVITE - KAWIT - LONE DIST"
REGION IV-A,CAVITE,KAWIT,COUNCILOR,LONE,"BUNAG, ALVIN",LAKAS,25244,3,"MEMBER, SANGGUNIANG BAYAN CAVITE - KAWIT - LONE DIST"
REGION IV-A,CAVITE,KAWIT,COUNCILOR,LONE,"PULIDO, DEBBIE",LAKAS,24103,14,"MEMBER, SANGGUNIANG BAYAN CAVITE - KAWIT - LONE DIST"
REGION IV-A,CAVITE,KAWIT,COUNCILOR,LONE,"GANDIA, JYGS",NUP,23141,8,"MEMBER, SANGGUNIANG BAYAN CAVITE - KAWIT - LONE DIST"
REGION IV-A,CAVITE,KAWIT,COUNCILOR,LONE,"JARIN, JERRY",LAKAS,22345,10,"MEMBER, SANGGUNIANG BAYAN CAVITE - KAWIT - LONE DIST"
REGION IV-A,CAVITE,KAWIT,COUNCILOR,LONE,"CAJIGAS, BONG",LAKAS,22254,5,"MEMBER, SANGGUNIANG BAYAN CAVITE - KAWIT - LONE DIST"
REGION IV-A,CAVITE,KAWIT,COUNCILOR,LONE,"AGUINALDO, ARMIE",LAKAS,21506,1,"MEMBER, SANGGUNIANG BAYAN CAVITE - KAWIT - LONE DIST"
REGION IV-A,CAVITE,KAWIT,COUNCILOR,LONE,"LAYOLA, RESTY",LAKAS,21124,11,"MEMBER, SANGGUNIANG BAYAN CAVITE - KAWIT - LONE DIST"
REGION IV-A,CAVITE,MAGALLANES,COUNCILOR,LONE,"MALIGAYA, JANESSA",NPC,9137,7,"MEMBER, SANGGUNIANG BAYAN CAVITE - MAGALLANES - LONE DIST"
REGION IV-A,CAVITE,MAGALLANES,COUNCILOR,LONE,"SISANTE, AINA",AKSYON,8747,13,"MEMBER, SANGGUNIANG BAYAN CAVITE - MAGALLANES - LONE DIST"
REGION IV-A,CAVITE,MAGALLANES,COUNCILOR,LONE,"REDUCA, AMANG",NPC,6616,10,"MEMBER, SANGGUNIANG BAYAN CAVITE - MAGALLANES - LONE DIST"
