year,region,province,city,position,area,candidate_name,party,votes
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - FIRST DIST,"FIGURA, PAQUITO",IND,871
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - FIRST DIST,"QUIJOTE, NALD",IND,723
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"TABOR, RAMON",UNA,41497
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"LAO, BONG",LP,39254
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"EMANO, NADYA",UNA,38814
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"GAN, LEON JR.",UNA,37036
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"DACER, ALEX",UNA,35151
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"SALCEDO, ERIC",LP,35068
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"ACENAS, JUN",IND,34215
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"ELIPE, PRESIDENT",UNA,32551
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"SIA, JUAN",UNA,31778
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"VILLAZORDA, ROGER",LP,28393
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"GOKING, ALFONSO",IND,27403
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"AGUDO, INGRID",LP,26721
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"ABEJUELA, NOLING",UNA,26680
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"ROA, CHING",LP,23911
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"QUIBLAT, KOKONG",LP,22145
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"BABAN, NIXON",LP,20349
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"SALVAÑA, EDSEL",LP,19935
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"GUMAHAD, ADONIS ARC",IND,4753
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"DAMO, LOLONG",IND,3395
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"LLOREN, ROMERICO",IND,3218
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"CASICAS, VICTOR",IND,1936
2010,region-10,misamis-oriental,cagayan-de-oro-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - CAGAYAN DE ORO CITY - SECOND DIST,"GAMBALA, NORMS",IND,1379
2010,region-10,misamis-oriental,claveria,MAYOR,MISAMIS ORIENTAL - CLAVERIA,"AZCUNA, ALFRED",NP,6223
2010,region-10,misamis-oriental,claveria,MAYOR,MISAMIS ORIENTAL - CLAVERIA,"SALVALEON, REDENTOR",LP,6180
2010,region-10,misamis-oriental,claveria,VICE-MAYOR,MISAMIS ORIENTAL - CLAVERIA,"ABROGAR, MERALUNA",LP,6163
2010,region-10,misamis-oriental,claveria,VICE-MAYOR,MISAMIS ORIENTAL - CLAVERIA,"MACABASA, MOISES",NP,5414
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"SALVALEON, REYNANTE",LP,6395
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"ESCORO, CESAR NP",NP,6374
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"DUMALUAN, RODRIGO",LP,5270
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"ONG, LILIA",LP,5088
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"DELA CRUZ, RICHIE",NP,5036
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"DALEN, MARCELO",LP,4816
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"ACHAS, JOEL",NP,4730
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"MOPOS, NOEL",LP,4615
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"FABELA, REY",NP,4570
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"BUSALLA, BEBOT",LP,4143
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"TABOCLAON, BEN",NP,3725
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"ADIS, NONESIO JR.",LP,3532
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"SABAL, MARK",NP,3459
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"MAN-ASIL, PIX",NP,2840
2010,region-10,misamis-oriental,claveria,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - CLAVERIA - LONE DIST,"EJEM, RICARDO",IND,2576
2010,region-10,misamis-oriental,el-salvador-city,MAYOR,MISAMIS ORIENTAL - EL SALVADOR CITY,"TAN, ALFREDO",LP,12310
2010,region-10,misamis-oriental,el-salvador-city,MAYOR,MISAMIS ORIENTAL - EL SALVADOR CITY,"ALMIRANTE, MELIT",NP,7935
2010,region-10,misamis-oriental,el-salvador-city,VICE-MAYOR,MISAMIS ORIENTAL - EL SALVADOR CITY,"LIGNES, EDGAR",LP,11905
2010,region-10,misamis-oriental,el-salvador-city,VICE-MAYOR,MISAMIS ORIENTAL - EL SALVADOR CITY,"ESTRADA, LOLOY",NP,7897
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"TAN, MARK WILLIAM",LP,11343
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"MAGRIÑA, ERWIN",LP,11059
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"NOBLE, JOHN MARC",LP,10943
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"PATES, NILO",LP,10738
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"LIM, FELIPE JR.",LP,10692
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"AYUNTING, EDUARDO",LP,10608
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"JAUDIAN, NARVING",LP,9947
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"YAMARO, ASUNCION",LP,9828
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"MACARANDAN, LEOPAS",LP,9615
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"CLARIN, FELIPE",LP,9594
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"FUENTES, LYNN JANE",NP,7796
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"UBAUB, RANTE",NP,7787
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"BACULIO, RAFAEL PEDRO",NP,7338
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"GUMANIT, RITCHE",NP,7184
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"OMPOC, JOVENCIA",NP,6648
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"ESPINO, DODONG",NP,6425
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"BACULIO, QUIRINO",NP,6017
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"CUMBA, BOBBY",NP,5463
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"RANARIO, LOLONG",NP,3608
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"PANA, TOTO",NP,3187
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"MACAHILOS, VEN",IND,1353
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"MUYOT, KENNETH",IND,1057
2010,region-10,misamis-oriental,el-salvador-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - EL SALVADOR CITY - LONE DIST,"HONOR, WENDOL",IND,307
2010,region-10,misamis-oriental,gingoog-city,MAYOR,MISAMIS ORIENTAL - GINGOOG CITY,"GUINGONA, MARIE",LP,28770
2010,region-10,misamis-oriental,gingoog-city,MAYOR,MISAMIS ORIENTAL - GINGOOG CITY,"BAGAIPO, MARC ANTHONY",NP,21972
2010,region-10,misamis-oriental,gingoog-city,MAYOR,MISAMIS ORIENTAL - GINGOOG CITY,"MAQUISO, BESBEN BEB",LAKAS,927
2010,region-10,misamis-oriental,gingoog-city,MAYOR,MISAMIS ORIENTAL - GINGOOG CITY,"AJOC, JUNCEZAR",IND,363
2010,region-10,misamis-oriental,gingoog-city,VICE-MAYOR,MISAMIS ORIENTAL - GINGOOG CITY,"CAÑOSA, ERICK",LP,37765
2010,region-10,misamis-oriental,gingoog-city,VICE-MAYOR,MISAMIS ORIENTAL - GINGOOG CITY,"GUANZON, RONALD",NP,7235
2010,region-10,misamis-oriental,gingoog-city,VICE-MAYOR,MISAMIS ORIENTAL - GINGOOG CITY,"FERNANDEZ, JESSE",LAKAS,992
2010,region-10,misamis-oriental,gingoog-city,VICE-MAYOR,MISAMIS ORIENTAL - GINGOOG CITY,"DE LA CRUZ, ARNULFO",IND,760
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"LUGOD, TADOY",LP,30266
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"MOTOOMULL, MYRNA",LP,26964
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"MILITANTE, WINFRED JR.",LP,26434
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"KHO, MARLON",LP,26340
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"BERNALDEZ, BOY TSAMBA",LP,25821
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"MERCADO, MELLEANETTE",LP,22969
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"CHAVES, ERNEST",LP,21347
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"MORTIZ, REY",LP,21296
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"VOSOTROS, APRIL ROSE",IND,20792
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"PADERANGA, MIKE",LP,20202
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"ARCAY, COCOY",NP,16033
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"CONDEZA-HEINI, MARGARITA",NP,15986
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"DE LARA, HEDY",IND,15168
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"DE LARA, VICENTE IV",IND,10367
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"ASUNCION, ROEL",NP,10362
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"RIALP, OSY",LP,9667
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"PARILLA, RICKY",NP,6365
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"ABEJERO, ABE",NP,5765
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"SORIA, CONRAD",NP,4443
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"CABANA, FRED",NP,3802
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"LOZADA, ERICK",NP,3396
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"RESERVA, ANDING",NP,2624
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"CALDELERO, NARDING",NP,2612
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"DALIT, EVARISTO",LAKAS,2375
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"RANA, ERNESTO SR.",LAKAS,2100
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"CHIPADA, FELOCHE",LAKAS,2037
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"STA. TERESA, SANTA",LAKAS,1500
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"URSAL, CYNTHIA",IND,1346
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"MADROÑO, BERNABE",LAKAS,1295
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"PRADO, LUIS",LAKAS,1083
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"PASCUAL, BOY",LAKAS,1083
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"PALUGA, MARIO",IND,1038
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"DUMALOAN, LEONITO",IND,914
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"OROZCO, FLOREPES",IND,912
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"QUIDET, EDUARDO JR.",IND,907
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"ALOCELJA, ARMANDO",IND,735
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"DAAMO, GAUDIOSO",IND,687
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"LAZARO, BIMBO",LAKAS,594
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"LEONARDO, AMADOR JR.",LAKAS,543
2010,region-10,misamis-oriental,gingoog-city,"MEMBER, SANGGUNIANG PANLUNGSOD",MISAMIS ORIENTAL - GINGOOG CITY - LONE DIST,"CAGMAT, QUIRICO",IND,530
2010,region-10,misamis-oriental,gitagum,MAYOR,MISAMIS ORIENTAL - GITAGUM,"BURAY, RUDY",LP,3695
2010,region-10,misamis-oriental,gitagum,MAYOR,MISAMIS ORIENTAL - GITAGUM,"AJONAN, TIBUR",NP,2964
2010,region-10,misamis-oriental,gitagum,VICE-MAYOR,MISAMIS ORIENTAL - GITAGUM,"TAROY, NENETTE",NP,3451
2010,region-10,misamis-oriental,gitagum,VICE-MAYOR,MISAMIS ORIENTAL - GITAGUM,"QUILAB, DAN",LP,2874
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"DAMASING, RUDY",NP,3490
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"MUGOT, JING",LP,3091
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"MUGOT, OLONG",LP,3014
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"LUSDOC, NENE",LP,2871
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"GABUTAN, JOJO",LP,2867
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"VELASCO, COLE",LP,2819
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"MAGTOLTOL, AYING",NP,2724
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"AJONAN, GOGONG",NP,2583
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"TUBELLEJA, MASUY",LP,2563
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"UCAB, TATAY",LP,2559
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"ADAPTAR, IDAY",LP,2366
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"ORQUILLAS, DODONG",NP,2136
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"JAMIS, BENIDO",NP,1990
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"LIM, BOSSING",NP,1893
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"YBAÑEZ, RENE",NP,1890
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"SALVADOR, BOY",NP,1881
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"FABRICANTE, LOLONG",IND,1205
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"LABIAL, MAX",IND,616
2010,region-10,misamis-oriental,gitagum,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - GITAGUM - LONE DIST,"NADAYAG, WEL",IND,192
2010,region-10,misamis-oriental,initao,MAYOR,MISAMIS ORIENTAL - INITAO,"ACAIN, GOGOY",NP,6804
2010,region-10,misamis-oriental,initao,MAYOR,MISAMIS ORIENTAL - INITAO,"BALABAT, FRANCIS",LP,3032
2010,region-10,misamis-oriental,initao,VICE-MAYOR,MISAMIS ORIENTAL - INITAO,"SAYRE, BEMBEM",NP,6661
2010,region-10,misamis-oriental,initao,VICE-MAYOR,MISAMIS ORIENTAL - INITAO,"ORQUILLAS, CESAR",LP,2745
2010,region-10,misamis-oriental,initao,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - INITAO - LONE DIST,"BALABAT, GIGING",NP,6390
2010,region-10,misamis-oriental,initao,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - INITAO - LONE DIST,"BUHIAN, PENNIE",NP,6227
2010,region-10,misamis-oriental,initao,"MEMBER, SANGGUNIANG BAYAN",MISAMIS ORIENTAL - INITAO - LONE DIST,"JARALES, COCOY",NP,6162
