year,region,province,city,position,area,candidate_name,party,votes
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"PALOMATA, COGNITO SR.",LAKAS,6611
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"PASCUA, CHECHE",LAKAS,6426
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"PALANOG, CARMEN",LP,6357
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"COCHING, JOSELITO",LP,6246
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"BANGCAYA, ZENAIDA",LP,6237
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"TIPGOS, RHUNA",IND,5750
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"MIRALLES, MERCENITA",LAKAS,5316
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"CAPILLO, RONNIE",LAKAS,5174
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"DELA TORRE, GILDA",LAKAS,4937
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"ZALDIVAR, MARK",LP,4850
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"MARTIREZ, DARREL",LP,3927
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"BANDIOLA, WINSTON",LAKAS,3310
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"CABALES, HAMILTON JR.",LP,3281
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"PALOMATA, GODOFREDO JR.",IND,2268
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"AMATONDING, JUANA",IND,2256
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"BENDER, CRISPULO JR.",IND,1765
2010,region-6,aklan,nabas,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NABAS - LONE DIST,"OSORIO, EURIPHEDES",LAKAS,1168
2010,region-6,aklan,new-washington,MAYOR,AKLAN - NEW WASHINGTON,"PERALTA, EDGAR",UNA,10213
2010,region-6,aklan,new-washington,MAYOR,AKLAN - NEW WASHINGTON,"VELARDE, JEAN",LP,9711
2010,region-6,aklan,new-washington,VICE-MAYOR,AKLAN - NEW WASHINGTON,"QUIMPO, MOLOT",LP,11068
2010,region-6,aklan,new-washington,VICE-MAYOR,AKLAN - NEW WASHINGTON,"PERUCHO, TIBOY",UNA,7883
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"PANAMBO, JESSICA",UNA,9821
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"BAUTISTA, JAZEL",UNA,9102
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"REPIANO, JUNIE",UNA,9071
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"ANDRADE, GERRY",UNA,8464
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"CAYETANO, RUPERTO",UNA,8172
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"CRISOSTOMO, SONIE",UNA,8071
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"SUCGANG, RAUL",LP,7286
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"DELA CRUZ, CELIA",LP,6727
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"FERNANDEZ, NEREO",UNA,6323
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"FLORES, BEVERLY JOY",NP,6228
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"ALBA, CESAR",UNA,5767
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"ROME, EDWIN",LP,5681
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"PERALTA, TOTOPOL",LP,5552
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"BAUTISTA, LENIE",LP,5107
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"JEREZA, WIN",LP,4924
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"ROGANDO, LEVI",NP,4615
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"DELA CRUZ, ALEX",IND,3026
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"REPAYO, JOEL",IND,2698
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"REGALADO, ERIC",IND,1481
2010,region-6,aklan,new-washington,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NEW WASHINGTON - LONE DIST,"LEGASPI, FELIZARDO",IND,1344
2010,region-6,aklan,numancia,MAYOR,AKLAN - NUMANCIA,"TEMPLONUEVO, DODOT",LP,7981
2010,region-6,aklan,numancia,MAYOR,AKLAN - NUMANCIA,"ILIGAN, PEPITO",UNA,7581
2010,region-6,aklan,numancia,VICE-MAYOR,AKLAN - NUMANCIA,"IBABAO, EVANGELINE",LP,8248
2010,region-6,aklan,numancia,VICE-MAYOR,AKLAN - NUMANCIA,"ILIGAN, ADOLFO",UNA,6732
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"VEGA, JEROME",LP,8213
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"IBABAO, MINGGOT",LP,7154
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"REGALADO, ADELMA",LP,7131
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"CORDOVA, BAYANI",LP,7030
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"TABUENA, ARCEL",LP,6809
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"RICAFUENTE, BOY R",LP,6780
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"MARIBOJO, JORELLE",UNA,6091
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"TEMPLONUEVO, PROSPERO",LP,6087
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"MAGDALUYO, AMOR",UNA,5398
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"ENERO, FILEMON",UNA,5333
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"CARILLO, WINSTON",IND,4801
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"FRANCISCO, SUSAN",UNA,4780
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"FAJARDO, RUFINO",UNA,4741
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"MAGPUSAO, BOK",LP,4703
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"NEPOMUCENO, ROSE",IND,4694
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"TEMBREVILLA, PLARIDEL",UNA,4618
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"ILI, LILETH",UNA,4116
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"LEYSON, ISAIAS",IND,2124
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"OLID, JURY",IND,1922
2010,region-6,aklan,numancia,"MEMBER, SANGGUNIANG BAYAN",AKLAN - NUMANCIA - LONE DIST,"VALENCIA, ELIZABETH",IND,1327
2010,region-6,aklan,tangalan,MAYOR,AKLAN - TANGALAN,"FUENTES, GENE",LP,5993
2010,region-6,aklan,tangalan,MAYOR,AKLAN - TANGALAN,"TESTON, NOEL",IND,697
2010,region-6,aklan,tangalan,VICE-MAYOR,AKLAN - TANGALAN,"TIROL, JED",LP,5606
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"AGUIRRE, STANLEY",LP,4724
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"TAMPOS, EFREN",LP,4459
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"TEJADA, JAY",LP,4285
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"YAP, RHEAN",LP,3951
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"RABE, TOTO",IND,3894
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"TEFORA, NONOY",LP,3675
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"TIGSON, GLENN",LP,3300
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"MANARES, GUILLERMO JR.",UNA,3169
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"FERNANDEZ, ARJAY",LP,2955
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"GOBOY, JAMES",UNA,2657
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"MOLO, BENJAMIN EARL",IND,2492
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"TALA-OC, BAYANI",LP,2374
2010,region-6,aklan,tangalan,"MEMBER, SANGGUNIANG BAYAN",AKLAN - TANGALAN - LONE DIST,"GOBOY, PACITA",IND,1254
2010,region-6,antique,,PROVINCIAL GOVERNOR,ANTIQUE,"JAVIER, EXEQUIEL",LP,85193
2010,region-6,antique,,PROVINCIAL GOVERNOR,ANTIQUE,"ALDON, KUNE",UNA,79361
2010,region-6,antique,,PROVINCIAL VICE-GOVERNOR,ANTIQUE,"CADIAO, RHODORA",UNA,84158
2010,region-6,antique,,PROVINCIAL VICE-GOVERNOR,ANTIQUE,"DIMAMAY, ROSIE",LP,66028
2010,region-6,antique,,PROVINCIAL VICE-GOVERNOR,ANTIQUE,"FORNIER, FRANCISCO",IND,3305
2010,region-6,antique,,"MEMBER, HOUSE OF REPRESENTATIVES",ANTIQUE - LONE LEGDIST,"JAVIER, PAOLO",LP,94566
2010,region-6,antique,,"MEMBER, HOUSE OF REPRESENTATIVES",ANTIQUE - LONE LEGDIST,"ROQUERO, RAY",UNA,70586
2010,region-6,antique,,"MEMBER, HOUSE OF REPRESENTATIVES",ANTIQUE - LONE LEGDIST,"VILLAFLOR, JUN",PMM,2014
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"DENOSTA, EDGAR",LP,38395
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"BERIONG, DANTE",IND,37034
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"PACIFICADOR, ARTURO",UNA,36433
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"PICCIO, VINCENT III",UNA,34966
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"JAVIER, J. TOBIAS",LP,31311
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"PLAMERAS, ROLAND",LP,29945
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"OPERIANO, DINO ROEL",LP,24638
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"LOTILLA, BINGBING",UNA,23956
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"FORNIER, MARIA ORCHID",LP,21600
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"QUANICO, LILY",UNA,18614
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - FIRST PROVDIST,"GALIS, RUBY",IND,1017
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"CONDEZ, VICTOR",LP,36388
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"ELIO, EGIDIO",IND,34498
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"ALOJIPAN, KAP NONONG",UNA,30725
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"SANTILLAN, ERROL",LP,26975
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"JUANITEZ, JURIS",LP,19764
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"ESTARIS, TEOPISTO JR.",LP,19713
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"JUANITAS, BENJAMIN",UNA,17156
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"MALLARES, NARZAL",UNA,16013
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"FRANGUE, HENRY",UNA,15941
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"JUBILAN, BETING",LP,11889
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"SARMIENTO, TITO SANDY",IND,6726
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"LORIEGA, BOYEKE",IND,3696
2010,region-6,antique,,"MEMBER, SANGGUNIANG PANLALAWIGAN",ANTIQUE - SECOND PROVDIST,"UNGSOD, JOHN PAVIE",IND,1229
2010,region-6,antique,anini-y,MAYOR,ANTIQUE - ANINI-Y,"POLLICAR, RENE",LP,1728
2010,region-6,antique,anini-y,MAYOR,ANTIQUE - ANINI-Y,"CAZEÑAS, TOTOY",UNA,942
2010,region-6,antique,anini-y,VICE-MAYOR,ANTIQUE - ANINI-Y,"HERNAEZ, BINGBONG",UNA,1437
2010,region-6,antique,anini-y,VICE-MAYOR,ANTIQUE - ANINI-Y,"RUBITE, AMADO",LP,1139
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"POLLICAR, MAXFIL",LP,1356
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"HERNAEZ, NENENG UY",UNA,1215
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"SOLIS, ADVIENTO ORLANDO",LP,1133
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"FORMAREJO, AMALIA",LP,1111
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"CAZEÑAS, INDAY MAGDA",UNA,1080
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"RENDON, GREG",UNA,1074
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"SUMACULUB , EFREN",LP,1071
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"CAZEÑAS, BING",IND,1022
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"NEAR, MARYVIC",LP,998
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"RABA, ROMEO",UNA,982
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"FIAL, RENATO",LP,972
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"CAMPOS, MELANIE",LP,955
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"SALCEDO, BERN",UNA,925
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"DIANA, ATAN",UNA,888
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"OPLE, ELANI",LP,791
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"PREMARION, GREGORIO",IND,646
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"CAPADOZA, ROMEO",UNA,335
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"NEAR, PORTING",IND,282
2010,region-6,antique,anini-y,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - ANINI-Y - LONE DIST,"NADONG, NONOYSIKEL",UNA,236
2010,region-6,antique,barbaza,MAYOR,ANTIQUE - BARBAZA,"NECOR, GERRY",AKSYON,179
2010,region-6,antique,barbaza,MAYOR,ANTIQUE - BARBAZA,"FRANCISCO, FAITH",LP,159
2010,region-6,antique,barbaza,MAYOR,ANTIQUE - BARBAZA,"DAQUILA, DAVID",UNA,33
2010,region-6,antique,barbaza,VICE-MAYOR,ANTIQUE - BARBAZA,"UNTAL, ARTCHEBAL",LP,182
2010,region-6,antique,barbaza,VICE-MAYOR,ANTIQUE - BARBAZA,"CATAGUE, RAMONITO",UNA,132
2010,region-6,antique,barbaza,VICE-MAYOR,ANTIQUE - BARBAZA,"MAGHARI, JOSE",IND,46
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"TINGSON, JL",UNA,250
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"NECESARIO, RAMY",IND,249
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"ESPARAR, MAGNERICO",IND,198
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"MAGTULIS, SID",IND,192
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"MANALO, PABLITO",IND,176
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"PALACIOS, PEDRO",IND,171
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"MAGTULIS, EDDIE",IND,164
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"FLORES, ANITO",IND,161
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"GRAJO, ROBERTO",IND,148
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"SAMILLANO, MICKEL",IND,136
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"ESPARES, REY",UNA,99
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"MARCOS, ELIZABETH",IND,90
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"INAMAC, BEBING",IND,81
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"LIMOD, EDDIE",IND,74
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"MAGTURO, PETER",UNA,69
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"CASTRES, NEC",IND,52
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"BINAY, CHARLYN",UNA,45
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"FLORES, HELARIA",UNA,38
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"MAGBANUA, FELINA",IND,36
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"BAGHARI, ZEUS",IND,31
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"FRANCISCO, JOEY",IND,27
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"FLORES, MA. ASSUMPTA",IND,22
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"INFANTE, LORETO",UNA,18
2010,region-6,antique,barbaza,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BARBAZA - LONE DIST,"YGLORIA, ALEX",UNA,2
2010,region-6,antique,belison,MAYOR,ANTIQUE - BELISON,"PICCIO, TOPHER",UNA,1741
2010,region-6,antique,belison,MAYOR,ANTIQUE - BELISON,"DELA FLOR, DARELL",LP,1581
2010,region-6,antique,belison,MAYOR,ANTIQUE - BELISON,"DEL ROSARIO, REGINO III",IND,107
2010,region-6,antique,belison,VICE-MAYOR,ANTIQUE - BELISON,"JACABA, ACAY",UNA,1439
2010,region-6,antique,belison,VICE-MAYOR,ANTIQUE - BELISON,"CHAVEZ, JERRY",IND,1192
2010,region-6,antique,belison,VICE-MAYOR,ANTIQUE - BELISON,"GALEDO, EDWIN",AKSYON,679
2010,region-6,antique,belison,VICE-MAYOR,ANTIQUE - BELISON,"OMANIO, AMADO",IND,38
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"ELIO, ELMER",UNA,1639
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"BARCENAL, BECAY",UNA,1577
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"BALDIVINO, DADANG",UNA,1547
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"ACUÑA, MICHELLE ANN",UNA,1542
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"TAGLE, PISYONG",UNA,1444
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"OTAYDE, JESUSITO SR.",IND,1434
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"OTAYDE, ELFE",IND,1416
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"GALEDO, DEDING IKA",UNA,1377
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"GONZAGA, EDUARDO",IND,1287
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"CORTEJO, PAULO",UNA,1268
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"LANARIO, DEDING TILDE",IND,1252
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"BEREBER, JULIANA",IND,1217
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"DIANO, BENNY",UNA,1211
2010,region-6,antique,belison,"MEMBER, SANGGUNIANG BAYAN",ANTIQUE - BELISON - LONE DIST,"BALLARTA, NERI",IND,1183
